"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa-miR-513b",-3.8568810494986,8.74577157848458,-1.24862371347314,0.213095608619874,0.46271402589903,-4.59490872312013
"hsa-miR-1258",-3.52982508906884,3.45731063299119,-1.24768795452027,0.213437587887985,0.46271402589903,-4.59490960372199
"hsa-miR-556-5p",-4.50886267390737,14.1544352762863,-1.24658880464519,0.213839788437974,0.46271402589903,-4.59491063726387
"hsa-miR-1256",-5.19058579384195,23.4055775546564,-1.24515622630298,0.214364822817373,0.46271402589903,-4.59491198300193
"hsa-miR-1294",-3.53444858497723,4.83072026240969,-1.24469188741995,0.214535201848334,0.46271402589903,-4.59491241887043
"hsa-miR-23a-3p",124.686803099409,1973.62799345066,1.24285534929269,0.215210042576718,0.46271402589903,-4.59491414125371
"hsa-miR-551b-3p",-3.50820616280497,5.97465419460352,-1.2390266551891,0.216621854351385,0.46271402589903,-4.59491772400925
"hsa-miR-542-3p",-4.01965505254086,4.35373561120264,-1.23595986541027,0.21775754810125,0.46271402589903,-4.59492058604372
"hsa-miR-2110",9.52423707745856,73.9119596108502,1.23330803938682,0.21874304120631,0.46271402589903,-4.59492305525499
"hsa-miR-199a-5p",-23.8157962018694,179.925662762687,-1.23325184506314,0.218763959434183,0.46271402589903,-4.59492310752372
"hsa-miR-592",-3.497442614462,5.06521522455066,-1.23249828034522,0.219044612200362,0.46271402589903,-4.59492380822225
"hsa-miR-1914-5p",-3.67546433634848,7.23676826854185,-1.22651618517723,0.221281782840465,0.46271402589903,-4.59492935585413
"hsa-miR-1297",-3.61122814147085,5.83592971193833,-1.22640619081855,0.221323072063916,0.46271402589903,-4.59492945761388
"hsa-miR-129-2-3p",-3.48080753161701,4.48847011362555,-1.22596580903027,0.221488436415297,0.46271402589903,-4.59492986493798
"hsa-miR-802",-4.87296126486798,12.2100917875066,-1.22287483902528,0.222651611086228,0.46271402589903,-4.59493271987316
"hsa-miR-1261",-5.21551147833512,10.3528937627885,-1.22124756537846,0.223265742358524,0.46271402589903,-4.59493422006404
"hsa-miR-552",-3.44507408928609,3.46024072270485,-1.22025537099283,0.223640793608156,0.46271402589903,-4.59493513381791
"hsa-miR-1321",-3.49371668448717,4.94549471036123,-1.21924397657349,0.224023569134004,0.46271402589903,-4.59493606450953
"hsa-miR-1273f",-3.49053202154654,3.84750389312775,-1.21882974536624,0.224180476414577,0.46271402589903,-4.59493644547082
"hsa-miR-1278",-3.46349761220909,4.08250200754185,-1.2184740780463,0.224315263280665,0.46271402589903,-4.5949367724713
"hsa-miR-363-3p",-115.682211784495,1343.28333719782,-1.21751335731233,0.224679638052056,0.46271402589903,-4.5949376552932
"hsa-miR-510",-5.20488827695345,6.62966624209692,-1.21734061590827,0.224745199215142,0.46271402589903,-4.59493781395617
"hsa-miR-200c-3p",-21.9202419400147,54.0071572741762,-1.21585852042064,0.225308269758806,0.46271402589903,-4.59493917435953
"hsa-miR-106b-5p",-69.3432933420822,809.958899396916,-1.21331733912662,0.226276061861797,0.46271402589903,-4.59494150313244
"hsa-miR-610",-3.41698782883527,3.70234632803524,-1.21119887736168,0.227085143343329,0.46271402589903,-4.59494344089189
"hsa-miR-1273g-5p",-3.41954723706503,4.49924800623348,-1.20791625539507,0.228342938249343,0.46271402589903,-4.5949464369934
"hsa-miR-450a-5p",-3.44061977170939,5.89344342861674,-1.20595392072775,0.229097222948568,0.46271402589903,-4.59494822426401
"hsa-miR-548o-3p",-32.0254633165504,53.4807460222379,-1.20414604268362,0.22979371587259,0.46271402589903,-4.59494986835135
"hsa-miR-520e",-11.7716231316994,18.9718969200837,-1.20276445831127,0.230326998420621,0.46271402589903,-4.59495112314619
"hsa-miR-876-5p",-3.44028473629976,7.73801420064758,-1.20143048161599,0.230842744643097,0.46271402589903,-4.59495233337025
"hsa-miR-520c-3p",-3.42763879749455,3.93676212431278,-1.2014103119624,0.230850549032373,0.46271402589903,-4.59495235165872
"hsa-miR-380-3p",-8.51618196867411,59.0287213102026,-1.19968646845001,0.231518265802213,0.46271402589903,-4.59495391361751
"hsa-miR-181b-5p+hsa-miR-181d",-18.357393757408,40.7949310061762,-1.19876997618967,0.231873823302412,0.46271402589903,-4.59495474315269
"hsa-miR-890",-3.39906226713232,3.66470595673568,-1.19870764198976,0.231898020316524,0.46271402589903,-4.59495479955017
"hsa-miR-2277-5p",-3.39613514304514,4.04269966404846,-1.19704951535514,0.232542337816537,0.46271402589903,-4.59495629870686
"hsa-miR-1273a",-3.3779981627268,4.00515472781498,-1.19546494234049,0.233159267670318,0.46271402589903,-4.59495772947149
"hsa-miR-520a-3p",-3.37793495387179,4.18990689353744,-1.1931495372628,0.234062835735361,0.46271402589903,-4.59495981680676
"hsa-miR-335-5p",-3.38544551217436,5.74142610502643,-1.19224486113457,0.234416556017378,0.46271402589903,-4.59496063129946
"hsa-let-7g-5p",-467.751919377775,4022.42394191189,-1.19221664481339,0.234427594473371,0.46271402589903,-4.5949606566933
"hsa-miR-663a",-3.96842163359082,18.2701666215242,-1.19174569752545,0.234611887633744,0.46271402589903,-4.59496108044564
"hsa-miR-641",-3.86097528185454,5.62000908103965,-1.18899923865238,0.235688701790408,0.46271402589903,-4.59496354842196
"hsa-miR-1193",-3.36015624832734,4.08401535922026,-1.18815263545754,0.236021341328028,0.46271402589903,-4.5949643080626
"hsa-miR-498",-3.62825816582734,6.70728706096476,-1.18713987020346,0.236419706717845,0.46271402589903,-4.59496521610407
"hsa-miR-4286",-21.5270007713787,35.7243376739736,-1.1861253577383,0.236819238978426,0.46271402589903,-4.59496612495502
"hsa-miR-1181",-3.38678785370217,10.5395693159031,-1.1860825142195,0.236836122051266,0.46271402589903,-4.5949661633197
"hsa-miR-646",-4.45014648045485,9.02032635920705,-1.18584239397249,0.236930760560003,0.46271402589903,-4.59496637831292
"hsa-miR-1287",-6.17109214648631,16.8599767766035,-1.18538827464693,0.2371098160053,0.46271402589903,-4.59496678479558
"hsa-miR-548aj-3p",-3.36917556560994,6.05508775322467,-1.18452073001124,0.237452149148077,0.46271402589903,-4.59496756091349
"hsa-miR-1273c",-3.38476363318896,6.80042684674449,-1.18289737987115,0.238093667071029,0.46271402589903,-4.59496901169709
"hsa-miR-1303",-3.35178150573372,5.40358074786784,-1.18045731407174,0.239060251695963,0.46271402589903,-4.5949711887264
"hsa-miR-337-5p",-3.34256824303364,4.84412904965639,-1.17861270288444,0.23979280579544,0.46271402589903,-4.5949728315799
"hsa-miR-892a",-3.34056528970341,3.62715441877093,-1.17778420977408,0.240122344821897,0.46271402589903,-4.5949735686394
