"","Q202M.log2FoldChange","Q202M.padj","Q802M.log2FoldChange","Q802M.padj","Q922M.log2FoldChange","Q922M.padj","Q1112M.log2FoldChange","Q1112M.padj","Q1402M.log2FoldChange","Q1402M.padj","Q1752M.log2FoldChange","Q1752M.padj","Q206m.log2FoldChange","Q206m.padj","Q806m.log2FoldChange","Q806m.padj","Q926m.log2FoldChange","Q926m.padj","Q1116m.log2FoldChange","Q1116m.padj","Q1406m.log2FoldChange","Q1406m.padj","Q1756m.log2FoldChange","Q1756m.padj","Q2010m.log2FoldChange","Q2010m.padj","Q8010m.log2FoldChange","Q8010m.padj","Q9210m.log2FoldChange","Q9210m.padj","Q11110m.log2FoldChange","Q11110m.padj","Q14010m.log2FoldChange","Q14010m.padj","Q17510m.log2FoldChange","Q17510m.padj"
"Adam8",0.00242788765168144,0.875706110106376,0.000309149366428184,0.974010550938806,0.000309149366428184,0.974010550938806,0.000309149366428184,0.974010550938806,0.000309149366428184,0.974010550938806,0.000309149366428184,0.974010550938806,0.0584662337908099,0.44756146727513,0.039148574314123,0.569158142997575,0.039148574314123,0.569158142997575,0.039148574314123,0.569158142997575,0.039148574314123,0.569158142997575,0.039148574314123,0.569158142997575,2.72969728312505e-06,0.999394469153369,1.99691706874576e-05,0.999394469153369,1.99691706874576e-05,0.999394469153369,1.99691706874576e-05,0.999394469153369,1.99691706874576e-05,0.999394469153369,1.99691706874576e-05,0.999394469153369
"Adamts13",-6.42583137850675e-05,0.99756756923538,0.00494922246445473,0.858074368587003,0.00494922246445473,0.858074368587003,0.00494922246445473,0.858074368587003,0.00494922246445473,0.858074368587003,0.00494922246445473,0.858074368587003,-2.27146095539193,2.22838534480675e-67,-0.0303856527630838,0.642073976827858,-0.0303856527630838,0.642073976827858,-0.0303856527630838,0.642073976827858,-0.0303856527630838,0.642073976827858,-0.0303856527630838,0.642073976827858,-7.45516581347645e-06,0.999394469153369,2.71976888697482e-05,0.999394469153369,2.71976888697482e-05,0.999394469153369,2.71976888697482e-05,0.999394469153369,2.71976888697482e-05,0.999394469153369,2.71976888697482e-05,0.999394469153369
"Adamts20",0.00307688283140855,0.911384257658457,0.00786248540266207,0.824751973225057,0.00786248540266207,0.824751973225057,0.00786248540266207,0.824751973225057,0.00786248540266207,0.824751973225057,0.00786248540266207,0.824751973225057,-0.0653004337644408,0.297619917701603,-0.167111992773971,3.16716178249351e-05,-0.167111992773971,3.16716178249351e-05,-0.167111992773971,3.16716178249351e-05,-0.167111992773971,3.16716178249351e-05,-0.167111992773971,3.16716178249351e-05,4.70665196883221e-06,0.999394469153369,1.83046363630856e-05,0.999394469153369,1.83046363630856e-05,0.999394469153369,1.83046363630856e-05,0.999394469153369,1.83046363630856e-05,0.999394469153369,1.83046363630856e-05,0.999394469153369
"Adamts8",-0.0130495726758726,0.711743306164316,-0.000839144965485626,0.958996309340051,-0.000839144965485626,0.958996309340051,-0.000839144965485626,0.958996309340051,-0.000839144965485626,0.958996309340051,-0.000839144965485626,0.958996309340051,0.0833744725688724,0.239191251225705,0.0580883243704406,0.451299926417197,0.0580883243704406,0.451299926417197,0.0580883243704406,0.451299926417197,0.0580883243704406,0.451299926417197,0.0580883243704406,0.451299926417197,-2.19865178732946e-05,0.999394469153369,1.29083262486738e-05,0.999394469153369,1.29083262486738e-05,0.999394469153369,1.29083262486738e-05,0.999394469153369,1.29083262486738e-05,0.999394469153369,1.29083262486738e-05,0.999394469153369
"Adamtsl2",-0.0117574742664222,0.711743306164316,-0.00555663410093315,0.790439086781732,-0.00555663410093315,0.790439086781732,-0.00555663410093315,0.790439086781732,-0.00555663410093315,0.790439086781732,-0.00555663410093315,0.790439086781732,0.0537136091910337,0.437565532443237,0.0165770443402441,0.840104911332399,0.0165770443402441,0.840104911332399,0.0165770443402441,0.840104911332399,0.0165770443402441,0.840104911332399,0.0165770443402441,0.840104911332399,-3.71456815044076e-05,0.999394469153369,-1.36519196060825e-05,0.999394469153369,-1.36519196060825e-05,0.999394469153369,-1.36519196060825e-05,0.999394469153369,-1.36519196060825e-05,0.999394469153369,-1.36519196060825e-05,0.999394469153369
"Adarb1",0.0137038906872514,0.715399231730778,-0.0111518243227576,0.725193252684181,-0.0111518243227576,0.725193252684181,-0.0111518243227576,0.725193252684181,-0.0111518243227576,0.725193252684181,-0.0111518243227576,0.725193252684181,-0.0129697684268279,0.842453157275282,0.156006520087223,0.00294119906651858,0.156006520087223,0.00294119906651858,0.156006520087223,0.00294119906651858,0.156006520087223,0.00294119906651858,0.156006520087223,0.00294119906651858,-2.29580135596032e-05,0.999394469153369,-4.58182331520496e-05,0.999394469153369,-4.58182331520496e-05,0.999394469153369,-4.58182331520496e-05,0.999394469153369,-4.58182331520496e-05,0.999394469153369,-4.58182331520496e-05,0.999394469153369
"Adck5",-0.00243341081771925,0.939485474287305,-0.00237260442631743,0.955385453969866,-0.00237260442631743,0.955385453969866,-0.00237260442631743,0.955385453969866,-0.00237260442631743,0.955385453969866,-0.00237260442631743,0.955385453969866,0.197371935324257,0.000159566598823249,0.00722428454910552,0.87298878915143,0.00722428454910552,0.87298878915143,0.00722428454910552,0.87298878915143,0.00722428454910552,0.87298878915143,0.00722428454910552,0.87298878915143,-6.10254364539659e-05,0.999394469153369,-6.63729759754964e-05,0.999394469153369,-6.63729759754964e-05,0.999394469153369,-6.63729759754964e-05,0.999394469153369,-6.63729759754964e-05,0.999394469153369,-6.63729759754964e-05,0.999394469153369
"Adcy2",-0.0143390403578904,0.736161838211999,-0.00187517831499068,0.955385453969866,-0.00187517831499068,0.955385453969866,-0.00187517831499068,0.955385453969866,-0.00187517831499068,0.955385453969866,-0.00187517831499068,0.955385453969866,0.0308760973646718,0.325788885005924,0.214201099946555,8.02570877772508e-06,0.214201099946555,8.02570877772508e-06,0.214201099946555,8.02570877772508e-06,0.214201099946555,8.02570877772508e-06,0.214201099946555,8.02570877772508e-06,-6.51209576578577e-06,0.999394469153369,-7.35987187109297e-05,0.999394469153369,-7.35987187109297e-05,0.999394469153369,-7.35987187109297e-05,0.999394469153369,-7.35987187109297e-05,0.999394469153369,-7.35987187109297e-05,0.999394469153369
"Adcy7",0.0124239483290155,0.711743306164316,-0.00538381096598225,0.830760741086637,-0.00538381096598225,0.830760741086637,-0.00538381096598225,0.830760741086637,-0.00538381096598225,0.830760741086637,-0.00538381096598225,0.830760741086637,0.543338638760688,7.92580341688613e-14,0.215745729984878,0.000208710735504283,0.215745729984878,0.000208710735504283,0.215745729984878,0.000208710735504283,0.215745729984878,0.000208710735504283,0.215745729984878,0.000208710735504283,-2.66110183210111e-05,0.999394469153369,2.46719563307765e-05,0.999394469153369,2.46719563307765e-05,0.999394469153369,2.46719563307765e-05,0.999394469153369,2.46719563307765e-05,0.999394469153369,2.46719563307765e-05,0.999394469153369
"Adcyap1",-0.00373610918607649,0.881727919572725,-0.00129221601495642,0.953875946203019,-0.00129221601495642,0.953875946203019,-0.00129221601495642,0.953875946203019,-0.00129221601495642,0.953875946203019,-0.00129221601495642,0.953875946203019,-0.122086401145952,0.0450317492825858,-0.0700456479339135,0.317004421058926,-0.0700456479339135,0.317004421058926,-0.0700456479339135,0.317004421058926,-0.0700456479339135,0.317004421058926,-0.0700456479339135,0.317004421058926,-2.1477900088184e-05,0.999394469153369,5.62802775662567e-06,0.999394469153369,5.62802775662567e-06,0.999394469153369,5.62802775662567e-06,0.999394469153369,5.62802775662567e-06,0.999394469153369,5.62802775662567e-06,0.999394469153369
"Adgrb1",0.00599185826204357,0.789271000610415,-0.000141022418370918,0.997428963088797,-0.000141022418370918,0.997428963088797,-0.000141022418370918,0.997428963088797,-0.000141022418370918,0.997428963088797,-0.000141022418370918,0.997428963088797,0.241716832571042,0.00020461529600398,0.107403047233446,0.0491776784148011,0.107403047233446,0.0491776784148011,0.107403047233446,0.0491776784148011,0.107403047233446,0.0491776784148011,0.107403047233446,0.0491776784148011,-3.09858285947192e-05,0.999394469153369,-2.11986551058818e-05,0.999394469153369,-2.11986551058818e-05,0.999394469153369,-2.11986551058818e-05,0.999394469153369,-2.11986551058818e-05,0.999394469153369,-2.11986551058818e-05,0.999394469153369
"Adgrb3",-0.00437485846383894,0.904140862514186,0.0166142044225077,0.711743306164316,0.0166142044225077,0.711743306164316,0.0166142044225077,0.711743306164316,0.0166142044225077,0.711743306164316,0.0166142044225077,0.711743306164316,-0.0781751011331264,0.0864682378246098,-0.161639388031004,0.000362935901037016,-0.161639388031004,0.000362935901037016,-0.161639388031004,0.000362935901037016,-0.161639388031004,0.000362935901037016,-0.161639388031004,0.000362935901037016,-2.19612532801898e-05,0.999394469153369,1.26551950569569e-05,0.999394469153369,1.26551950569569e-05,0.999394469153369,1.26551950569569e-05,0.999394469153369,1.26551950569569e-05,0.999394469153369,1.26551950569569e-05,0.999394469153369
"Adgrg2",0.00295020499199564,0.846989140601442,0.00753168294934022,0.75651417199426,0.00753168294934022,0.75651417199426,0.00753168294934022,0.75651417199426,0.00753168294934022,0.75651417199426,0.00753168294934022,0.75651417199426,-0.103505259253379,0.152086618410637,0.0519545711931235,0.440080483889995,0.0519545711931235,0.440080483889995,0.0519545711931235,0.440080483889995,0.0519545711931235,0.440080483889995,0.0519545711931235,0.440080483889995,1.67180142177992e-05,0.999394469153369,-3.28750754513266e-05,0.999394469153369,-3.28750754513266e-05,0.999394469153369,-3.28750754513266e-05,0.999394469153369,-3.28750754513266e-05,0.999394469153369,-3.28750754513266e-05,0.999394469153369
"Adhfe1",0.000958744000197232,0.978340696813461,-0.0153159665525278,0.718450002531129,-0.0153159665525278,0.718450002531129,-0.0153159665525278,0.718450002531129,-0.0153159665525278,0.718450002531129,-0.0153159665525278,0.718450002531129,-0.0269964745876524,0.653916512160239,0.066383465506146,0.139032405226837,0.066383465506146,0.139032405226837,0.066383465506146,0.139032405226837,0.066383465506146,0.139032405226837,0.066383465506146,0.139032405226837,3.47862041972137e-06,0.999394469153369,1.78743794814186e-05,0.999394469153369,1.78743794814186e-05,0.999394469153369,1.78743794814186e-05,0.999394469153369,1.78743794814186e-05,0.999394469153369,1.78743794814186e-05,0.999394469153369
"Adprhl2",-0.0135645315443402,0.711743306164316,0.0114558003222001,0.747682818102395,0.0114558003222001,0.747682818102395,0.0114558003222001,0.747682818102395,0.0114558003222001,0.747682818102395,0.0114558003222001,0.747682818102395,0.211097978781265,2.5752794715488e-05,-0.151293225983717,0.000253062910092952,-0.151293225983717,0.000253062910092952,-0.151293225983717,0.000253062910092952,-0.151293225983717,0.000253062910092952,-0.151293225983717,0.000253062910092952,-2.91531388354235e-06,0.999394469153369,4.83820226864331e-05,0.999394469153369,4.83820226864331e-05,0.999394469153369,4.83820226864331e-05,0.999394469153369,4.83820226864331e-05,0.999394469153369,4.83820226864331e-05,0.999394469153369
"Adra1b",-0.00816895472468764,0.746948006249971,-0.0115395853369967,0.751810746568443,-0.0115395853369967,0.751810746568443,-0.0115395853369967,0.751810746568443,-0.0115395853369967,0.751810746568443,-0.0115395853369967,0.751810746568443,-0.0165422112380773,0.825346448746636,-0.095543520115462,0.0182527180816472,-0.095543520115462,0.0182527180816472,-0.095543520115462,0.0182527180816472,-0.095543520115462,0.0182527180816472,-0.095543520115462,0.0182527180816472,-3.89645599427093e-05,0.999394469153369,1.44075163740355e-05,0.999394469153369,1.44075163740355e-05,0.999394469153369,1.44075163740355e-05,0.999394469153369,1.44075163740355e-05,0.999394469153369,1.44075163740355e-05,0.999394469153369
"Adrm1",-0.0075172096736081,0.787294890797062,0.00483943050218399,0.818296487398267,0.00483943050218399,0.818296487398267,0.00483943050218399,0.818296487398267,0.00483943050218399,0.818296487398267,0.00483943050218399,0.818296487398267,0.214969297557035,4.97711935399232e-05,0.091207192489345,0.177819946739321,0.091207192489345,0.177819946739321,0.091207192489345,0.177819946739321,0.091207192489345,0.177819946739321,0.091207192489345,0.177819946739321,-3.0567273248213e-05,0.999394469153369,-5.9132154469353e-06,0.999394469153369,-5.9132154469353e-06,0.999394469153369,-5.9132154469353e-06,0.999394469153369,-5.9132154469353e-06,0.999394469153369,-5.9132154469353e-06,0.999394469153369
"Adss",-0.0064873343965853,0.867627393177108,0.00276794823447022,0.917233195072499,0.00276794823447022,0.917233195072499,0.00276794823447022,0.917233195072499,0.00276794823447022,0.917233195072499,0.00276794823447022,0.917233195072499,-0.162424279272827,1.56181478236533e-06,-0.116845335201735,0.0537628875687683,-0.116845335201735,0.0537628875687683,-0.116845335201735,0.0537628875687683,-0.116845335201735,0.0537628875687683,-0.116845335201735,0.0537628875687683,3.72833103006688e-05,0.999394469153369,2.5551828502179e-05,0.999394469153369,2.5551828502179e-05,0.999394469153369,2.5551828502179e-05,0.999394469153369,2.5551828502179e-05,0.999394469153369,2.5551828502179e-05,0.999394469153369
"Afap1l1",-0.00298271921268192,0.928987969766823,0.0191190540427737,0.711743306164316,0.0191190540427737,0.711743306164316,0.0191190540427737,0.711743306164316,0.0191190540427737,0.711743306164316,0.0191190540427737,0.711743306164316,0.0484799773876607,0.384588358265461,0.0355883250453231,0.316805181477653,0.0355883250453231,0.316805181477653,0.0355883250453231,0.316805181477653,0.0355883250453231,0.316805181477653,0.0355883250453231,0.316805181477653,-1.53529678331748e-05,0.999394469153369,-6.10680270332709e-05,0.999394469153369,-6.10680270332709e-05,0.999394469153369,-6.10680270332709e-05,0.999394469153369,-6.10680270332709e-05,0.999394469153369,-6.10680270332709e-05,0.999394469153369
"Afg3l2",-0.00788151837939555,0.843139636660727,0.0116526756377591,0.735136865648075,0.0116526756377591,0.735136865648075,0.0116526756377591,0.735136865648075,0.0116526756377591,0.735136865648075,0.0116526756377591,0.735136865648075,0.111416460218127,0.000129070805128385,-0.0292123617634366,0.603417771522807,-0.0292123617634366,0.603417771522807,-0.0292123617634366,0.603417771522807,-0.0292123617634366,0.603417771522807,-0.0292123617634366,0.603417771522807,-0.000105885349363543,0.999394469153369,2.30345812321789e-05,0.999394469153369,2.30345812321789e-05,0.999394469153369,2.30345812321789e-05,0.999394469153369,2.30345812321789e-05,0.999394469153369,2.30345812321789e-05,0.999394469153369
"Aftph",-0.00288671794613185,0.949260565418284,-0.000815945595979696,0.974258987779773,-0.000815945595979696,0.974258987779773,-0.000815945595979696,0.974258987779773,-0.000815945595979696,0.974258987779773,-0.000815945595979696,0.974258987779773,-0.0926432254473153,0.00539751531999988,0.408709835232733,1.7825308492221e-08,0.408709835232733,1.7825308492221e-08,0.408709835232733,1.7825308492221e-08,0.408709835232733,1.7825308492221e-08,0.408709835232733,1.7825308492221e-08,7.51006154927498e-06,0.999394469153369,5.58109393978859e-06,0.999394469153369,5.58109393978859e-06,0.999394469153369,5.58109393978859e-06,0.999394469153369,5.58109393978859e-06,0.999394469153369,5.58109393978859e-06,0.999394469153369
"Agfg2",-0.00359742301486337,0.922052257995097,-0.000485390444796635,0.976658135825795,-0.000485390444796635,0.976658135825795,-0.000485390444796635,0.976658135825795,-0.000485390444796635,0.976658135825795,-0.000485390444796635,0.976658135825795,0.0394500864353739,0.423080534986389,-0.0381442190217148,0.63756545929392,-0.0381442190217148,0.63756545929392,-0.0381442190217148,0.63756545929392,-0.0381442190217148,0.63756545929392,-0.0381442190217148,0.63756545929392,-1.15227865848049e-05,0.999394469153369,2.81416088435679e-05,0.999394469153369,2.81416088435679e-05,0.999394469153369,2.81416088435679e-05,0.999394469153369,2.81416088435679e-05,0.999394469153369,2.81416088435679e-05,0.999394469153369
"Agpat1",-0.00448000618377228,0.893744511996111,0.00671653221098056,0.769735662171486,0.00671653221098056,0.769735662171486,0.00671653221098056,0.769735662171486,0.00671653221098056,0.769735662171486,0.00671653221098056,0.769735662171486,0.0712326575516684,0.160235911570943,0.183799832054094,0.00281244702419625,0.183799832054094,0.00281244702419625,0.183799832054094,0.00281244702419625,0.183799832054094,0.00281244702419625,0.183799832054094,0.00281244702419625,-2.04775637821828e-05,0.999394469153369,-1.03951879630446e-05,0.999394469153369,-1.03951879630446e-05,0.999394469153369,-1.03951879630446e-05,0.999394469153369,-1.03951879630446e-05,0.999394469153369,-1.03951879630446e-05,0.999394469153369
"Agpat3",0.00159373253556631,0.973659050695804,-0.0039906908099091,0.810337752265416,-0.0039906908099091,0.810337752265416,-0.0039906908099091,0.810337752265416,-0.0039906908099091,0.810337752265416,-0.0039906908099091,0.810337752265416,0.0130674760923215,0.718272663272635,0.298851959140672,0.000384070102871815,0.298851959140672,0.000384070102871815,0.298851959140672,0.000384070102871815,0.298851959140672,0.000384070102871815,0.298851959140672,0.000384070102871815,-6.66625509980069e-05,0.999394469153369,-2.43205874969144e-05,0.999394469153369,-2.43205874969144e-05,0.999394469153369,-2.43205874969144e-05,0.999394469153369,-2.43205874969144e-05,0.999394469153369,-2.43205874969144e-05,0.999394469153369
"Agpat5",0.00460406813775521,0.913283977268291,0.010499946524864,0.711743306164316,0.010499946524864,0.711743306164316,0.010499946524864,0.711743306164316,0.010499946524864,0.711743306164316,0.010499946524864,0.711743306164316,-0.103720339246335,0.00166958451074129,0.134920006364078,0.0503442327373557,0.134920006364078,0.0503442327373557,0.134920006364078,0.0503442327373557,0.134920006364078,0.0503442327373557,0.134920006364078,0.0503442327373557,0.000101711218292534,0.999394469153369,2.9202227372665e-05,0.999394469153369,2.9202227372665e-05,0.999394469153369,2.9202227372665e-05,0.999394469153369,2.9202227372665e-05,0.999394469153369,2.9202227372665e-05,0.999394469153369
"Agps",0.00235850062154849,0.953875946203019,0.00581800604966569,0.864642375175141,0.00581800604966569,0.864642375175141,0.00581800604966569,0.864642375175141,0.00581800604966569,0.864642375175141,0.00581800604966569,0.864642375175141,-0.150072023064961,5.10001972417786e-05,0.230549889433154,4.31266257579137e-08,0.230549889433154,4.31266257579137e-08,0.230549889433154,4.31266257579137e-08,0.230549889433154,4.31266257579137e-08,0.230549889433154,4.31266257579137e-08,4.41100053634984e-05,0.999394469153369,-8.01626593655945e-05,0.999394469153369,-8.01626593655945e-05,0.999394469153369,-8.01626593655945e-05,0.999394469153369,-8.01626593655945e-05,0.999394469153369,-8.01626593655945e-05,0.999394469153369
"Ahcyl1",0.00248994055172625,0.955385453969866,0.000725557459261207,0.98200578639576,0.000725557459261207,0.98200578639576,0.000725557459261207,0.98200578639576,0.000725557459261207,0.98200578639576,0.000725557459261207,0.98200578639576,-0.093177692758401,0.00015412751589768,-0.15732158514267,0.00354779437174078,-0.15732158514267,0.00354779437174078,-0.15732158514267,0.00354779437174078,-0.15732158514267,0.00354779437174078,-0.15732158514267,0.00354779437174078,6.69096998788816e-05,0.999394469153369,-2.55013802902106e-06,0.999394469153369,-2.55013802902106e-06,0.999394469153369,-2.55013802902106e-06,0.999394469153369,-2.55013802902106e-06,0.999394469153369,-2.55013802902106e-06,0.999394469153369
"Ahsa2",0.00447112779901365,0.875542255184526,0.00729392736161823,0.711743306164316,0.00729392736161823,0.711743306164316,0.00729392736161823,0.711743306164316,0.00729392736161823,0.711743306164316,0.00729392736161823,0.711743306164316,0.555069556219651,7.14093431450005e-22,0.267893817450383,0.00155210002351462,0.267893817450383,0.00155210002351462,0.267893817450383,0.00155210002351462,0.267893817450383,0.00155210002351462,0.267893817450383,0.00155210002351462,4.47378231676064e-05,0.999394469153369,-1.04294830552858e-06,0.999394469153369,-1.04294830552858e-06,0.999394469153369,-1.04294830552858e-06,0.999394469153369,-1.04294830552858e-06,0.999394469153369,-1.04294830552858e-06,0.999394469153369
"Aida",-0.00389560549542125,0.926515891795428,0.00708241339859965,0.829506564664851,0.00708241339859965,0.829506564664851,0.00708241339859965,0.829506564664851,0.00708241339859965,0.829506564664851,0.00708241339859965,0.829506564664851,-0.0531863149639904,0.164514669451813,-0.0260314166365186,0.638163449768408,-0.0260314166365186,0.638163449768408,-0.0260314166365186,0.638163449768408,-0.0260314166365186,0.638163449768408,-0.0260314166365186,0.638163449768408,9.25459185696614e-05,0.999394469153369,-1.14344993711026e-05,0.999394469153369,-1.14344993711026e-05,0.999394469153369,-1.14344993711026e-05,0.999394469153369,-1.14344993711026e-05,0.999394469153369,-1.14344993711026e-05,0.999394469153369
"Aifm3",-3.8864337035213e-05,0.999276477269595,-0.00280674990662338,0.872361844422265,-0.00280674990662338,0.872361844422265,-0.00280674990662338,0.872361844422265,-0.00280674990662338,0.872361844422265,-0.00280674990662338,0.872361844422265,0.106514924027636,0.058389470112723,-0.0831099518572548,0.254039107723586,-0.0831099518572548,0.254039107723586,-0.0831099518572548,0.254039107723586,-0.0831099518572548,0.254039107723586,-0.0831099518572548,0.254039107723586,-3.01080482036793e-05,0.999394469153369,-5.47614097169433e-06,0.999394469153369,-5.47614097169433e-06,0.999394469153369,-5.47614097169433e-06,0.999394469153369,-5.47614097169433e-06,0.999394469153369,-5.47614097169433e-06,0.999394469153369
"Aim2",0.00211073675389692,0.918607051019287,-0.0137991647010462,0.725193252684181,-0.0137991647010462,0.725193252684181,-0.0137991647010462,0.725193252684181,-0.0137991647010462,0.725193252684181,-0.0137991647010462,0.725193252684181,0.0276224433003372,0.731980518119759,0.00194450831017773,0.972522252312932,0.00194450831017773,0.972522252312932,0.00194450831017773,0.972522252312932,0.00194450831017773,0.972522252312932,0.00194450831017773,0.972522252312932,9.1657521896188e-06,0.999394469153369,1.22642532305519e-05,0.999394469153369,1.22642532305519e-05,0.999394469153369,1.22642532305519e-05,0.999394469153369,1.22642532305519e-05,0.999394469153369,1.22642532305519e-05,0.999394469153369
"Ajm1",0.00477967083553918,0.84762200235178,0.00546939272178712,0.857445060552241,0.00546939272178712,0.857445060552241,0.00546939272178712,0.857445060552241,0.00546939272178712,0.857445060552241,0.00546939272178712,0.857445060552241,0.0659921116565179,0.301598962566892,0.0906318847444058,0.0816981091936978,0.0906318847444058,0.0816981091936978,0.0906318847444058,0.0816981091936978,0.0906318847444058,0.0816981091936978,0.0906318847444058,0.0816981091936978,-2.94436865929727e-05,0.999394469153369,-4.84427293942154e-05,0.999394469153369,-4.84427293942154e-05,0.999394469153369,-4.84427293942154e-05,0.999394469153369,-4.84427293942154e-05,0.999394469153369,-4.84427293942154e-05,0.999394469153369
"Ak2",-0.00864023438885165,0.800408049550236,0.00754310434973578,0.841756658262086,0.00754310434973578,0.841756658262086,0.00754310434973578,0.841756658262086,0.00754310434973578,0.841756658262086,0.00754310434973578,0.841756658262086,0.0234870615572431,0.649709805312447,-0.163656919225181,1.6695640482436e-06,-0.163656919225181,1.6695640482436e-06,-0.163656919225181,1.6695640482436e-06,-0.163656919225181,1.6695640482436e-06,-0.163656919225181,1.6695640482436e-06,-1.7795916942728e-05,0.999394469153369,-4.03198822779362e-06,0.999394469153369,-4.03198822779362e-06,0.999394469153369,-4.03198822779362e-06,0.999394469153369,-4.03198822779362e-06,0.999394469153369,-4.03198822779362e-06,0.999394469153369
"Ak5",-0.00970736001153505,0.767630746439269,-0.00707018994257776,0.848282628724639,-0.00707018994257776,0.848282628724639,-0.00707018994257776,0.848282628724639,-0.00707018994257776,0.848282628724639,-0.00707018994257776,0.848282628724639,-0.0123362974099745,0.834861546607553,-0.116401395347115,0.00165262288979745,-0.116401395347115,0.00165262288979745,-0.116401395347115,0.00165262288979745,-0.116401395347115,0.00165262288979745,-0.116401395347115,0.00165262288979745,-7.18687487998806e-05,0.999394469153369,8.01964869613229e-05,0.999394469153369,8.01964869613229e-05,0.999394469153369,8.01964869613229e-05,0.999394469153369,8.01964869613229e-05,0.999394469153369,8.01964869613229e-05,0.999394469153369
"Ak8",-0.00242875856265251,0.857398133588876,-0.00456369225763194,0.80632653513465,-0.00456369225763194,0.80632653513465,-0.00456369225763194,0.80632653513465,-0.00456369225763194,0.80632653513465,-0.00456369225763194,0.80632653513465,0.0471200080264782,0.550997638572485,-0.0468234921338083,0.541636083813036,-0.0468234921338083,0.541636083813036,-0.0468234921338083,0.541636083813036,-0.0468234921338083,0.541636083813036,-0.0468234921338083,0.541636083813036,-4.14821004744792e-06,0.999394469153369,-1.3038038307486e-05,0.999394469153369,-1.3038038307486e-05,0.999394469153369,-1.3038038307486e-05,0.999394469153369,-1.3038038307486e-05,0.999394469153369,-1.3038038307486e-05,0.999394469153369
"Akap5",0.00594068876930365,0.821366064280071,0.00556854230118092,0.744303296491074,0.00556854230118092,0.744303296491074,0.00556854230118092,0.744303296491074,0.00556854230118092,0.744303296491074,0.00556854230118092,0.744303296491074,0.0719322184407729,0.238804140284017,1.76674715482052,4.26072445863787e-73,1.76674715482052,4.26072445863787e-73,1.76674715482052,4.26072445863787e-73,1.76674715482052,4.26072445863787e-73,1.76674715482052,4.26072445863787e-73,-9.56572797192681e-06,0.999394469153369,-1.8236848293842e-06,0.999394469153369,-1.8236848293842e-06,0.999394469153369,-1.8236848293842e-06,0.999394469153369,-1.8236848293842e-06,0.999394469153369,-1.8236848293842e-06,0.999394469153369
"Akap8l",0.00061310985533691,0.985254179852344,-0.000743020404967966,0.977011181454477,-0.000743020404967966,0.977011181454477,-0.000743020404967966,0.977011181454477,-0.000743020404967966,0.977011181454477,-0.000743020404967966,0.977011181454477,0.151410378101823,0.00446428957458356,1.99688582175967,3.41363796636979e-165,1.99688582175967,3.41363796636979e-165,1.99688582175967,3.41363796636979e-165,1.99688582175967,3.41363796636979e-165,1.99688582175967,3.41363796636979e-165,-4.0937743891177e-05,0.999394469153369,4.40078223964784e-06,0.999394469153369,4.40078223964784e-06,0.999394469153369,4.40078223964784e-06,0.999394469153369,4.40078223964784e-06,0.999394469153369,4.40078223964784e-06,0.999394469153369
"Akr1e1",-0.0169384043653954,0.711743306164316,-0.00837437635492508,0.785181456393795,-0.00837437635492508,0.785181456393795,-0.00837437635492508,0.785181456393795,-0.00837437635492508,0.785181456393795,-0.00837437635492508,0.785181456393795,-0.157253550012143,0.000639305643032107,-0.170218247603337,0.00038609507865915,-0.170218247603337,0.00038609507865915,-0.170218247603337,0.00038609507865915,-0.170218247603337,0.00038609507865915,-0.170218247603337,0.00038609507865915,-1.07351223534163e-05,0.999394469153369,-6.31062567623297e-05,0.999394469153369,-6.31062567623297e-05,0.999394469153369,-6.31062567623297e-05,0.999394469153369,-6.31062567623297e-05,0.999394469153369,-6.31062567623297e-05,0.999394469153369
"Akt2",-0.00187995713043278,0.958358881263749,0.00756909140455156,0.83204381035265,0.00756909140455156,0.83204381035265,0.00756909140455156,0.83204381035265,0.00756909140455156,0.83204381035265,0.00756909140455156,0.83204381035265,-0.0176934073267628,0.760298785007143,0.0292850250838765,0.534773630718217,0.0292850250838765,0.534773630718217,0.0292850250838765,0.534773630718217,0.0292850250838765,0.534773630718217,0.0292850250838765,0.534773630718217,-1.78815126858635e-05,0.999394469153369,-5.34527621575252e-05,0.999394469153369,-5.34527621575252e-05,0.999394469153369,-5.34527621575252e-05,0.999394469153369,-5.34527621575252e-05,0.999394469153369,-5.34527621575252e-05,0.999394469153369
"Aldh1l1",-0.0094454034273134,0.762577489763818,-0.00859867792720175,0.793346160681195,-0.00859867792720175,0.793346160681195,-0.00859867792720175,0.793346160681195,-0.00859867792720175,0.793346160681195,-0.00859867792720175,0.793346160681195,0.0511044707175722,0.342335855533685,0.205857388808265,2.91463426019476e-06,0.205857388808265,2.91463426019476e-06,0.205857388808265,2.91463426019476e-06,0.205857388808265,2.91463426019476e-06,0.205857388808265,2.91463426019476e-06,-6.21766623618805e-05,0.999394469153369,-3.01538785485263e-05,0.999394469153369,-3.01538785485263e-05,0.999394469153369,-3.01538785485263e-05,0.999394469153369,-3.01538785485263e-05,0.999394469153369,-3.01538785485263e-05,0.999394469153369
