"","Q202M.log2FoldChange","Q202M.padj","Q802M.log2FoldChange","Q802M.padj","Q922M.log2FoldChange","Q922M.padj","Q1112M.log2FoldChange","Q1112M.padj","Q1402M.log2FoldChange","Q1402M.padj","Q1752M.log2FoldChange","Q1752M.padj","Q206m.log2FoldChange","Q206m.padj","Q806m.log2FoldChange","Q806m.padj","Q926m.log2FoldChange","Q926m.padj","Q1116m.log2FoldChange","Q1116m.padj","Q1406m.log2FoldChange","Q1406m.padj","Q1756m.log2FoldChange","Q1756m.padj","Q2010m.log2FoldChange","Q2010m.padj","Q8010m.log2FoldChange","Q8010m.padj","Q9210m.log2FoldChange","Q9210m.padj","Q11110m.log2FoldChange","Q11110m.padj","Q14010m.log2FoldChange","Q14010m.padj","Q17510m.log2FoldChange","Q17510m.padj"
"2810006K23Rik",-0.000487516839118303,0.987752370306697,-0.0010143128396708,0.978045221320478,-0.0010143128396708,0.978045221320478,-0.0010143128396708,0.978045221320478,-0.0010143128396708,0.978045221320478,-0.0010143128396708,0.978045221320478,-0.0115891457512781,0.87204318565013,0.00212291684358942,0.974103105815102,0.00212291684358942,0.974103105815102,0.00212291684358942,0.974103105815102,0.00212291684358942,0.974103105815102,0.00212291684358942,0.974103105815102,1.06022892470483e-05,0.999394469153369,2.98945961412709e-05,0.999394469153369,2.98945961412709e-05,0.999394469153369,2.98945961412709e-05,0.999394469153369,2.98945961412709e-05,0.999394469153369,2.98945961412709e-05,0.999394469153369
"2810039B14Rik",0.00329891856228315,0.860858376526017,-0.008241372841308,0.83204381035265,-0.008241372841308,0.83204381035265,-0.008241372841308,0.83204381035265,-0.008241372841308,0.83204381035265,-0.008241372841308,0.83204381035265,1.49192910565295,3.04255940965418e-81,-0.137152659287485,3.93413120299707e-05,-0.137152659287485,3.93413120299707e-05,-0.137152659287485,3.93413120299707e-05,-0.137152659287485,3.93413120299707e-05,-0.137152659287485,3.93413120299707e-05,-4.7111736888419e-06,0.999394469153369,4.57704050595082e-05,0.999394469153369,4.57704050595082e-05,0.999394469153369,4.57704050595082e-05,0.999394469153369,4.57704050595082e-05,0.999394469153369,4.57704050595082e-05,0.999394469153369
"2900026A02Rik",0.0070406740045876,0.747682818102395,-0.00259793764520218,0.952607822414902,-0.00259793764520218,0.952607822414902,-0.00259793764520218,0.952607822414902,-0.00259793764520218,0.952607822414902,-0.00259793764520218,0.952607822414902,0.0346532670425014,0.648230557400059,-0.117053993071411,0.000956977489758203,-0.117053993071411,0.000956977489758203,-0.117053993071411,0.000956977489758203,-0.117053993071411,0.000956977489758203,-0.117053993071411,0.000956977489758203,-8.84579102354911e-06,0.999394469153369,3.8129153141237e-05,0.999394469153369,3.8129153141237e-05,0.999394469153369,3.8129153141237e-05,0.999394469153369,3.8129153141237e-05,0.999394469153369,3.8129153141237e-05,0.999394469153369
"4430402I18Rik",-0.000345859447589766,0.985353233670074,0.00231229077988942,0.957229671786437,0.00231229077988942,0.957229671786437,0.00231229077988942,0.957229671786437,0.00231229077988942,0.957229671786437,0.00231229077988942,0.957229671786437,0.720012396948708,1.23622746294113e-11,-0.127946256462078,8.3184715403566e-05,-0.127946256462078,8.3184715403566e-05,-0.127946256462078,8.3184715403566e-05,-0.127946256462078,8.3184715403566e-05,-0.127946256462078,8.3184715403566e-05,6.79337019997501e-06,0.999394469153369,0.000116893734477039,0.999394469153369,0.000116893734477039,0.999394469153369,0.000116893734477039,0.999394469153369,0.000116893734477039,0.999394469153369,0.000116893734477039,0.999394469153369
"4930431P19Rik",-0.00224656144163813,0.885093610085352,0.00242788765168144,0.875706110106376,0.00242788765168144,0.875706110106376,0.00242788765168144,0.875706110106376,0.00242788765168144,0.875706110106376,0.00242788765168144,0.875706110106376,0.380008851416286,0.000102533493360436,0.0584662337908099,0.44756146727513,0.0584662337908099,0.44756146727513,0.0584662337908099,0.44756146727513,0.0584662337908099,0.44756146727513,0.0584662337908099,0.44756146727513,1.51858659571848e-05,0.999394469153369,2.72969728312505e-06,0.999394469153369,2.72969728312505e-06,0.999394469153369,2.72969728312505e-06,0.999394469153369,2.72969728312505e-06,0.999394469153369,2.72969728312505e-06,0.999394469153369
"4931428F04Rik",0.00674813702983344,0.858074368587003,-0.00816895472468764,0.746948006249971,-0.00816895472468764,0.746948006249971,-0.00816895472468764,0.746948006249971,-0.00816895472468764,0.746948006249971,-0.00816895472468764,0.746948006249971,-0.115840039226617,0.00114341765319351,-0.0165422112380773,0.825346448746636,-0.0165422112380773,0.825346448746636,-0.0165422112380773,0.825346448746636,-0.0165422112380773,0.825346448746636,-0.0165422112380773,0.825346448746636,-4.85515707982041e-05,0.999394469153369,-3.89645599427093e-05,0.999394469153369,-3.89645599427093e-05,0.999394469153369,-3.89645599427093e-05,0.999394469153369,-3.89645599427093e-05,0.999394469153369,-3.89645599427093e-05,0.999394469153369
"4933427D14Rik",0.0106134884655263,0.746948006249971,-0.00788151837939555,0.843139636660727,-0.00788151837939555,0.843139636660727,-0.00788151837939555,0.843139636660727,-0.00788151837939555,0.843139636660727,-0.00788151837939555,0.843139636660727,-0.00698420708439007,0.912877869892235,0.111416460218127,0.000129070805128385,0.111416460218127,0.000129070805128385,0.111416460218127,0.000129070805128385,0.111416460218127,0.000129070805128385,0.111416460218127,0.000129070805128385,-1.89091314532036e-05,0.999394469153369,-0.000105885349363543,0.999394469153369,-0.000105885349363543,0.999394469153369,-0.000105885349363543,0.999394469153369,-0.000105885349363543,0.999394469153369,-0.000105885349363543,0.999394469153369
"4933427I04Rik",0.000253450472655261,0.98868147215311,-0.00288671794613185,0.949260565418284,-0.00288671794613185,0.949260565418284,-0.00288671794613185,0.949260565418284,-0.00288671794613185,0.949260565418284,-0.00288671794613185,0.949260565418284,1.48263730048912,9.92919383429854e-51,-0.0926432254473153,0.00539751531999988,-0.0926432254473153,0.00539751531999988,-0.0926432254473153,0.00539751531999988,-0.0926432254473153,0.00539751531999988,-0.0926432254473153,0.00539751531999988,-2.58573937551723e-05,0.999394469153369,7.51006154927498e-06,0.999394469153369,7.51006154927498e-06,0.999394469153369,7.51006154927498e-06,0.999394469153369,7.51006154927498e-06,0.999394469153369,7.51006154927498e-06,0.999394469153369
"5330417C22Rik",0.00421680199935846,0.904819686118934,0.00159373253556631,0.973659050695804,0.00159373253556631,0.973659050695804,0.00159373253556631,0.973659050695804,0.00159373253556631,0.973659050695804,0.00159373253556631,0.973659050695804,-0.109175163084993,0.0159262638961528,0.0130674760923215,0.718272663272635,0.0130674760923215,0.718272663272635,0.0130674760923215,0.718272663272635,0.0130674760923215,0.718272663272635,0.0130674760923215,0.718272663272635,-2.47298873237283e-05,0.999394469153369,-6.66625509980069e-05,0.999394469153369,-6.66625509980069e-05,0.999394469153369,-6.66625509980069e-05,0.999394469153369,-6.66625509980069e-05,0.999394469153369,-6.66625509980069e-05,0.999394469153369
"5830417I10Rik",0.00425477576942441,0.765608432166875,-3.8864337035213e-05,0.999276477269595,-3.8864337035213e-05,0.999276477269595,-3.8864337035213e-05,0.999276477269595,-3.8864337035213e-05,0.999276477269595,-3.8864337035213e-05,0.999276477269595,1.24585242136293,1.2812134312863e-23,0.106514924027636,0.058389470112723,0.106514924027636,0.058389470112723,0.106514924027636,0.058389470112723,0.106514924027636,0.058389470112723,0.106514924027636,0.058389470112723,-2.11328684975707e-06,0.999394469153369,-3.01080482036793e-05,0.999394469153369,-3.01080482036793e-05,0.999394469153369,-3.01080482036793e-05,0.999394469153369,-3.01080482036793e-05,0.999394469153369,-3.01080482036793e-05,0.999394469153369
"6330403K07Rik",-0.0101880538645888,0.735923925158817,0.00477967083553918,0.84762200235178,0.00477967083553918,0.84762200235178,0.00477967083553918,0.84762200235178,0.00477967083553918,0.84762200235178,0.00477967083553918,0.84762200235178,0.0682902414833321,0.234494242840816,0.0659921116565179,0.301598962566892,0.0659921116565179,0.301598962566892,0.0659921116565179,0.301598962566892,0.0659921116565179,0.301598962566892,0.0659921116565179,0.301598962566892,9.94652606207339e-06,0.999394469153369,-2.94436865929727e-05,0.999394469153369,-2.94436865929727e-05,0.999394469153369,-2.94436865929727e-05,0.999394469153369,-2.94436865929727e-05,0.999394469153369,-2.94436865929727e-05,0.999394469153369
"6430548M08Rik",0.00665089709682622,0.85586851214293,-0.00970736001153505,0.767630746439269,-0.00970736001153505,0.767630746439269,-0.00970736001153505,0.767630746439269,-0.00970736001153505,0.767630746439269,-0.00970736001153505,0.767630746439269,0.0753162969143289,0.0646498018936041,-0.0123362974099745,0.834861546607553,-0.0123362974099745,0.834861546607553,-0.0123362974099745,0.834861546607553,-0.0123362974099745,0.834861546607553,-0.0123362974099745,0.834861546607553,-3.10088222220201e-05,0.999394469153369,-7.18687487998806e-05,0.999394469153369,-7.18687487998806e-05,0.999394469153369,-7.18687487998806e-05,0.999394469153369,-7.18687487998806e-05,0.999394469153369,-7.18687487998806e-05,0.999394469153369
"8030462N17Rik",0.0133314772620071,0.729039410957118,-0.0094454034273134,0.762577489763818,-0.0094454034273134,0.762577489763818,-0.0094454034273134,0.762577489763818,-0.0094454034273134,0.762577489763818,-0.0094454034273134,0.762577489763818,-0.127278483070724,0.00165712892463744,0.0511044707175722,0.342335855533685,0.0511044707175722,0.342335855533685,0.0511044707175722,0.342335855533685,0.0511044707175722,0.342335855533685,0.0511044707175722,0.342335855533685,1.02160428454775e-05,0.999394469153369,-6.21766623618805e-05,0.999394469153369,-6.21766623618805e-05,0.999394469153369,-6.21766623618805e-05,0.999394469153369,-6.21766623618805e-05,0.999394469153369,-6.21766623618805e-05,0.999394469153369
"9030025P20Rik",-0.00138659662376272,0.957491942321023,0.00899693616488845,0.813334064219358,0.00899693616488845,0.813334064219358,0.00899693616488845,0.813334064219358,0.00899693616488845,0.813334064219358,0.00899693616488845,0.813334064219358,0.677446549618488,1.34318822652855e-21,-0.148005528038884,3.15572809502174e-05,-0.148005528038884,3.15572809502174e-05,-0.148005528038884,3.15572809502174e-05,-0.148005528038884,3.15572809502174e-05,-0.148005528038884,3.15572809502174e-05,-1.97700911231069e-06,0.999394469153369,6.40622192561561e-06,0.999394469153369,6.40622192561561e-06,0.999394469153369,6.40622192561561e-06,0.999394469153369,6.40622192561561e-06,0.999394469153369,6.40622192561561e-06,0.999394469153369
"9330182L06Rik",0.00363048035934497,0.916441291345343,-0.0016787604760017,0.970798865743402,-0.0016787604760017,0.970798865743402,-0.0016787604760017,0.970798865743402,-0.0016787604760017,0.970798865743402,-0.0016787604760017,0.970798865743402,0.503389072929893,1.15813466885026e-26,-0.14254822705196,8.34982036889104e-06,-0.14254822705196,8.34982036889104e-06,-0.14254822705196,8.34982036889104e-06,-0.14254822705196,8.34982036889104e-06,-0.14254822705196,8.34982036889104e-06,-2.10590855126111e-06,0.999394469153369,6.17862448619801e-05,0.999394469153369,6.17862448619801e-05,0.999394469153369,6.17862448619801e-05,0.999394469153369,6.17862448619801e-05,0.999394469153369,6.17862448619801e-05,0.999394469153369
"9930104L06Rik",-0.0125356385092409,0.742059247336716,0.000388390148098634,0.989113974606866,0.000388390148098634,0.989113974606866,0.000388390148098634,0.989113974606866,0.000388390148098634,0.989113974606866,0.000388390148098634,0.989113974606866,-0.011818358221659,0.803579317676003,-0.0444633960245305,0.515359962829236,-0.0444633960245305,0.515359962829236,-0.0444633960245305,0.515359962829236,-0.0444633960245305,0.515359962829236,-0.0444633960245305,0.515359962829236,2.42928918346606e-05,0.999394469153369,-6.69310360332632e-07,0.999394469153369,-6.69310360332632e-07,0.999394469153369,-6.69310360332632e-07,0.999394469153369,-6.69310360332632e-07,0.999394469153369,-6.69310360332632e-07,0.999394469153369
"A2m",0.0012407548392273,0.84923147537942,-0.0131111402405382,0.729039410957118,-0.0131111402405382,0.729039410957118,-0.0131111402405382,0.729039410957118,-0.0131111402405382,0.729039410957118,-0.0131111402405382,0.729039410957118,0.0611714884624562,0.323749882271803,-0.0473881268404545,0.297160837887412,-0.0473881268404545,0.297160837887412,-0.0473881268404545,0.297160837887412,-0.0473881268404545,0.297160837887412,-0.0473881268404545,0.297160837887412,1.63614752835136e-05,0.999394469153369,-6.97268416021367e-05,0.999394469153369,-6.97268416021367e-05,0.999394469153369,-6.97268416021367e-05,0.999394469153369,-6.97268416021367e-05,0.999394469153369,-6.97268416021367e-05,0.999394469153369
