"","Anln","Asrgl1","Atraid","Bhlhe41","Car2","Cd209c","Chdh","Cldn14","Fads1","Gdf10","Gm21168","Gm5067","Gm6089","Hey1","Il17rb","Il33","Nrf1","Nudt4","P4ha3","Plpp3","Plxnb3","Rrs1","Slc45a3","Teddm2","Tlcd1","Tmc3","Tmem40","Wnt10b","mmu-miR-135b-5p","mmu-miR-212-3p","mmu-miR-221-3p","Samples"
"female_Q111_10m_3R",2056.69618719333,6663.52809488216,1387.32744846931,1672.16520962846,5297.14459943927,214.466078990424,294.053100490777,14.2418880579579,7532.28326641759,166.713866090213,20.9439530264086,54.4542778686624,61.9941009581695,1429.21535452212,71.2094402897893,2223.41005328354,666.85546436085,7828.84964127154,111.421830100494,7821.30981818203,1399.0560621641,745.604727740146,39.3746316896482,121.47492755317,748.955760224372,95.5044258004232,51.9410035054933,98.0177001635923,248.012217326208,1318.33444599995,7838.76912421452,"HD"
"female_Q111_10m_4R",1747.68251846715,6618.14131609722,1566.30237979187,1608.29679613541,5570.06790394897,235.88353009986,287.706426864223,13.4024733011284,7731.44009831095,215.33307103813,19.656960841655,49.1424021041376,62.544875405266,1653.86520535925,75.0538504863192,2153.3307103813,671.910661496572,7719.82462144997,100.965298868501,8268.43252857616,1347.39531587344,702.289600979129,34.8464305829339,118.835263270005,844.355817971091,67.9058647257173,47.3554056639871,86.6693273472971,223.687873138285,1319.4089392141,7347.62236414,"HD"
"male_Q111_10m_1R",1905.60823621719,6575.85738074722,1522.97762317584,1504.65446705837,6095.14399084176,233.889698675979,328.738977401722,16.1674906918879,7983.50690365427,211.255211707336,16.1674906918879,63.5921300547593,65.7477954803443,1483.09781280252,74.3704571826845,2166.44375271298,704.902594166314,7479.08119406736,107.783271279253,8443.74147201668,1355.913552693,766.339058795489,35.5684795221535,128.262092822311,791.129211189717,90.5379478745725,43.1133085117012,87.3044497361949,189.351822564176,1367.01117944713,8257.91905312255,"HD"
"male_Q111_10m_2R",1959.6412840421,6754.08410003523,1407.43310939341,1449.29726703826,5897.86239963229,257.165539818342,246.201117578026,8.97089092389567,7791.71715023249,195.366069009283,11.9611878985276,50.8350485687421,70.7703617329547,1536.01587930258,45.851220277689,2156.00411870959,728.63569615197,7637.21847320984,105.657159770327,8475.49839176498,1234.99265052297,745.580712341551,42.8609233030571,107.650691086748,750.564540632604,67.7800647583228,51.8318142269527,77.7477213404291,170.512913578039,1203.06333468949,7295.216074132,"HD"
"male_Q111_10m_3R",1427.67570933868,6553.69228143828,1634.91895746849,1571.84492542898,5949.98368906014,195.22914678895,242.284377040645,15.017626676073,7920.29630896093,198.232672124164,3.00352533521461,14.0164515643348,4.00470044695281,1836.15515492786,46.0540551399573,1997.34434791772,712.836679557601,7739.08361373631,87.1022347212237,8657.16119120024,1011.18686285559,710.834329334124,43.0505298047427,116.136312961632,847.995319642258,47.0552302516955,58.0681564808158,107.125736955988,221.085034085479,1334.80089329108,8289.76759056342,"HD"
"male_Q111_10m_4R",1203.76019154831,6293.79328594413,1413.4819671425,1383.52171348619,4929.53173552271,205.441739357578,218.281848067426,10.7000905915405,8223.01961959888,156.221322636491,6.42005435492431,29.9602536563134,40.6603442478539,1738.76472112533,38.5203261295459,1371.75161383549,700.855933745904,6919.74858554925,113.420960270329,7761.84571510349,934.117908641487,741.516277993758,35.3102989520837,119.841014625254,751.146359526144,31.0302627154675,32.1002717746215,105.930896856251,227.878288157479,1292.77105781647,7989.76336478299,"HD"
"female_Q140_6m_1R",1363.41248010041,6637.36914810113,1488.31137750914,1147.45825748404,5043.49805729816,240.128202760002,358.580705463762,15.3101874242954,8159.52409781135,246.574597464969,23.3681808055036,70.9103417546315,53.9885556540944,1519.73755169585,87.0263285170477,1625.29726498968,765.509371214772,5232.05510241844,132.151091451813,8747.75761463954,1274.77455290713,627.717684396113,37.8725688916782,124.093098070605,871.874883846719,308.621146500271,63.6581477115442,116.035104689397,208.634259189923,794.037445269884,6719.25040626371,"HD"
"female_Q140_6m_2R",1212.31786142074,7580.95303180961,1551.09490814571,1184.31975838562,4476.89667531586,294.913351969942,263.182168530138,13.0657814163898,8091.45177714999,214.652123269261,18.665402023414,56.9294761714128,91.4604699147288,1392.43899094669,59.7292864749249,1955.20086195262,713.018357294416,5094.72148229086,132.52435436624,9677.07767903901,1324.31027356123,685.953524360466,42.9304246538523,111.992412140484,747.549351037732,355.575908546038,42.9304246538523,108.259331735801,245.44628733233,821.443353584583,7770.41010147579,"HD"
"female_Q140_6m_3R",1414.28331281691,6877.69051359285,1422.59773558479,1085.86361348553,5022.74279407815,234.466722054302,299.31921964379,9.14586504467135,8376.78093864217,233.635279777514,14.9659609821895,49.05509433051,59.8638439287579,1431.74360062946,84.8071122324071,1751.01743491617,795.690258886407,5603.08950327638,133.862206562917,8864.00611284011,1430.91215835267,642.704879957359,44.8978829465684,118.896245580728,765.758336922028,294.33056598306,49.8865366072983,70.6725935270059,198.099456419993,848.997670371399,7406.86149393715,"HD"
"female_Q140_6m_4R",1304.81676175259,6716.56867436481,1390.85838370365,1255.14324804889,5131.45137099847,244.819460396816,328.200001256601,21.2886487301579,8137.58597710285,244.819460396816,23.0627027910044,50.560540734125,77.1713516468223,1468.91676238089,92.2508111640175,1751.87838508591,735.34540822087,5383.36704763868,143.698378928566,8951.87679103139,1427.226491951,659.061083604471,54.108648855818,108.217297711636,757.521083981452,305.137298465596,66.5270272817434,93.1378381944408,172.480590655454,901.988662608032,6304.02421092353,"HD"
"male_Q140_6m_1R",1333.13946189425,6957.07793747299,1534.8645120493,1083.66307136433,4980.75715624379,245.578321927888,300.151282356308,15.5922744081199,8777.47597462098,237.782184723828,21.4393773111648,47.7513403748671,86.7320263951668,1461.77572576124,76.0123377395844,1720.99728779623,754.276274492799,5330.60881327598,114.018506609377,9259.86196412219,1353.60432205491,692.881694010827,61.394580481972,115.967540910392,894.606744165878,322.56517681798,62.3690976324795,126.687229565974,209.679265446898,786.297245425869,6868.02378292243,"HD"
