"","Anln","Asrgl1","Atraid","Bhlhe41","Car2","Cd209c","Chdh","Cldn14","Fads1","Gdf10","Gm21168","Gm5067","Gm6089","Hey1","Il17rb","Il33","Nrf1","Nudt4","P4ha3","Plpp3","Plxnb3","Rrs1","Slc45a3","Teddm2","Tlcd1","Tmc3","Tmem40","Wnt10b","mmu-miR-135b-5p","mmu-miR-212-3p","mmu-miR-221-3p","Samples"
"female_Q175_10m_3R",2026.33271284597,6277.74779582945,1468.91988090187,1735.06166336698,4996.15517812191,198.749657291544,348.383019965062,45.6895763888606,6985.93622985679,211.31429079848,29.6982246527594,57.1119704860758,66.2498857638479,1401.5277557283,91.3791527777212,2042.32406458207,665.925575867643,8068.77919027279,111.939462152709,6826.02271249578,1444.93285329772,789.287432117567,59.3964493055188,137.068729166582,683.059167013466,138.210968576303,41.1206187499746,84.5257163193921,161.809169759321,1149.95149277671,6751.72963047014,"HD"
"female_Q175_10m_4R",1870.14851323315,6523.12280813358,1562.18992572469,1633.86028790848,4908.29996018017,208.291990096626,371.790003828386,43.6741269557441,7030.41459046568,172.456809004733,22.3969881824329,54.8726210469606,67.1909645472986,1316.94290512705,83.9887056841233,1946.29827305342,577.842295106768,7980.04688940083,132.142230276354,7398.8450460667,1469.2424247676,741.340308838528,38.0748799101359,132.142230276354,733.501362974677,117.584187957773,41.4344281375008,97.426898593583,149.248725958711,1095.82621609953,5608.34642042164,"HD"
"male_Q175_10m_1R",1716.20929894005,6762.24314016484,1540.90295151495,1480.14336519148,5597.85041209698,207.18022877512,331.687577798629,36.8541753109588,7853.92357640297,231.085639787633,17.9290582593854,43.8265868562753,61.7556451156606,1322.76607602576,66.735939076601,2015.02693659648,683.296331441019,7874.84081103892,92.633467673491,8453.55096930019,1429.34436678989,800.831268919212,49.8029396094037,126.499466607886,780.910093075451,155.38517158134,47.8108220250276,89.6452912969267,163.843186262204,1145.0716537096,6756.92961445582,"HD"
"male_Q175_10m_2R",1942.57513051792,6382.00682879489,1903.20560787276,1566.49258524965,5908.53651698332,185.451172460111,331.532822275059,24.8649616706294,7756.83200116677,205.135933782693,6.21624041765736,19.6847613225816,5.1802003480478,1386.22161313759,74.5948850118883,1924.96244933456,690.002686359967,8921.34103940792,117.07252786588,8118.40998546051,1311.6267281257,638.200682879489,69.4146846638405,119.144608005099,782.210252555217,111.892327517832,34.1893222971155,75.6309250814978,163.58790737696,1087.85958405678,6251.28880599136,"HD"
"male_Q175_10m_3R",2098.27777194775,6458.02100006397,1462.37221537151,1622.40142828474,5694.72376741866,233.726876754842,364.277024131421,34.7431843824765,7586.64808060988,200.036516141532,16.8451803066553,40.0073032283063,55.7996597657957,1425.5233834507,57.9053073041276,1974.04456718617,698.022158957029,8075.15830950288,160.029212913225,7664.55703952816,1482.37586698567,698.022158957029,58.9581310732935,121.074733454085,772.772646567812,111.599319531591,62.1166023807914,80.0146064566127,188.828962782526,1004.80932231788,5891.29275287564,"HD"
"male_Q175_10m_4R",1893.68065263599,6315.94946535154,1682.78094146779,1368.08765516968,5173.11595195314,184.399223900998,347.818895382121,28.7088612061434,7530.5551317653,193.232719656734,6.62512181680231,20.979552419874,9.93768272520347,1445.38074303237,66.2512181680231,1810.86662992597,693.429416825309,8015.29321136133,103.793575129903,8076.02349468202,1449.79749091024,627.178198657286,56.3135354428197,153.48198875592,726.55502590932,115.93963179404,44.1674787786821,94.9600793741665,159.753776038184,1211.53809611661,6300.34351337617,"HD"
"female_Q20_6m_1R",1038.03603759771,6885.39665919671,1637.04282286644,1460.70395133058,5293.80199909724,219.060144536819,216.333254770801,16.361338596111,8071.59370741475,205.425695706727,7.27170604271599,22.7240813834875,8.18066929805549,1608.86496195091,69.0812074058019,2103.3409728556,680.813478249285,5206.54152658465,94.5321785553079,9082.36084735228,1044.39878038508,603.551601545428,19.997191617469,103.621811108703,881.694357679314,280.869645899905,90.8963255339499,152.705826897036,246.35164256636,774.396513552482,6692.03322718239,"WT"
"female_Q20_6m_2R",962.234555796668,6795.88470581952,1737.13871350942,1513.49757747092,5281.56188430418,224.466380082928,240.971260971378,14.8543927996055,8585.01379412756,212.08771941659,13.2039047107604,23.1068332438308,7.42719639980275,1466.45866693883,55.2913509763094,2137.38207505435,679.17584855974,5364.08628874643,111.407945997041,9224.57792855502,1172.67178712441,621.408765450164,28.8835415547885,85.0001365755204,932.525770197456,305.340296436335,68.4952556870698,108.106969819351,228.75645977076,783.756309425558,7006.51114546814,"WT"
"female_Q20_6m_3R",1155.36400184608,7131.13294662342,1470.21438149607,1589.76626478346,5315.95206220648,214.463302080433,249.142474331737,20.9900253099998,8979.16778369949,231.802888206085,9.12609796086949,28.2909036786954,11.8639273491303,1566.0384100852,75.7466130752168,2043.33333343868,659.816882570864,5473.83355692952,114.988834306956,9294.93077314557,1138.93702551651,563.080244185647,39.2422212317388,98.5618579773905,965.541164259992,273.782938826085,101.299687365651,167.920202479999,217.509556795856,936.558140184096,7849.34973407956,"WT"
"female_Q20_6m_4R",989.935822254494,6863.22339750645,1723.68222317177,1567.8129312255,5653.57820096599,221.367558242839,267.796709035345,9.1200117628136,8474.1491116107,215.563914393776,8.290919784376,24.872759353128,9.94910374125119,1579.42021892363,63.0109903612576,2002.2571279268,676.539054405081,5478.63979351566,123.534704787202,9141.56815425297,1120.93235484763,607.72442019476,39.7964149650048,110.269233132201,907.026624410734,251.214869466593,96.1746694987615,116.072876981264,196.421617125822,843.677612607102,7521.07725385112,"WT"
"male_Q20_6m_1R",1027.87932013539,7009.73387339387,1507.55633619857,1135.70587626723,5663.41350898124,241.853957678914,227.745810147644,15.1158723549321,8952.62733341448,236.815333560604,5.03862411831071,26.2008454152157,14.10814753127,1544.84215467407,71.5484624800121,1861.26774930398,776.955839043512,5398.3818803581,103.795656837201,9352.69408840835,1157.8758223878,597.580820431651,49.378516359445,116.896079544809,819.280281637322,316.425594629913,102.787932013539,132.011951899741,235.233564322954,837.092413581683,7251.97528930764,"WT"
"male_Q20_6m_2R",1085.26143793913,7634.62524002953,1441.615939949,1312.03248467268,5923.04376825488,208.77334461184,221.371736097037,26.9965531825655,9112.23658422195,212.372885036182,10.7986212730262,30.5960936069076,7.19908084868414,1393.02214422038,46.7940255164469,2120.12930993748,763.102569960519,5518.09547051639,131.383225488486,9904.1354775772,1330.03018679439,682.112910412822,30.5960936069076,102.586902093749,869.28901247861,316.759557342102,62.9919574259862,82.7894297598676,233.535257023419,839.792784256214,6515.63367095338,"WT"
"male_Q20_6m_3R",1120.15132047434,6889.42626309438,1503.44793750981,1466.27477421973,5642.06011713845,208.99578471977,260.212143030543,9.08677324868564,8817.47433240641,250.299299486523,8.26070295335058,28.912460336727,15.6953356113661,1607.53279472202,62.7813424454644,1923.09164754001,695.551188672119,5296.76273368839,113.171630460903,9321.37721256079,1188.71515498715,698.855469853459,30.5646009273971,117.301981937578,812.853170609697,300.689587501961,72.6941859894851,117.301981937578,197.839316632334,1042.75529318921,7187.79749267531,"WT"
"male_Q20_6m_4R",1231.69462838686,6893.89787016528,1389.55572043644,1311.0978124118,5743.49697780396,215.522928067693,265.622556083428,9.45276000296899,8747.5841067475,218.358756068584,12.2885880038597,17.9602440056411,11.3433120035628,1678.81017652729,56.7165600178139,1986.02487662378,763.783008239894,5307.72474166709,102.089808032065,9482.06355897819,1291.24701640556,642.787680201891,33.0846600103915,128.557536040378,936.768516294227,265.622556083428,54.8260080172201,102.089808032065,206.90770275628,795.333023277798,6849.14961416642,"WT"
"female_Q20_10m_1R",1335.46692919723,7437.64814033846,1614.36426883027,2028.65990197811,6216.74899796144,157.386050581302,225.663822524661,9.25800297537073,8721.03880279922,172.43030541628,8.10075260344938,31.2457600418762,5.7862518596067,1753.23431346083,49.7617659926177,2432.54028177866,674.676966830142,6882.16796181621,93.7372801256286,9392.2440185136,1092.44435109375,658.475461623243,30.0885096699549,106.467034216763,893.397287123275,24.3022578103482,82.1647764064152,135.398293514797,308.771466404634,1724.50785801094,10358.5780327032,"WT"
"female_Q20_10m_2R",1470.20231288759,6844.45147265777,1416.01216353436,1714.05798497712,6478.07894116094,160.214354609545,272.128793491213,9.42437380056148,8097.89318813245,168.460681685036,9.42437380056148,15.3146074259124,16.4926541509826,1694.03119065093,50.6560091780179,2432.66648726993,605.516016686075,7028.22676176872,74.2169436794216,8565.57773798531,1095.58345431527,630.254997912549,28.2731214016844,90.7095978304042,935.369099705726,27.0950746766142,56.5462428033688,109.558345431527,240.385359082908,1542.88153941989,9052.0622802955,"WT"
"female_Q20_10m_3R",1416.94326527836,6729.9462177399,1614.63142823198,1629.59161353658,5922.09621129161,190.208070301318,209.442594264373,11.7544313107556,8109.48901975677,151.739022375209,5.34292332307074,21.371693292283,10.6858466461415,1670.19783079191,45.9491405784084,2547.50584044013,578.104303556254,7035.56143181955,87.6239424983601,8757.05132651294,1149.79709912482,571.692795568569,41.6748019199518,101.515543138344,778.998220503714,23.5088626215113,85.4867731691318,135.710252405997,262.071864099755,1481.31348350424,8740.35700401567,"WT"
"female_Q20_10m_4R",1535.23926334619,7231.61661338696,1480.86620610268,1955.29778401175,6824.35175324929,143.928680938706,260.137764066994,9.59524539591371,8578.14938394685,171.648278749123,9.59524539591371,24.5211826784461,13.8597989052087,1777.25267499868,50.108503734216,2589.65011851938,630.087780998334,7449.10884236101,69.2989945260434,9065.37462238381,1139.70192535908,684.460838241844,30.9180129423886,114.076806373641,828.38951918055,25.5873210557699,73.5635480353384,111.944529618993,242.117831754956,1565.86171602346,7858.42928153114,"WT"
"male_Q20_10m_1R",1910.92127195213,7504.68970378536,1491.81305295097,1687.0432106629,6669.65636618051,162.338120271336,236.610462879137,10.6103346582573,9203.40428257235,169.765354532116,9.54930119243153,14.8544685215602,14.8544685215602,1554.41402743469,58.3568406204149,2762.93114501019,675.878317730987,6819.26208486194,76.3944095394523,9681.93037565975,1206.39505064385,590.995640464929,20.1596358506888,135.812283625693,937.953583789942,26.5258366456431,45.6244390305062,95.4930119243153,243.589994087726,1417.4051920784,8048.65475238293,"WT"
"male_Q20_10m_2R",1270.75972783234,6864.92402926335,1659.25843198604,1892.57469286046,6944.14303876955,168.204746211796,212.697614564593,9.76672719939458,9530.15536278703,141.0749484357,5.42595955521921,10.8519191104384,7.5963433773069,1782.97030984503,39.0669087975783,2414.55200207255,616.389005472903,7918.64537488692,73.7930499509813,9164.44568876525,868.153528835074,813.893933282882,30.3853735092276,99.8376558160335,941.946578786055,15.1926867546138,74.8782418620251,118.285918303779,233.023411215903,1282.0751666898,8520.97868446199,"WT"
"male_Q20_10m_3R",1662.78100698744,7663.61783260979,1527.16411634662,1552.43434441634,6623.32677707307,209.742892978659,230.80141637009,12.635114034859,9007.15162498312,237.540143855348,2.52702280697179,19.3738415201171,13.4774549705162,1549.90732160937,48.013433332464,2525.33812510048,692.404249110271,6448.96220339201,109.504321635444,10139.2578425065,1181.80433272714,608.170155544545,25.2702280697179,100.238571343214,931.629074836934,29.4819327480042,50.5404561394358,140.670936254763,275.434474334711,1795.13937118846,9174.08672207152,"WT"
"female_Q80_6m_1R",1177.71241386163,6792.26913832626,1513.83698284671,1118.99698282373,5762.62172447324,246.775000014359,246.775000014359,17.0189655182317,8391.20094876412,240.818362082978,20.422758621878,62.1192241415456,85.9457758670699,1580.21094836781,72.3306034524846,2153.75008633222,719.9022414212,5315.87387961966,119.983706903533,9282.14379364355,1165.79913799887,671.398189694239,30.634137932817,121.685603455356,851.799224187495,313.148965535463,73.1815517283962,118.28181035171,238.936503364257,878.443027074476,6714.81849895729,"HD"
"female_Q80_6m_2R",963.111899180403,6729.68623659196,1494.4518938007,1220.8722818596,5219.41511352935,202.858351711428,251.246582394888,12.097057670865,8160.86121334506,195.414008529357,9.30542897758843,19.5414008529357,8.37488607982959,1506.54895147157,56.7631167632895,1812.69756483423,653.241114226708,5268.73388711057,85.6099465938136,8574.95280284774,1087.80464748009,602.061254849972,43.7355161946656,120.040033810891,816.086121334506,299.634813078348,78.1656034117429,114.456776424338,217.017602664247,820.742103692978,6703.30435463449,"HD"
"female_Q80_6m_3R",1103.40962528726,6985.27069016542,1501.11553358863,1361.56960085131,5457.24272669173,211.312412430803,259.156732226457,12.9578366113228,8728.59809271955,250.185922264772,19.935133248189,67.7794530438425,86.7178296296221,1501.11553358863,75.7535063431181,2080.23115444852,749.561010131906,4854.20494593402,98.6789095785355,9321.66830685317,1244.9490713494,719.658310259622,25.9156732226457,115.623772839496,873.158836270677,261.150245551276,63.7924263942047,118.614042826724,183.017713131757,855.526588012353,7629.34786398358,"HD"
"female_Q80_6m_4R",1089.62260549938,6624.35423216876,1424.28537502945,1410.50514334292,5086.87409685708,200.797661718043,264.777308834085,14.7645339498561,8289.79366171252,255.918588464172,21.6546497931222,55.1209267461293,62.0110425893955,1472.51618593231,68.9011584326616,1812.100466779,732.320883912861,5268.97001557197,132.880805548705,8425.6273740512,1164.42957751198,658.498214163581,28.5447656363884,124.022085178791,807.127855925465,301.196492577064,58.0738335361005,91.5401104891076,226.540412996011,862.141950880555,6701.7310801948,"HD"
"male_Q80_6m_1R",1125.2796039695,7458.60887243815,1474.87163239721,1006.1665305717,5540.21051145399,270.183312829167,187.869400318489,16.4627825021356,8746.57950348758,236.289348854182,20.336378384991,71.6615238328256,74.5667207449672,1411.92569930081,60.0407361842593,2017.17505599697,795.055554956079,5012.43307241494,133.639057958513,9730.47285773286,1230.83509177732,673.037284646132,28.0835701507019,126.860265163516,836.696710696775,297.298484009155,61.0091351549731,105.555487807811,196.964506458842,888.234168549969,7079.35889560722,"HD"
"male_Q80_6m_2R",1200.05395384426,6944.63294002675,1347.944790027,1095.81764159498,5704.48809685584,237.872610004765,253.908965735423,11.5818124721421,8535.79579196873,200.454446633229,4.45454325851619,30.2908941579101,23.1636249442842,1551.07196261534,71.2726921362591,1846.85363498081,775.981435633521,5450.57913112041,119.381759328234,9097.95915119347,1222.32667013684,501.581570908923,35.6363460681296,124.727211238453,814.29050765676,304.690758882508,75.7272353947753,66.8181488777429,240.622106637009,840.312085581182,7191.6165282092,"HD"
"male_Q80_6m_3R",1228.84222076662,6455.48171041497,1385.83087452095,1227.93998712436,4961.38279882207,224.656176924295,255.332120761347,11.7290373494612,8257.24229402066,175.935560241917,12.6312709917274,14.4357382762599,15.3379719185261,1503.12124801556,77.5920932348969,1797.24941539436,712.764577390332,5363.77900327282,119.094840779144,8449.41805982337,1255.00699639234,608.105474887448,27.0670092679873,127.21494355954,809.30357711282,275.181260891204,57.7429531050396,110.072504356482,240.652156851892,794.152117611243,7313.73294084663,"HD"
"male_Q80_6m_4R",1086.96246165491,6616.25412297063,1355.10386361944,1149.04889365341,5597.6767168503,243.846711182516,255.544154892378,15.2966571590508,8684.90205289168,247.445924631704,32.3929210426959,53.0883983755293,76.4832857952541,1616.0468386856,62.0864319985004,1764.51439346463,789.127548734563,5217.95969796092,95.3791564034934,9201.38918285022,1396.49481828511,677.551931809722,25.194494144319,124.172863997001,926.79746316602,273.540222138321,44.9901681148554,118.774043823218,209.366065928371,983.110222620176,7616.5034046116,"HD"
"female_Q80_10m_1R",1893.73517258781,7236.31360409647,1473.21186166817,1826.56186471662,6569.1814368826,211.641928909231,278.815236780421,11.0421875952642,8404.02494229566,200.599741313966,17.4834636925017,47.8494795794782,69.9338547700066,1678.41251448016,39.5678388830301,2716.37814843499,742.587115781518,7279.56217217793,89.257683061719,8942.33158756479,1198.07735408617,760.070579474019,23.0045574901338,128.825521944749,832.764981142842,32.2063804861873,59.8118494743478,115.942969750274,258.723021220287,1524.5008402284,8880.09458276973,"HD"
"female_Q80_10m_2R",1645.20241176906,7446.5332784849,1462.88734689485,1585.15852812785,6671.42132602569,192.140427651861,253.276018268362,12.0087767282413,8707.45483495023,197.598962528334,9.82536277765197,26.2009674070719,17.4673116047146,1644.11070479376,52.4019348141438,2627.73868953425,675.766617707397,6898.49637688698,80.7863161718051,9747.85158240605,1163.75963566411,624.456389868547,30.5677953082506,136.463371911833,886.466063939267,27.2926743823666,54.5853487647332,69.8692464188584,259.981195879589,1493.17501935371,8087.86784464653,"HD"
"female_Q80_10m_3R",1722.66747160321,7370.09554683907,1421.9524516226,1644.48156640825,6492.00768849569,215.655628614666,215.655628614666,12.0286007992244,9079.01604610031,200.190284729949,13.7469723419708,51.5511462823903,63.5797470816148,1551.68950309995,46.3960316541513,2660.03914817134,705.391518297375,7718.92497001658,86.7777629086904,9195.86531100706,1147.87219055456,741.477320695048,31.7898735408074,141.765652276573,897.849131084965,34.3674308549269,31.7898735408074,85.0593913659441,218.811471333256,1329.88749799212,8145.45962359466,"HD"
"female_Q80_10m_4R",1440.67440763213,7400.80123946512,1698.6361470724,1517.96980248246,6708.86776508201,270.999516884906,177.872535137516,12.1065076271608,8588.17025674435,215.123327836472,14.9003170795825,40.0446021513779,40.0446021513779,1699.56741688988,51.2198399610647,2556.33564896587,616.500619167725,7579.60504442011,112.683647914342,9695.45006972082,994.59616506213,735.703155804384,24.2130152543215,99.6458704697078,901.469183314739,21.4192058018998,67.0514268581211,118.271266819186,248.476613216211,1435.45026032222,8593.65457416067,"HD"
"male_Q80_10m_1R",1667.86981272248,7196.17992163874,1247.90977016497,1411.50465610186,6007.12440921936,196.513369082732,237.412090566956,8.97776813068321,8691.47708029364,185.540541367453,22.9431852228571,60.8493173301862,63.8419067070806,1608.01802518459,44.888840653416,2213.51860910956,759.12017193888,8285.4824548283,106.7356877759,8502.9439495493,1214.99128701913,724.206629208445,28.9283639766459,123.693694244969,819.969489269066,32.9184831458384,51.871549199503,111.723336737391,229.837433937051,1555.72043433692,7670.32615511887,"HD"
"male_Q80_10m_2R",1731.23183599575,7186.59149766668,1309.28631880102,1245.55999354965,6278.00858764325,223.04213837982,263.595254448879,12.5521549737561,8251.59356967075,162.212464276233,16.4143565041426,57.9330229557975,83.0373329033097,1449.29112427753,59.8641237209907,2319.25201899709,713.541732738905,7210.73025723159,92.692836729276,8506.49887067626,1486.9475891988,782.095809903266,21.2421084171257,139.039255093914,721.266135799679,42.4842168342515,55.0363718080076,91.7272863466793,262.390013831793,1431.85014170462,7909.92942359152,"HD"
"male_Q80_10m_3R",1571.472439216,7140.94196032138,1344.45096191067,1272.80893833481,6578.97076240162,190.735257572102,288.428926084642,4.6520794529781,8853.83761490791,198.178584696867,28.8428926084642,59.5466169981196,66.059528232289,1552.86412140409,53.0337057639503,2293.4751703182,686.646927259567,7158.61986224269,125.606145230409,8900.35840943769,1215.12315311788,721.072315211605,16.7474860307211,112.58032276207,812.253072489975,29.7733084990598,53.0337057639503,77.2245189194364,195.871413158543,1510.27168566982,8021.2780029005,"HD"
"male_Q80_10m_4R",1271.07111011505,6520.68957235491,1306.87593011829,1427.98046836455,5738.24894698998,190.608012370194,269.589232965578,11.5839123539897,8913.29401492442,229.57208119725,8.42466353017431,27.3801564730665,9.4777464714461,1649.12788603162,64.2380594175791,1996.64525665131,744.529639479154,5886.7336417093,114.786040598625,9620.96575145906,1419.55580483437,739.264224772796,51.6010641223176,132.688450600245,812.980030661821,16.8493270603486,45.2825664746869,104.255211185907,217.02390707733,1501.66542155121,7122.11789677433,"HD"
"female_Q92_6m_1R",1152.46267832585,6967.61994192152,1538.68921313904,1416.68203815781,5424.26803419721,279.761675116189,239.351655377184,19.4278941052909,9012.21151756233,225.363571621374,13.2109679915978,63.7234926653541,76.1573448927403,1534.02651855377,79.2658079495868,2009.62136625129,662.102631108313,5243.2000611359,118.121596160169,9384.44996861971,1063.87148120573,617.80703254825,20.2050098695025,131.332564151766,925.544875176058,312.400537213077,85.4827340632799,121.230059217015,230.56800202515,888.438659977345,6790.47827703418,"HD"
"female_Q92_6m_2R",1165.50647140087,6684.59498452706,1473.95031527901,1391.69862357817,5357.87519739255,252.512693521571,216.321949173202,16.4503383401675,8323.04868320774,224.547118343286,14.8053045061507,40.3033289334103,73.2040056137453,1606.37553891736,66.6238702776783,2052.17970793589,666.238702776783,5584.88986648686,119.264952966214,8632.31504400289,1170.44157290292,672.81883811285,37.8357781823852,111.862300713139,828.274535427433,298.57364087404,74.0265225307537,106.927199211089,218.421584966774,886.385269225629,7917.78245504556,"HD"
"female_Q92_6m_3R",1086.94872460103,7045.48181174461,1533.71032636617,1463.52938509272,5652.13336792534,193.425521070734,255.047810969375,18.8290330245847,8760.63554725678,191.713790795772,6.84692109984899,23.9642238494715,6.84692109984899,1559.38628049061,63.3340201736032,2060.92325105455,736.044018233766,5837.00023762126,124.956310072244,8878.74493622918,997.93875030299,611.087708161522,27.387684399396,89.0099742980369,842.171295281426,297.841067843431,80.4513229232256,114.685928422471,201.819941056225,817.557631593504,7125.3651411795,"HD"
"female_Q92_6m_4R",1344.87764115571,7080.38522843744,1405.15226933076,1610.46272155201,5620.60907732304,258.050751874416,275.002991048647,5.65074639141056,8807.6300420786,235.447766308774,9.41791065235094,54.6238817836355,41.4388068703441,1484.26271881051,69.692538827397,2130.33138956178,676.205984838797,5484.99116392919,103.59701717586,9205.06587160781,1156.5194281087,727.062702361493,30.137314087523,101.71343504539,877.749272799108,258.050751874416,69.692538827397,111.131345697741,211.401184610755,1059.26689829026,6866.58179318571,"HD"
"male_Q92_6m_1R",906.098994774327,6896.42012689349,1436.33470282745,1386.83485033515,5284.73848896619,215.618001534261,246.660281910789,22.6524748693582,8405.74613763332,220.651884838563,6.71184440573576,20.9745137679242,9.22878605788667,1474.08882760972,85.5760161731309,1865.05376424382,692.997934892217,5263.76397519827,126.686063158262,9145.72698336568,1158.63214054013,590.642307704747,34.3982025793958,90.6098994774327,818.845017499762,276.024601185883,89.7709189267158,126.686063158262,222.118052341531,881.821968278056,7166.29979650402,"HD"
"male_Q92_6m_2R",1027.75601798911,6710.78909235964,1359.80026995482,1484.62893610734,4776.77695810322,229.684745720643,274.623065535551,13.3150577229358,8491.67806280231,215.537496890023,21.6369687997707,60.7499508608946,64.0787152916285,1577.00214906021,61.5821419685781,1790.87526373487,776.434303468694,5414.23534658877,109.017035106537,8609.01700898568,1193.36204841812,721.509690361584,43.2739375995414,106.520461783486,864.646560883144,302.91756319679,79.8903463376148,144.801252736927,235.546466138079,938.634912801491,6216.53286511151,"HD"
"male_Q92_6m_3R",1151.29286734881,6704.48063289828,1345.45389723424,1524.11850689408,5317.09524564183,234.2694116458,271.643131013418,14.5848660946801,8444.6374688198,240.650290562222,10.0270954400926,25.5235156656903,14.5848660946801,1562.40378039261,64.7203432951432,1875.97840142823,730.154858864925,5474.79411029056,112.121158102854,8865.77547730369,1243.35983457148,648.114987082349,36.4621652367004,111.209603971936,853.214666538789,283.493334715345,77.4821011279883,104.828725055514,225.017348943722,1034.60357794759,7112.45313539573,"HD"
"male_Q92_6m_4R",1144.85209539069,6648.72648044126,1650.83214908535,1478.32018950593,5272.75788417862,188.19486499573,267.434808151827,10.7304089690548,8466.29267658423,247.624822362803,10.7304089690548,25.587898310823,18.1591536399389,1577.37011845106,69.3349502615848,1952.10901629343,756.906540355634,5295.04411819127,129.5903237032,9058.94141810588,1216.66329387591,614.934975534294,19.8099857890242,113.082002212347,874.115622940695,309.531027953504,49.5249644725606,126.28865940503,203.064455233717,1053.94866710978,7340.11788999702,"HD"
"female_Q92_10m_1R",1577.40743572306,6953.32515388237,1362.84229872635,1636.35390193095,5860.45767038814,198.060126458501,249.933016721442,10.6103639174197,8093.34981034291,169.765822678715,18.8628691865239,55.4096782354139,84.8829113393575,1624.56460868937,62.4832541803604,2150.36708726372,681.421149363176,7271.63607140496,123.787579036563,8147.58055925417,1309.79047913925,795.777293806477,28.2943037797858,142.650448223087,824.071597586263,49.5150316146252,50.693960938783,77.8093353944111,247.31473268441,1510.93844499382,7900.15999218763,"HD"
"female_Q92_10m_2R",1668.24837045015,6785.63285293972,1540.19519062881,1415.69904358029,6383.68814961165,184.96570418637,233.578485414839,14.2281310912592,8284.3293278857,174.294605867926,10.6710983184444,28.4562621825185,13.042453500321,1603.03610294854,66.3979450925431,2205.36031914518,769.504756518937,7211.29110808656,81.8117537747407,8990.99317208491,1433.48420744437,571.496598832246,26.0849070006419,164.80918514042,799.146696292394,56.912524365037,54.5411691831604,84.1831089566172,225.70296679299,1536.3300658098,8809.19648075301,"HD"
"female_Q92_10m_3R",1648.40761747018,7300.38523587105,1512.41398902889,1552.59392470472,6120.74353461896,230.777066445825,236.958595011338,10.3025476091886,8636.62566078282,195.748404574584,21.6353499792961,43.2706999585922,76.2388523079958,1618.53022940353,61.8152856551317,2299.5286263709,737.662408817905,6894.46486006902,113.328023701075,9180.60017454798,1302.24201780144,699.542982663907,25.7563690229715,134.963373680371,892.200622955734,39.1496809149167,64.9060499378883,110.237259418318,264.845224992699,1434.10871831153,7930.33007034877,"HD"
"female_Q92_10m_4R",1481.07871519002,6771.21894993378,1500.14409160507,1606.50882318376,6145.07185082906,233.801721300322,293.004732273365,15.0516129592482,7916.14497570059,183.629678102828,14.0481720952983,64.2202152927922,73.2511830683412,1683.7737697079,53.1823657893436,2326.97936349977,724.484303771813,7225.77766130308,109.375054170537,8581.42626849936,1235.2357035223,762.615056601908,25.086021598747,128.440430585584,861.955702132946,38.1307528300954,73.2511830683412,101.347527258938,207.621899904411,1443.55140706071,8419.82546007202,"HD"
"male_Q92_10m_1R",1763.3162181091,7071.41037831283,1370.51938501942,1616.01740570047,6365.87041452947,173.983379873961,277.519501639447,10.6738269861326,8635.12603178126,217.746070517105,11.7412096847458,27.7519501639447,16.0107404791989,1442.03402582651,61.908196519569,2508.34934174116,720.483321563949,7212.30489452979,94.99706017658,9391.90036509806,1360.9129407319,621.216730592916,30.9540982597845,128.085923833591,830.423739521115,39.4931598486905,46.9648387389834,103.536121765486,249.21519186451,1635.02966948252,8318.44708273468,"HD"
"male_Q92_10m_2R",1782.66245292513,7066.82332940358,1650.53043694199,1392.98498205959,6840.63123424599,218.353755226382,291.138340301843,12.3173913204626,8998.41424102157,209.395652447864,14.5569170150921,30.2335968774991,54.8683795184242,1540.79367790514,61.5869566023129,2681.8320193189,655.061265679146,7537.12372527578,117.575098968052,9363.45692924619,1130.96047578793,786.073518814976,32.4731225721286,114.215810426108,848.780238264603,33.5928854194434,49.2695652818503,136.611067372403,271.709239538816,1441.88193889448,8229.40444353984,"HD"
"male_Q92_10m_3R",1487.70273035857,7169.91511825013,1534.55131179043,1490.82596912069,6055.95995975912,161.367336043091,209.256997062331,9.36971628637305,8155.81748749405,167.61381356734,6.2464775242487,18.7394325727461,15.6161938106218,1678.22029484815,59.3415364803627,2446.53703033074,649.633662521865,7530.12865548181,65.5880140046114,8921.01098421452,1110.83191972889,721.468154050725,29.1502284464939,112.436595436477,893.246285967564,38.519944732867,73.9166507036096,123.888470897599,267.793107310894,1255.41408707347,7099.73086102643,"HD"
"male_Q92_10m_4R",1622.399719589,6849.91805598444,1483.66720199944,1493.30140460983,6598.46536785337,237.964804476534,304.440802488197,11.5610431324632,8586.001366376,199.42799403499,22.1586660038878,77.073620883088,83.8175627103582,1511.60638956956,63.5857372285476,2494.29505582893,698.479689252985,7679.42290073868,83.8175627103582,9193.91955109136,1327.59311971119,764.955687264648,37.5733901805054,118.500692107748,846.846409452929,52.0246940960844,54.9149548792002,85.7444032324354,218.626536105012,1270.69124852195,7680.91791763411,"HD"
"female_WT_6m_1R",1180.52156310197,7788.49384763145,2080.93858625564,1465.16220896037,5857.24675640891,189.382421746426,190.516448223949,11.3402647752351,9123.24301167662,224.537242549654,7.93818534266455,24.9485825055172,13.6083177302821,1605.78149217329,47.6291120559873,2515.27072714714,655.467304008587,5724.56565853867,106.59848888721,10731.2925568049,1143.0986893437,574.951424104418,35.1548208032287,102.062382977116,886.808705423383,39.6909267133228,60.1034033087459,125.876939005109,242.8231971149,953.470902432818,8963.2948035945,"WT"
