,mmu.miR.135b.5p,mmu.miR.433.5p,mmu.miR.212.3p,mmu.miR.3102.3p,mmu.miR.488.5p,mmu.miR.212.5p,mmu.miR.320.3p,mmu.miR.181a.5p,mmu.miR.92b.5p,mmu.miR.543.3p,mmu.miR.872.5p,mmu.miR.221.3p,mmu.miR.3535,mmu.miR.33.3p,mmu.let.7a.2.3p,mmu.miR.6418.3p,mmu.miR.497a.5p,mmu.miR.496a.3p,mmu.miR.346.5p,mmu.miR.223.3p,mmu.miR.382.5p,mmu.miR.130b.5p,mmu.miR.300.3p,mmu.miR.378b,mmu.miR.671.3p,mmu.miR.99b.5p,mmu.miR.181a.2.3p,mmu.miR.8114,mmu.miR.153.5p,mmu.miR.181a.1.3p,mmu.miR.134.5p,mmu.let.7i.3p,mmu.let.7i.5p,mmu.miR.6236,mmu.miR.467e.5p,mmu.miR.30d.3p,mmu.miR.1247.5p,mmu.miR.92b.3p,mmu.miR.3087.3p,mmu.miR.410.3p,mmu.miR.1198.5p,mmu.miR.181b.1.3p,mmu.miR.409.5p,mmu.miR.140.5p,mmu.miR.665.3p,mmu.miR.370.5p,mmu.let.7g.3p,mmu.miR.8111,mmu.miR.1843b.3p,mmu.miR.181c.5p,mmu.miR.7047.3p,mmu.miR.154.5p,mmu.miR.221.5p,mmu.miR.770.5p,mmu.miR.667.3p,mmu.miR.125b.1.3p,mmu.miR.664.3p,mmu.miR.181b.5p,mmu.miR.301a.5p,mmu.miR.3475.3p,mmu.miR.218.5p,mmu.miR.126a.5p,mmu.miR.24.1.5p,mmu.miR.3061.3p,mmu.miR.132.3p,mmu.miR.488.3p,mmu.let.7f.5p,mmu.miR.330.3p,mmu.miR.674.5p,mmu.miR.8103,mmu.miR.98.3p,mmu.miR.15a.5p,mmu.miR.124.3p,mmu.miR.674.3p,mmu.miR.935,mmu.miR.708.5p,mmu.miR.136.5p,mmu.miR.484,mmu.miR.431.5p,mmu.miR.412.5p,True Labels,Predicted Labels
0,0.35483870967741926,0.0,0.9545454545454546,0.7301587301587302,0.2917747596520677,0.7931034482758621,0.7565287263961431,0.19565217391304346,0.96309963099631,0.46291560102301776,0.0344827586206895,0.4389331866923287,0.32089552238805963,0.6964285714285714,0.6452119309262168,0.9195402298850577,0.8795180722891569,0.4082278481012658,0.8101851851851853,0.6588330632090762,0.22580645161290325,0.3760871721948478,0.3157894736842105,0.3065855829130819,0.32383736741909175,0.18021201413427568,0.5179856115107914,0.5984943538268506,0.4417601380500429,0.5206882425235557,0.6506329113924052,0.36363636363636365,0.9347826086956519,1.0000000000000004,0.23529411764705882,0.47499999999999987,0.11764705882352944,0.456989247311828,0.42105263157894735,0.33234421364985156,0.7994100294985249,0.423076923076923,0.5735294117647058,0.5,0.49090909090909096,0.7999999999999998,0.47058823529411764,0.5156794425087106,0.7990654205607476,0.41242937853107353,0.5,1.0,0.8080808080808082,0.0714285714285714,0.306981519507187,0.6968838526912178,0.4882352941176471,0.6511627906976745,0.860655737704918,0.535211267605634,0.36363636363636365,0.04347826086956519,0.08591065292096234,0.05263157894736836,0.3458725182863114,0.6293103448275863,0.34482758620689635,0.8190476190476192,0.3902439024390245,0.7714776632302405,0.3951612903225805,0.15000000000000002,0.31818181818181823,0.5333333333333334,0.328767123287671,0.3268838334215103,0.6666666666666666,0.6352941176470586,0.21893491124260356,0.7159671330224295,JOHD,WT
1,0.24193548387096775,0.48106578176849535,0.2272727272727273,0.4761904761904763,0.6839615443308409,0.32183908045977017,0.5588589795098433,0.5434782608695652,0.28044280442804426,0.5225916453537938,0.32183908045977017,0.8627440197965357,0.7537313432835819,0.607142857142857,0.29199372056514905,0.32183908045977017,0.5903614457831325,0.6360759493670889,0.7592592592592593,0.7990275526742305,0.532258064516129,0.5871336133249558,0.5263157894736842,0.6076831800652625,0.3714985042153929,0.13427561837455826,0.7544964028776978,0.3318695106649936,0.35202761000862814,0.4772634166325278,0.19999999999999996,0.9545454545454547,0.4130434782608694,0.40414746543778834,0.35294117647058826,0.0,0.4117647058823529,0.3763440860215055,0.3391812865497077,0.5667655786350148,0.5870206489675516,0.2692307692307693,0.0808823529411764,0.4285714285714286,0.3090909090909091,0.6842105263157894,0.8823529411764707,0.6515679442508708,0.0794392523364486,0.6045197740112993,0.6333333333333333,0.40476190476190477,0.27272727272727293,0.5357142857142857,0.13963039014373724,0.3503305004721433,0.30000000000000004,0.4186046511627908,0.26639344262295084,0.323943661971831,0.4242424242424243,0.30434782608695654,0.30927835051546415,0.21052631578947367,0.3688610240334378,0.3706896551724137,0.2873563218390802,0.4666666666666668,0.2682926829268293,0.27835051546391765,0.19354838709677424,0.35000000000000003,0.36363636363636365,0.6000000000000001,0.726027397260274,0.03590053661854742,0.19999999999999996,0.7647058823529409,0.1952662721893491,0.06084832333999557,JOHD,JOHD
2,0.564516129032258,0.3578306981586312,0.2272727272727273,0.22222222222222232,0.25530291469555877,0.5229885057471266,0.8244274809160306,0.5434782608695652,0.2583025830258301,0.4876385336743394,0.5632183908045976,0.05982952983227929,0.3656716417910446,0.8035714285714286,0.7456828885400313,0.6091954022988508,0.6144578313253013,0.759493670886076,0.8287037037037035,0.5948136142625611,0.524193548387097,0.5554747180793016,0.5789473684210525,0.6627113616137645,0.5076828936633122,0.0565371024734983,0.7194244604316548,0.7760351317440399,0.5987920621225191,0.0929946743138057,0.6936708860759493,0.18181818181818188,0.5434782608695652,0.3195852534562209,0.35294117647058826,0.30000000000000004,0.5294117647058824,0.3978494623655915,0.29824561403508776,0.3471810089020768,0.4277286135693217,0.3846153846153846,0.21323529411764697,0.5,0.6909090909090909,0.13684210526315788,0.3529411764705882,0.16027874564459932,0.7453271028037383,0.0,0.46666666666666656,0.30952380952380953,0.4242424242424243,0.1428571428571428,0.5041067761806983,0.2577903682719547,0.3176470588235294,0.4186046511627908,0.622950819672131,0.535211267605634,0.2424242424242424,0.6086956521739131,0.7353951890034365,0.5964912280701753,0.19958202716823403,0.5689655172413794,0.5402298850574714,0.7523809523809524,0.41463414634146334,0.5395189003436425,0.2983870967741935,0.45,0.13636363636363635,0.43333333333333335,0.7123287671232876,0.22144962587861827,0.7999999999999999,0.15294117647058814,0.2899408284023669,0.7763713080168777,JOHD,JOHD
3,0.4516129032258065,0.7586049840588198,0.8181818181818181,0.4920634920634921,0.6392491988402256,0.5632183908045976,0.6050622740056246,0.4782608695652174,0.43911439114391126,0.5132139812446717,0.5632183908045976,0.574649436348639,0.8880597014925371,0.7678571428571426,0.6891679748822606,0.35632183908045967,0.40361445783132543,0.7120253164556964,0.7314814814814816,0.0,0.379032258064516,0.24009281612046252,0.5789473684210525,0.5646692376149511,0.33729942888224107,0.44169611307420487,0.6906474820143885,0.35257214554579663,0.7972389991371869,0.19889389594428497,0.34683544303797453,0.2272727272727273,0.3913043478260869,0.12626728110599084,0.6470588235294117,0.1499999999999999,0.47058823529411764,0.15053763440860224,0.33333333333333326,0.3768545994065282,0.6017699115044248,0.5000000000000001,0.625,0.2142857142857143,0.509090909090909,0.4421052631578948,0.4117647058823529,0.9999999999999996,0.011682242990654207,0.6553672316384178,0.19999999999999996,0.5,0.6161616161616164,0.3571428571428571,0.6550308008213555,0.0,0.5411764705882354,0.37209302325581395,0.36475409836065564,0.556338028169014,0.9393939393939394,0.21739130434782605,0.4776632302405499,0.40350877192982426,0.26541274817136884,0.1293103448275863,0.7816091954022988,0.06666666666666687,0.4390243902439024,0.529209621993127,0.5403225806451613,0.4000000000000001,0.36363636363636365,0.7333333333333334,0.4931506849315068,0.249792154787998,0.33333333333333326,0.8117647058823529,0.7159763313609467,0.16200310903841886,JOHD,JOHD
4,0.7903225806451615,0.100071572646236,1.0,0.6031746031746033,0.16572562185258644,0.5459770114942528,0.9156287665729206,0.4565217391304348,0.9667896678966788,0.2796248934356349,0.10344827586206895,0.20362936486114935,0.716417910447761,0.017857142857142794,0.6671899529042387,0.27586206896551735,0.8493975903614457,0.3860759493670889,0.6342592592592593,0.1766612641815235,0.5,0.03623356151548229,0.5263157894736842,0.2414713734796794,0.1314930649986401,0.13780918727915192,0.7086330935251798,0.6744040150564616,0.5401207937877479,0.3969684555510038,0.341772151898734,0.2727272727272728,0.6521739130434783,0.7829493087557604,0.6470588235294117,0.25,0.6470588235294118,0.4838709677419355,0.6549707602339181,0.7448071216617209,1.0,0.3846153846153846,0.5073529411764706,0.9285714285714285,0.1272727272727272,0.5684210526315789,0.2941176470588236,0.6689895470383274,0.3621495327102804,0.1694915254237288,0.9666666666666666,0.7380952380952381,0.2828282828282829,0.2142857142857143,0.29363449691991805,0.1416430594900846,0.19999999999999996,0.37209302325581395,0.7008196721311477,0.795774647887324,0.48484848484848486,0.4347826086956521,0.2817869415807559,0.43859649122807,0.3354231974921631,0.603448275862069,0.34482758620689635,0.7904761904761908,0.2682926829268293,0.6512027491408934,0.6693548387096773,0.3,0.2727272727272728,0.3333333333333335,0.0,0.6746277681203237,0.4666666666666667,0.9647058823529411,0.18343195266272194,0.5089940039973351,JOHD,WT
5,0.37096774193548376,0.25043919578372087,0.9318181818181819,0.4920634920634921,0.6975431100259426,1.0,0.5468059461631176,0.6521739130434783,0.8560885608856088,0.2028985507246377,0.17241379310344818,0.4888094583447895,0.9328358208955221,0.23214285714285698,0.24960753532182123,0.44827586206896575,0.608433734939759,0.5791139240506329,0.6574074074074072,0.13938411669367934,0.1693548387096775,0.010626453696661375,0.0,0.09492732126965286,0.0,0.0,0.5755395683453238,0.5570890840652445,0.7152717860224329,0.8527242933224088,0.7772151898734176,0.7727272727272728,0.4347826086956521,0.6585253456221198,0.41176470588235287,0.2749999999999999,0.23529411764705888,0.403225806451613,0.29239766081871355,0.7091988130563798,0.9587020648967552,0.5384615384615384,0.9411764705882353,0.5,0.509090909090909,0.9684210526315793,0.3529411764705882,0.9999999999999996,0.9999999999999999,0.5480225988700562,0.3999999999999999,0.7619047619047619,0.6262626262626263,0.6785714285714285,0.0,0.05288007554296481,0.2529411764705882,0.2325581395348837,0.5614754098360657,0.6267605633802815,0.21212121212121213,0.26086956521739124,0.20618556701030943,0.0,0.2591431556948798,0.3017241379310347,0.16091954022988508,0.36190476190476195,0.07317073170731703,0.6546391752577319,1.0,0.15000000000000002,0.18181818181818188,0.16666666666666674,0.4383561643835614,0.40851031668052307,0.8666666666666666,0.9647058823529411,0.00591715976331364,1.0,JOHD,JOHD
6,0.435483870967742,0.4811633808315441,0.2727272727272727,0.2698412698412699,0.35434152296658006,0.40804597701149437,0.4740859783045399,1.0,0.09963099630996308,0.49531116794543895,0.2068965517241379,0.07121253780588388,0.28358208955223874,0.2857142857142858,0.7409733124018838,0.5747126436781609,0.2771084337349399,0.45253164556962044,0.6759259259259258,0.6166936790923825,0.9112903225806455,0.48033444668584746,0.6842105263157895,0.410412340551765,0.4388768017405491,0.3568904593639576,0.43974820143884885,0.6066499372647427,0.1432269197584124,0.281032363785334,0.3215189873417721,0.6363636363636364,0.28260869565217384,0.463594470046083,0.6470588235294117,0.34999999999999987,0.6470588235294118,0.4086021505376345,0.5263157894736843,0.35014836795252213,0.35398230088495586,0.5384615384615384,0.41176470588235303,0.2142857142857143,0.509090909090909,0.5578947368421052,0.4117647058823529,0.24041811846689898,0.7990654205607476,0.7005649717514122,0.3666666666666667,0.5476190476190477,0.5353535353535355,0.2857142857142857,0.3336755646817249,0.656279508970727,0.6411764705882352,0.2790697674418605,0.17622950819672134,0.97887323943662,0.4242424242424243,0.7826086956521738,0.36769759450171824,0.368421052631579,0.517241379310345,0.43965517241379315,0.5517241379310343,0.4476190476190478,0.8292682926829269,0.25601374570446733,0.532258064516129,0.55,0.2727272727272728,0.30000000000000004,0.5890410958904109,0.5380545688156604,0.4666666666666667,0.2941176470588234,0.2899408284023669,0.7187430601821008,JOHD,JOHD
7,0.27419354838709675,0.27848265989979826,0.4318181818181819,0.4285714285714286,0.45353273309934394,0.18965517241379315,0.5263157894736841,0.6304347826086956,0.13653136531365306,0.3981244671781754,0.3908045977011494,0.6956832554302999,0.6268656716417909,0.3214285714285714,0.6028257456828885,0.27586206896551735,0.7289156626506026,0.7278481012658231,0.5509259259259258,0.8768233387358189,0.4838709677419355,0.6885423900702183,0.3157894736842105,0.7566004153070303,0.7142371498504212,0.1413427561837456,0.587230215827338,0.3419071518193224,0.11906816220880057,0.319336337566571,0.5265822784810126,0.09090909090909094,0.5217391304347825,0.6785714285714284,0.5294117647058822,0.0,0.7058823529411765,0.13440860215053752,0.26315789473684204,0.18397626112759635,0.471976401179941,0.1923076923076923,0.36764705882352944,0.8571428571428571,0.36363636363636376,0.4526315789473685,0.823529411764706,0.6933797909407664,0.8948598130841121,1.0,0.2333333333333334,0.9285714285714286,0.9393939393939397,0.0357142857142857,0.12320328542094461,0.9999999999999996,0.49411764705882355,0.7674418604651163,0.4221311475409837,0.767605633802817,0.696969696969697,0.5217391304347825,0.0,0.10526315789473673,0.5464994775339604,0.0,0.35632183908045967,0.06666666666666687,0.41463414634146334,0.3487972508591066,0.6451612903225805,0.6000000000000001,0.36363636363636365,0.3333333333333335,0.8356164383561644,0.17942710301564513,0.33333333333333326,0.388235294117647,0.2544378698224852,0.6243615367532755,JOHD,JOHD
8,0.532258064516129,0.4777148806038132,0.38636363636363624,0.4126984126984128,0.3897451548908899,0.14942528735632177,0.38127762153475286,0.7173913043478262,0.12177121771217703,0.4185848252344413,0.2298850574712643,0.26791311520483907,0.5149253731343282,0.8839285714285714,0.46938775510204067,0.5517241379310347,1.0,0.18670886075949378,0.4722222222222221,0.526742301458671,0.435483870967742,0.14461457058765204,0.6842105263157895,0.234648472263423,0.43928474299700815,0.3533568904593639,0.537769784172662,0.5821831869510663,0.3226919758412423,0.2648504711183941,0.5291139240506328,0.40909090909090906,0.21739130434782594,0.4025345622119816,0.6470588235294117,0.30000000000000004,0.11764705882352944,0.489247311827957,0.2456140350877194,0.4332344213649848,0.4424778761061945,0.34615384615384615,0.3161764705882353,0.4285714285714286,0.47272727272727266,0.6210526315789471,0.23529411764705888,0.47386759581881543,0.6892523364485981,0.1807909604519773,0.5,0.38095238095238093,0.8686868686868687,0.3928571428571428,0.17864476386036965,0.47780925401321994,0.5470588235294118,0.6046511627906976,0.49590163934426235,0.964788732394366,0.2424242424242424,0.4782608695652173,0.6426116838487972,0.38596491228070184,0.39916405433646807,0.35344827586206895,0.6896551724137931,0.34285714285714297,0.5853658536585367,0.34192439862542967,0.32258064516129026,0.15000000000000002,0.31818181818181823,0.16666666666666674,0.6712328767123286,0.04988285088050781,0.2666666666666666,0.2588235294117647,0.3076923076923077,0.4611370197646014,JOHD,JOHD
9,0.5806451612903225,0.30437894462879855,0.5681818181818181,0.2698412698412699,0.133068823439646,0.20114942528735646,0.6118923262354359,0.6521739130434783,0.5571955719557193,0.6462063086104006,0.4137931034482758,0.0310145724498212,0.4328358208955223,0.6517857142857142,0.6169544740973314,0.5287356321839081,0.3313253012048194,0.33544303797468356,0.8287037037037035,0.4084278768233389,0.5806451612903225,0.2094701103431551,0.5789473684210525,0.33639869474933226,0.2948055480010878,0.3533568904593639,0.4901079136690648,0.4855708908406524,0.4736842105263155,0.09852519459238018,0.33924050632911396,0.5454545454545455,0.6304347826086956,0.3398617511520734,0.588235294117647,0.55,0.6470588235294118,0.4516129032258065,0.30409356725146197,0.40949554896142404,0.5014749262536875,0.2692307692307693,0.3897058823529411,0.8571428571428571,0.709090909090909,0.5052631578947371,0.47058823529411764,0.36585365853658525,0.6261682242990654,0.24293785310734473,0.30000000000000004,0.23809523809523814,0.6161616161616164,0.4999999999999999,0.35934291581108835,0.18791312559017914,0.2823529411764705,0.30232558139534893,0.7745901639344264,0.73943661971831,0.3939393939393939,0.0,0.3436426116838489,0.49122807017543857,0.32183908045977017,0.1637931034482758,0.5747126436781609,0.4285714285714288,0.6341463414634148,0.3384879725085912,0.5241935483870968,0.4000000000000001,0.2727272727272728,0.2666666666666666,0.45890410958904115,0.44456201345325375,0.2666666666666666,0.3764705882352941,0.2544378698224852,0.6510104374861203,JOHD,JOHD
