"","HD2.log2FoldChange","HD2.padj","WT2.log2FoldChange","WT2.padj","HD6.log2FoldChange","HD6.padj","WT6.log2FoldChange","WT6.padj","HD10.log2FoldChange","HD10.padj","WT10.log2FoldChange","WT10.padj"
"Hspb1",0.000578816978555406,0.999899773256004,-0.000276104171076826,0.943654874434904,0.00255506343092774,0.91915831424117,0.185986515948557,0.0379085925452915,0.0393639184648921,0.144450798776674,0.000623873529856782,0.983286780110032
"Hsph1",0.0014864195921751,0.822936535182429,0.000443974379206701,0.955868687459501,0.0150801451270472,0.357986954095037,0.212078911578364,0.0100352208688829,0.0437787988131343,0.134474196325424,-2.97954556079392e-05,0.997636213866355
"Hyou1",0.000284311502030506,0.999899773256004,0.000383916011052238,0.970193998476847,0.00230821130477718,0.961454036901559,0.124162299497714,0.0229695426015169,0.0103501678623627,0.63432291850511,-2.8613025135691e-05,0.997636213866355
"Idi1",0.00610398533236708,0.456533468379255,0.00128055996012923,0.921366581611471,0.10512641063339,0.0326443489649388,0.0451704431102556,0.211943588999967,0.145506253460955,0.0057313215790293,6.41837721111355e-05,0.997636213866355
"Ifit1",-0.0933530958068522,0.0762725840198978,-0.00194368909317899,0.921366581611471,-0.157256983287322,0.0224929091513451,-0.0255512705582013,0.325983580295336,-0.00579427862936546,0.745824775753445,-0.000780597488108322,0.939356191823549
"Ifit3",-0.332410374352999,4.92626291881448e-06,-0.0706266249883228,0.127955725428754,-0.378064553710945,6.89466213287649e-08,-0.421178085618578,0.000746692796564528,-0.247796597727175,0.000316425978291138,-0.000342582064478738,0.975701640489319
"Ifit3b",-0.357181739856324,1.39421663759486e-07,-0.0575099979732259,0.152314379724714,-0.385527405456131,6.50530289458313e-09,-0.380729375456858,0.00144203816532445,-0.26212883723284,4.57534776561286e-05,-0.000262650209312642,0.993129867131983
"Ighg2c",-0.0458060554343269,0.172351228100977,-0.000201085916573108,0.969827850628973,-0.0595887838755117,0.104923282527416,-0.434634873163209,0.000515257048418262,-0.20516740033721,0.00265283710441855,-0.000198083096753061,0.997636213866355
"Ing1",0.000191856556286293,0.999899773256004,0.000508793416886751,0.965861828769577,0.0387670692551437,0.101204760547556,0.120416559178761,0.0153554040986274,0.0360545563088549,0.127488599494774,-5.82501278852525e-05,0.997636213866355
"Ipo9",-0.000100974995464384,0.999899773256004,0.000839325387618851,0.943654874434904,-0.00706469509679802,0.564007027544078,-0.107910878338011,0.0379085925452915,-0.0230043273750594,0.286241883905141,2.92315222905049e-05,0.997636213866355
"Jam2",-0.123229006357448,0.00128728121332142,-0.000755618583389981,0.954798545886223,-0.0340158912040206,0.117392551736314,0.000149704129142349,0.998651813154059,-0.0992218627559926,0.00245730156735802,-2.40771991111294e-05,0.997636213866355
"Kank4",-0.0790444828497658,0.0730688422519688,-0.00347459930051958,0.840922244257827,-0.00574794047567789,0.665782783187937,-0.0223460400099524,0.480487158149217,-0.098340597695944,0.0367074799994527,-5.81397082331818e-05,0.997636213866355
"Kcnj8",0.00723779199004036,0.477121043800329,0.000276379279122781,0.962624726625047,0.164334662755245,0.0101670536313781,0.0203088308266144,0.509931344535744,0.0228683501617426,0.285153613005724,1.88097351878118e-05,0.997636213866355
"Kctd10",0.0236632182322288,0.0866699178645093,0.00334775949586424,0.921366581611471,0.00706948306360072,0.571474576127332,0.0287198206451536,0.442577274179079,0.0657620926307309,0.00424882746993094,-2.68499765867488e-06,0.999594612593216
"Kdm5c",-0.255960115887842,4.92626291881448e-06,-0.00466388331689363,0.772045015337172,-0.260982783691608,9.41319465054332e-07,-0.0333812542461917,0.302033756112289,-0.226804325093498,1.89702640323038e-05,-0.365206071730277,0.000663731220068485
"Kdm5d",2.96953985163352,0,2.97747919974878,7.2889700167971e-132,2.84176828008761,0,2.77512802409125,5.21008215725981e-118,2.91089853627362,0,2.84172714161956,6.40978244807453e-122
"Kdm6a",-0.432375810197586,5.49214790217548e-29,-0.405331534620542,9.33319689738576e-09,-0.461461754408481,6.82504066347843e-33,-0.453686779713682,1.00796122657643e-11,-0.492497132248494,9.27360689512927e-39,-0.391720319542965,6.96225756551897e-08
"Kdsr",-2.27122020254807e-05,0.999899773256004,-0.00233239115008045,0.921366581611471,-0.00851484645915656,0.489339056422934,-0.058785012027918,0.102564327644507,-0.0500582507775253,0.0380453964028072,-4.93567479468546e-05,0.997636213866355
"Kirrel2",-0.00582496190521977,0.599625119083962,-0.00256982708775375,0.921366581611471,-0.019852186530151,0.294728888027541,0.000428963944091533,0.992481010886418,-0.223833773754818,0.00272395355569477,3.4753741543944e-05,0.997636213866355
"Klhl2",5.6774233626374e-05,0.999899773256004,0.00188526700547545,0.925170407380215,0.00630988846863946,0.639638214290927,0.0650452977039521,0.0494774202182066,0.03137758792206,0.134291359476295,8.53719014593949e-05,0.997636213866355
"Kyat3",-0.000177618545913949,0.999899773256004,-0.00162811623975084,0.921366581611471,-0.00333539158115239,0.827977493017364,-0.0186535520006001,0.600659504275764,-0.078236759544982,0.0453926913878347,8.03663599447312e-05,0.997636213866355
"Leo1",0.000980499291230648,0.795934164677166,0.000702552060120516,0.953534517001502,0.12122596218006,0.00222230699182354,0.0553145388716002,0.151586759825254,0.0583069516811137,0.0438080566905294,-6.75415410139404e-06,0.997636213866355
"Lhfpl2",0.0189941724981807,0.18458998657432,0.00449316298731561,0.840922244257827,0.000790370334250868,0.997778888080173,0.0121760669843467,0.821215121350124,0.0672428926038555,0.0317058322353497,-3.79694918940572e-05,0.997636213866355
"Lhx2",0.00122123265926087,0.824677876741832,0.00125892574126718,0.921366581611471,0.00475782866816414,0.715062610422996,0.0284106393975924,0.405936688685634,0.0893510091562777,0.0314356227743403,7.90390797308153e-05,0.997636213866355
"Lnx1",-0.00236972978350291,0.408233641898126,-0.00599203517107162,0.83866150545737,-0.0078445236812545,0.52434438897596,-0.0357544725524274,0.28957907791218,-0.0570737675256573,0.0117179065228098,0.000198763585948843,0.974316762082999
"Lpcat3",0.082755655089256,0.0317067717573857,0.00293657031141127,0.921366581611471,0.0423040575646886,0.101204760547556,0.0202537156678517,0.619509720029567,0.0145103484392375,0.482329356668373,0.00128409931098976,0.637544313968727
"Lsm11",0.000468472720013188,0.999899773256004,0.000665589090693323,0.94170976289646,0.00298240929399421,0.863209676589477,0.0311135508980131,0.354293373898276,0.0798365924986836,0.0453926913878347,-5.31629456680598e-05,0.997636213866355
"Lsp1",-0.000279895335642859,0.999899773256004,-0.000538068222603476,0.93805465012923,-0.00240934056946889,0.935149916094371,-0.080840914085813,0.0964959114871758,-0.160226715666054,0.0104538518155265,-0.00097762897335594,0.867796767686509
"Lsr",0.00284606522920376,0.768020023410991,0.00141052088292636,0.921366581611471,0.14329744426115,0.0213665181038431,0.158906543951833,0.0379085925452915,0.255450811727769,0.000166552379912077,0.002448694967879,0.720692476513506
"Maco1",-0.00537910455640183,0.230960310650193,-0.00342282243721554,0.921366581611471,-0.00290878761394002,0.923602092335286,-0.0545758714636857,0.0769087550682903,-0.0424532026398249,0.0349551638248863,-7.28754235884973e-05,0.997636213866355
"Manf",0.000425457830961229,0.999899773256004,-0.000530676275529996,0.943654874434904,0.00151639152516084,0.997778888080173,0.266084612186461,0.00478081355047442,0.00755736011473048,0.712179645063306,1.80261192361639e-05,0.997636213866355
"Map3k19",0.00463053524195137,0.716554968560064,0.000814231069123713,0.921366581611471,0.00141013953832232,0.997778888080173,0.00997955923647833,0.693729417692177,0.115848614499845,0.0385247943078907,1.94616888061544e-05,0.997636213866355
"Mcam",0.00629310245276013,0.512391094383523,0.000811894816261243,0.921366581611471,0.0977001197658346,0.0481981053726724,0.00187465759231257,0.974521370981491,0.0143075474827902,0.440199666120147,6.28864117799899e-05,0.997636213866355
"Mettl15",-7.22447041224983e-06,0.999899773256004,0.000389306256985305,0.955868687459501,-0.144887564158569,0.0143459883103878,0.0122689430774161,0.753967015706143,-1.94127569359587e-05,0.99955421946823,-9.62308625023839e-08,0.999713041487479
"Mgp",-0.0487774218508119,0.174330255902801,-0.0041055642630376,0.83866150545737,-0.00576828451572138,0.669897702018687,-0.0145067365045181,0.541541333947992,-0.130947251652943,0.0323923324643834,0.000163883618925963,0.997636213866355
"Mical1",0.0903009052811975,0.0325971942859171,0.00996142194043223,0.501564532912335,0.0954539787223807,0.0224929091513451,0.0264675144199546,0.454880677199631,0.0320084470063065,0.181749586119863,7.79282801348794e-05,0.997636213866355
"Mkks",9.79751568868638e-05,0.999899773256004,-0.000295295815913663,0.963016509189699,0.00135669382813887,0.997778888080173,0.154830574207192,0.0341438291376736,0.0303670152596513,0.214051316958426,0.000102111366727372,0.997636213866355
"Mmp14",0.311953755908131,1.41135378701659e-08,0.0333022675347448,0.202561074136204,0.25036363329221,4.35105742814884e-06,0.0539488878416132,0.166196378576572,0.202190032531226,0.00051143306473329,5.30617611088077e-05,0.997636213866355
"Mthfd1l",-0.0868342854610432,0.0589016363597179,-0.00116351362310556,0.921366581611471,-0.172571997869512,0.00434980033266367,-0.077928650076169,0.0980098964540561,-0.23266950803131,1.25807001785411e-05,-5.41484560769981e-05,0.997636213866355
"Mvd",0.00185089094759522,0.855305572165258,0.000776308711875696,0.921366581611471,0.0555074222222118,0.110527399791153,0.0154432708119824,0.62383386106927,0.180870420901855,0.0060915262273453,6.10430132885689e-05,0.997636213866355
"Ncoa5",0.000277557093818516,0.999899773256004,0.00136416183962062,0.934874648960556,0.00833406092394186,0.5040585102532,0.0612987379082271,0.0930153060001897,0.0548207531653416,0.0257475782758848,2.748730843996e-05,0.997636213866355
"Nectin2",0.000895422959227287,0.978693438040621,0.000315467413067609,0.961836138668031,0.0116085483730726,0.442680188438669,0.00730906843733861,0.885483383581523,0.156283138860142,0.00922933356185897,6.40932171438079e-06,0.997636213866355
"Net1",-0.160980689843754,0.0185368630131762,-0.00145953211527221,0.921366581611471,-0.00392360180495226,0.781547073679033,-0.028504014344015,0.362008685553855,-0.0411717329758085,0.155968982465916,4.35423880453757e-05,0.997636213866355
"Nfil3",0.0129207540282769,0.398358655433829,0.000870031184108827,0.921366581611471,0.102323543393936,0.0493247062803097,0.0260340322998339,0.336328224342077,0.133958013196327,0.030705861203198,-6.51721103749993e-05,0.997636213866355
"Nos3",0.000626751465650344,0.999899773256004,0.000887336565079578,0.921366581611471,0.00512730965544781,0.708971283531756,0.017289441972259,0.583416950771539,0.141488423647287,0.0173741467797519,0.000554988661654587,0.934981216449165
"Npas2",0.101946705022362,0.00992259860277381,0.00383800058212238,0.921366581611471,0.0850037306786317,0.0176622912072736,0.0403947628289603,0.245387534757966,0.0226223797666994,0.293929850059218,0.0106457414900222,0.215015724615124
"Npsr1",4.86094182684768e-05,0.999899773256004,0.000538364749918841,0.921366581611471,-0.00177671849010902,0.997778888080173,-0.00133559715473836,0.975828504441893,-0.129852209226165,0.0328685716817115,-0.000255657028437169,0.997636213866355
"Nr1d2",-0.0922848850596617,0.0317067717573857,-0.00157094544787967,0.921366581611471,-0.109112909905793,0.0143459883103878,-0.0482718634949933,0.195257188895743,-0.0284322942465816,0.215317245442026,-8.67015137966024e-05,0.997636213866355
"Olfml2b",0.000887081615497648,0.999899773256004,0.0005281707938183,0.929670474768568,8.44508073473379e-05,0.997778888080173,5.57941688124264e-05,0.999073745116548,0.120634706752097,0.0349551638248863,4.81023143843621e-05,0.997636213866355
"Olfr78",-0.000427048846477625,0.999899773256004,-0.000227150344449096,0.957435906375963,-0.00178763340274722,0.997778888080173,-0.291908575032858,0.0173602892229335,-0.0466212914347733,0.141226522963574,-6.1580530037493e-05,0.997636213866355
"Orai2",0.00014804491720042,0.999899773256004,0.000879501802097207,0.948502083176022,0.00102604379941944,0.997778888080173,-0.0224640285234063,0.576231513161349,0.0510173947603057,0.0481288625846601,4.95987874677131e-05,0.997636213866355
"Osmr",0.0109679665662091,0.410932796229934,0.00999508777335326,0.598786110999033,0.004894846031583,0.718617980708243,0.0267409978590119,0.356587648168461,0.107451395881724,0.0438963488919393,0.000647193186626312,0.934981216449165
"P2ry1",-0.0688444550426777,0.110434027108556,-0.00112958399154021,0.921366581611471,-0.000546914561870995,0.997778888080173,-0.000230051032171712,0.995795694631052,-0.245718640395746,0.00259650512970657,5.06126591180469e-06,0.997636213866355
"P3h3",0.000195729255608517,0.999899773256004,-0.000250607351739366,0.97839337184854,0.00490369549139556,0.707179840261802,0.0429453744238395,0.231812426605084,0.0766722613248092,0.0288469649446256,0.000135696049214446,0.997636213866355
"Papss2",-0.00706049120213606,0.406571703054284,-0.00128164793105405,0.921366581611471,0.000329842483370431,0.997778888080173,0.01109189691504,0.814217179869791,-0.14434872876913,0.00452436369793474,2.2844251472221e-05,0.997636213866355
"Parn",-0.000107319507408112,0.999899773256004,-0.000684461369382186,0.955687478289874,-0.0143648592474208,0.310062795026482,-0.143735893150102,0.0094301677724575,-0.0523931501809132,0.0554237065745309,-7.51092095866142e-05,0.997636213866355
"Parvb",0.116130763306642,0.00399718260370242,0.00268777999081923,0.921366581611471,0.0977338706361579,0.0101670536313781,0.0368977763364655,0.285625699750012,0.0967987408307677,0.00454109031780899,0.000278577596274179,0.934981216449165
"Parvg",-0.000720286277582626,0.999899773256004,-0.000452049845493306,0.952965350479893,-0.0933464948772536,0.0457508990260744,-0.0112312523010304,0.797674103700392,-0.0127240103471219,0.502050095529789,-0.00054567414264467,0.917723909731328
"Pbdc1",-0.167305320323816,0.000159580811383238,-0.257220931055841,0.000990130867581945,-0.150911869507177,0.000359110239711868,-0.0483660340082095,0.194210297620684,-0.201583489168077,3.22433843703303e-08,-0.207412247950214,0.00529861064535812
"Pcdha11",-0.143394414637433,0.0393849426081273,-0.000745051653426908,0.921366581611471,-0.0110260587510603,0.465137398275387,0.000662644044328717,0.987621736105232,-0.014466616311919,0.411456624798778,-2.675471445568e-05,0.997636213866355
"Pcdhb3",-0.0318970362748567,0.178459337789763,-0.0730399720508328,0.0901083017897154,-0.146581002592425,0.00729226855764744,-0.00737481558040019,0.900523259826679,-0.153213508484903,0.00188352578705041,-0.0261740181640028,0.203297540875595
"Pcdhb6",-0.235725730529402,0.00489688415433154,-0.00197945963150475,0.921366581611471,-0.0192085356841208,0.304190617753492,-0.000168711049665453,0.997724352249692,-0.274339316153277,3.84930935005603e-05,-4.72273725174421e-05,0.997636213866355
"Pcdhb9",-0.06725939353181,0.0490540238541039,-0.00122360688583316,0.921366581611471,-0.0965137953422007,0.0143459883103878,-0.0101509961224367,0.85998610628284,-0.0263694300166613,0.235492053763043,-9.61054156426532e-05,0.997636213866355
"Pdia4",0.000226680633441584,0.999899773256004,-0.000121666497622293,0.982647346824625,0.000604081055842223,0.997778888080173,0.176499074304558,0.0298123033220871,0.00520675387551367,0.805679992978618,-1.46078329450949e-06,0.999594612593216
"Pdia6",0.00171196128730751,0.796192719874932,-8.28362937441325e-06,0.99851274605173,0.00508841021332535,0.706087098615534,0.245862209907613,0.00438925657102699,0.0161950024844584,0.406089257014866,4.48189238537978e-05,0.997636213866355
"Per3",-0.114482015184874,0.0362589151427014,-0.00193474110189682,0.921366581611471,-0.0996715349248316,0.042257037165296,-0.103014762301707,0.0622989945227074,-0.178545501650909,0.00245730156735802,-1.30988009919699e-05,0.997636213866355
"Pknox1",8.70088281052478e-05,0.999899773256004,0.00281807410271199,0.921366581611471,0.0187132596134949,0.276261090707706,0.174172770115571,0.0101599177856253,0.0130239217731973,0.518601934584589,0.000109801000316982,0.997636213866355
"Pla2g4e",-0.000230799523753724,0.999899773256004,-5.72175482336201e-05,0.987139105867469,-0.0023377775453786,0.945672241813254,-0.191804570970629,0.0379085925452915,-0.00681926583829955,0.680043236851826,-7.86042353477258e-05,0.997636213866355
"Plat",0.0381872407226135,0.158144399097183,0.0024062628400915,0.921366581611471,0.0563713328742784,0.104923282527416,0.0309824515724165,0.345079513699039,0.128703060393349,0.0143672447004718,2.03530831512908e-05,0.997636213866355
"Postn",-0.0266908901418594,0.268824185610378,-0.00979500280012154,0.627054808589902,-0.0347666136676538,0.167619656579234,-0.00853021755606857,0.782214316199459,-0.22271746274084,0.00682628485123813,-0.000571192971493427,0.969379254727554
"Ppp1r3c",0.0176575100486159,0.30827899939944,0.00136046924646464,0.921366581611471,0.0874277399022536,0.0637370283631941,0.0209470468966,0.467314870371895,0.133648250388428,0.0260047831262127,2.38158988435816e-05,0.997636213866355
"Ppp2r5a",0.000283532544404708,0.95405192203165,0.00598574291028505,0.90663791780776,0.00581880449799958,0.668767682917953,0.0664498696549294,0.0468610833755727,0.0175101749602544,0.377330613153909,6.20340295021037e-05,0.997636213866355
"Prom1",-0.0565985679220942,0.0762725840198978,-0.000808882244908168,0.93805465012923,-0.00347587696817882,0.821093770900884,-0.0213578134838294,0.548093329609594,-0.122111814188295,0.00802180005729115,-8.45360204068046e-05,0.997636213866355
"Rae1",-1.00687047466342e-05,0.999899773256004,-0.00225156201120685,0.921366581611471,-0.00108792462002765,0.997778888080173,-0.0907994909696439,0.0379085925452915,-0.00809833966329248,0.730383875042368,2.75165735310699e-05,0.997636213866355
"Rasl11a",0.000635125081166491,0.999899773256004,0.00109233657394906,0.921366581611471,0.00553767221469318,0.680721362833832,0.00795157689640917,0.780181027684539,0.133340971069147,0.0311641736343492,-0.000582520091866752,0.975701640489319
"Rbm28",1.00843154407268e-06,0.999899773256004,0.000268477198975248,0.973389298818159,0.00985081809102091,0.466462332112028,0.174046456375233,0.0121709194008279,0.0388288041897638,0.145258813012255,-8.40872567376694e-07,0.999594612593216
"Rbm45",0.000234098814014041,0.999899773256004,0.00140826801866263,0.925018243757266,0.0831396317471415,0.0136842929198272,0.0445442625870707,0.205150296288224,0.0564447198326778,0.0314356227743403,0.000178431000491256,0.975701640489319
"Rcan2",-0.000234385779444402,0.999899773256004,-0.00200089397735461,0.921366581611471,-0.000750668628413464,0.997778888080173,0.000835017459839672,0.990680603722068,-0.0538978696948196,0.0349551638248863,-3.74357731864007e-05,0.997636213866355
"Rcc2",0.0019868364528283,0.506136371817394,0.00266603209387105,0.921366581611471,0.00497652953264821,0.708971283531756,0.0249553797666669,0.51774984665388,0.0760267274099216,0.00443569000456614,4.0250076009597e-05,0.997636213866355
"Rftn2",0.000458400385818981,0.959136947879781,0.00117669708271294,0.928457206903003,0.11152884270323,0.00665783538382641,0.0531221569120689,0.162388363864457,0.0370892980913204,0.133959259922358,0.000303832466357827,0.934981216449165
"Rhoj",0.00210087484379506,0.796192719874932,0.00351131026824591,0.840922244257827,0.156801196757829,0.0125676746260576,0.0474927942797185,0.19274667340342,0.00336733342857652,0.889078099942906,0.0217781321081099,0.255502361094547
"Rmdn3",-0.000191722401615607,0.999899773256004,-0.00177770700633821,0.92358644827618,0.00250519736829906,0.963749311330422,0.0836291944472201,0.0217182210778553,0.0370534247360684,0.0890802990706922,0.000217145684183166,0.946994023566105
"Rpe",-2.72422522332474e-05,0.999899773256004,-0.00242640138464084,0.921366581611471,0.00170311903756776,0.997778888080173,0.096734737829514,0.0494879805043781,0.00865063287882604,0.705618583348273,-3.36831276873109e-05,0.997636213866355
"Rpe65",-0.0376052674355075,0.218204448720311,-0.00362635266518729,0.840922244257827,-0.448592209275844,2.67175282295184e-05,-0.232354642899309,0.0260464322493906,-0.129411328420263,0.0328685716817115,-0.000124357528220513,0.997636213866355
"Rsad1",-0.000102122708102361,0.999899773256004,-0.00110831589102127,0.921366581611471,-0.013783399747711,0.363615652378668,-0.11533554387072,0.0468610833755727,-0.0283793589100741,0.220295734969903,-1.71704249318507e-06,0.999594612593216
"Rsrp1",-0.0114123456138055,0.356423451730094,-0.00116232119748102,0.921366581611471,-0.0566080427869221,0.105442144270531,-0.176547252988195,0.0217182210778553,-0.0295495554215744,0.218131947797844,-3.7663359552741e-06,0.997636213866355
"Scd1",0.00133208038151483,0.748052676562886,0.00225369544008297,0.921366581611471,0.0902215305225462,0.0268328227940021,0.0781598605680022,0.0802131393054271,0.0296619261289367,0.203505480998789,0.000238309024169256,0.939356191823549
"Serpina3n",0.0019186840887117,0.824677876741832,0.0013442153136569,0.921366581611471,0.00210122533179321,0.969794903345556,0.00923234632273022,0.8241707223386,0.178632280762549,0.00465933573483807,8.31827210367244e-05,0.997636213866355
"Serpinh1",8.62889826237463e-05,0.999899773256004,0.000504145054116351,0.934874648960556,0.00153007569564918,0.997778888080173,0.18993094157941,0.0323048899227697,0.025153299507993,0.257508724830925,0.000139389282624828,0.997636213866355
"Sgsh",-0.000724247663166784,0.999899773256004,-0.012961030268693,0.501564532912335,-0.161789430923955,0.00836442629747364,-0.0216363963259963,0.49371722888547,-0.00317222970034982,0.899838720312149,-4.89609400759228e-05,0.997636213866355
"Shroom4",-0.00754196274210312,0.461650795560691,0.000243339824988262,0.968092580563741,-0.0144762238438937,0.381379482710681,-0.1134156222911,0.0592928582838529,-0.182528213916121,0.00412308190186818,-0.000463124746806554,0.939356191823549
"Slc16a12",-0.00555095935633773,0.640646188556535,-0.0125261384225891,0.572465682868307,-0.0444618507489425,0.13452173143461,-0.100428234708388,0.0732367173224948,-0.185207519387197,0.0131016635836426,1.05928870552912e-05,0.997636213866355
"Slc19a3",0.116147643587365,0.0481684616442631,0.0151809189261101,0.501564532912335,0.00234900606327347,0.940988060332859,0.0115227235235718,0.748819759791648,0.0114663132668064,0.522048880452701,1.60610760899504e-05,0.997636213866355
"Slc1a5",-0.210630662941899,0.0131627528791762,-0.00164864605130678,0.921366581611471,-0.018380894526529,0.315679305314553,-0.0122812078324571,0.697758850551714,-0.0651989023142042,0.0985110619389037,1.2889032257685e-05,0.997636213866355
"Slc20a2",0.00261451887519795,0.456533468379255,0.00299067345543927,0.921366581611471,0.0671349881707409,0.0268325312762981,0.0202181406190976,0.64268399415103,0.0112563602319048,0.608560398783609,3.6858709783557e-05,0.997636213866355
"Slc5a3",0.00261015331431687,0.796192719874932,0.00104939601005676,0.921366581611471,0.00811847336945156,0.564007027544078,0.320490104701769,0.0094301677724575,0.0517539713489046,0.126231620654399,3.64787013278757e-05,0.997636213866355
"Slco1a4",-0.111427563812578,0.0342126387105082,-0.00100186925570667,0.921366581611471,-0.00554211939605392,0.674674706581522,-0.072299081520318,0.109274575152609,-0.194490949037974,0.000192718160210803,-0.000193204304371069,0.993129867131983
"Smpdl3b",-0.000352947038269052,0.999899773256004,-0.000957193621686591,0.921366581611471,-0.00477035717607775,0.718717327497953,-0.0103793969598071,0.74694182097443,-0.105073101994151,0.0498446473287203,-3.2172966574931e-05,0.997636213866355
"Snrnp35",-5.13160697647714e-05,0.999899773256004,0.000150191650512743,0.982897399218302,0.1119924582835,0.0196003290668368,0.000934422863804254,0.987621736105232,0.0158469565869305,0.42851745254972,5.00171150515457e-06,0.997636213866355
"Sp100",-0.00304009769280895,0.672356479626811,4.98218267638793e-05,0.993016216922546,0.000142951257037977,0.997778888080173,-0.106048956679795,0.0622989945227074,-0.107896529308359,0.030705861203198,-0.000253705652208623,0.975701640489319
"Spag6",-0.136017308503626,0.0317067717573857,-0.00285225793136925,0.90663791780776,-0.0763830701875386,0.0663194982919503,-0.0833010255536442,0.0877441660833059,-0.0143878572634939,0.458342660142312,-0.000861940683112141,0.84887995995706
"Spef1",1.02771418513834e-05,0.999899773256004,-0.000289383284842503,0.971924702514727,0.0208013342870665,0.259547403193923,0.165805118989665,0.0173602892229335,0.0743970234712978,0.0507932946187699,1.0458199281191e-05,0.997636213866355
"Sphk2",0.0255555521719225,0.219531074040871,0.00125859371895162,0.921366581611471,0.0114359707463832,0.442680188438669,0.09434133152267,0.0716812950052439,0.160521043207969,0.00443569000456614,1.82445741398649e-05,0.997636213866355
"Sqle",0.000307212945829719,0.999899773256004,0.000414056805595409,0.970414249238521,0.00684615731541444,0.57339300049005,0.0213599344183649,0.594008995203674,0.0604389846791019,0.0356772822867519,3.1271303795526e-05,0.997636213866355
"Src",0.00292955608330077,0.392901632868865,0.00213329875356632,0.921366581611471,0.00265281120653594,0.939424619495091,0.0157758945607744,0.76649431009266,0.0541457457709671,0.0194810831392503,0.000161578282650751,0.997636213866355
"Stip1",0.000194947880453109,0.999899773256004,-8.76511754561346e-05,0.992074763954409,0.0319722721455615,0.162436362625273,0.176171763408705,0.00756980794074701,0.0290058768227109,0.209496065560021,8.91407229075812e-05,0.997636213866355
"Stk26",4.15196439925655e-07,0.999899773256004,-0.000497965581945596,0.943654874434904,-0.000511080502572642,0.997778888080173,-0.00197287186488355,0.974521370981491,-0.125974069579045,0.0223216201382268,-3.42205010740172e-05,0.997636213866355
"Susd5",-4.54526554373568e-05,0.999899773256004,-0.00323982293480389,0.90663791780776,-0.129384036348345,0.0131033264287602,-0.00383149592249608,0.956853908474439,-0.00620316390908917,0.79064818385319,-7.21724969528471e-05,0.997636213866355
"Sytl2",-0.000241771316741133,0.999899773256004,-0.00123318661041382,0.921366581611471,-0.00566760873426152,0.654336353406954,-0.197261279996311,0.00478452193983787,-0.0414556640141786,0.12135409237308,-8.48046139414636e-05,0.997636213866355
"Tacc3",-0.000177154834180364,0.999899773256004,-7.69514292474354e-05,0.990156716691264,-0.00292509760328702,0.874676720670529,-0.233720296351834,0.0100352208688829,-0.037822520526748,0.171724423293933,-6.50043873356878e-05,0.997636213866355
"Tcf7l2",0.000142801366040722,0.999899773256004,0.000256440605767899,0.955718292777342,0.00175741225373484,0.997778888080173,0.00367577587178777,0.930263430648736,0.190300294669276,0.0132459390870684,-7.57317950544378e-06,0.997636213866355
"Tef",-0.0170934541535738,0.178459337789763,-0.00236034901874678,0.921366581611471,-0.132712875658224,0.000127943022222096,-0.0795205281728893,0.0622989945227074,-0.0677472296102595,0.0198567409169128,-1.36401338428552e-05,0.997636213866355
"Tfrc",-0.00225928840799938,0.740759634973477,-0.000163350211938905,0.979742972989766,-0.0172859045509273,0.3226938785967,-0.0923390881929818,0.0744047882733033,-0.120329679872109,0.0198567409169128,-2.91764022982835e-05,0.997636213866355
"Tmcc2",0.000932145643191637,0.796192719874932,0.00233074250807148,0.921366581611471,0.0178286860410081,0.259620882884604,0.0319364231923474,0.364185531709491,0.0851373581207438,0.0143582153085803,0.000863548012775127,0.720692476513506
"Tmem108",-3.34242762581874e-05,0.999899773256004,0.000232354519629323,0.978257371454826,-0.113867878426834,0.0143459883103878,-0.0200698442136386,0.594008995203674,0.011217362276258,0.594972225102153,2.2720916240891e-05,0.997636213866355
"Tmem86b",0.000684151387884752,0.999899773256004,0.000852935919653979,0.921366581611471,0.029637134877518,0.209575365698768,0.217347684175637,0.0160377099732725,0.0246930555365148,0.262966119391704,4.36145952077541e-05,0.997636213866355
"Tnfrsf8",-0.0023699300560899,0.897766214471788,-0.000962531741637692,0.921366581611471,-0.0514524145635062,0.110527399791153,-0.246455131883951,0.0230003036261576,-0.172246387965311,0.0172082500952138,-0.00116344137311049,0.934981216449165
"Tnnt2",-8.09130822828883e-05,0.999899773256004,-0.000511308627263707,0.943654874434904,-0.00153961086703874,0.997778888080173,-0.0437625732075841,0.217405919352581,-0.133270892944195,0.0143582153085803,-1.71628825588742e-05,0.997636213866355
"Tnxb",-0.333241669926394,0.00253184213132354,-0.00287363185338443,0.90663791780776,-0.0873353370379772,0.0636078604091561,-0.0295466082348111,0.25949398459549,-0.0195818682988389,0.306776811883025,-0.000152849721247955,0.997636213866355
"Trip6",0.00010692064688157,0.999899773256004,-0.000238013510974147,0.971040636132448,0.000912636155504825,0.997778888080173,0.00398407924909123,0.949331903782812,0.105159957696091,0.0349551638248863,2.91755141987731e-05,0.997636213866355
"Tspan18",0.000176484857354384,0.999899773256004,0.000335079986450157,0.943654874434904,0.000883222641674598,0.997778888080173,0.00186348954577537,0.969502474835978,0.133912430390606,0.0314356227743403,-1.83159984763642e-05,0.997636213866355
