	female_Q111_2m_1R	female_Q111_2m_2R	female_Q111_2m_3R	female_Q111_2m_4R	male_Q111_2m_1R	male_Q111_2m_2R	male_Q111_2m_3R	male_Q111_2m_4R	female_Q111_6m_1R	female_Q111_6m_2R	female_Q111_6m_3R	female_Q111_6m_4R	male_Q111_6m_1R	male_Q111_6m_2R	male_Q111_6m_3R	male_Q111_6m_4R	female_Q111_10m_1R	female_Q111_10m_2R	female_Q111_10m_3R	female_Q111_10m_4R	male_Q111_10m_1R	male_Q111_10m_2R	male_Q111_10m_3R	male_Q111_10m_4R	female_Q140_2m_1R	female_Q140_2m_2R	female_Q140_2m_3R	female_Q140_2m_4R	male_Q140_2m_1R	male_Q140_2m_2R	male_Q140_2m_3R	male_Q140_2m_4R	female_Q140_6m_1R	female_Q140_6m_2R	female_Q140_6m_3R	female_Q140_6m_4R	male_Q140_6m_1R	male_Q140_6m_2R	male_Q140_6m_3R	male_Q140_6m_4R	female_Q140_10m_1R	female_Q140_10m_2R	female_Q140_10m_3R	female_Q140_10m_4R	male_Q140_10m_1R	male_Q140_10m_2R	male_Q140_10m_3R	male_Q140_10m_4R	female_Q175_2m_1R	female_Q175_2m_2R	female_Q175_2m_3R	female_Q175_2m_4R	male_Q175_2m_1R	male_Q175_2m_2R	male_Q175_2m_3R	male_Q175_2m_4R	female_Q175_6m_1R	female_Q175_6m_2R	female_Q175_6m_3R	female_Q175_6m_4R	male_Q175_6m_1R	male_Q175_6m_2R	male_Q175_6m_4R	female_Q175_10m_1R	female_Q175_10m_2R	female_Q175_10m_3R	female_Q175_10m_4R	male_Q175_10m_1R	male_Q175_10m_2R	male_Q175_10m_3R	male_Q175_10m_4R	female_Q20_2m_1R	female_Q20_2m_2R	female_Q20_2m_3R	female_Q20_2m_4R	male_Q20_2m_1R	male_Q20_2m_2R	male_Q20_2m_3R	male_Q20_2m_4R	female_Q20_6m_1R	female_Q20_6m_2R	female_Q20_6m_3R	female_Q20_6m_4R	male_Q20_6m_1R	male_Q20_6m_2R	male_Q20_6m_3R	male_Q20_6m_4R	female_Q20_10m_1R	female_Q20_10m_2R	female_Q20_10m_3R	female_Q20_10m_4R	female_Q20_10m_5R	male_Q20_10m_1R	male_Q20_10m_2R	female_Q80_2m_1R	female_Q80_2m_2R	female_Q80_2m_3R	male_Q80_2m_1R	male_Q80_2m_2R	male_Q80_2m_3R	male_Q80_2m_4R	male_Q80_2m_5R	female_Q80_6m_1R	female_Q80_6m_2R	female_Q80_6m_3R	female_Q80_6m_4R	male_Q80_6m_1R	male_Q80_6m_2R	male_Q80_6m_3R	male_Q80_6m_4R	female_Q80_10m_1R	female_Q80_10m_2R	female_Q80_10m_3R	female_Q80_10m_4R	male_Q80_10m_1R	male_Q80_10m_2R	male_Q80_10m_3R	male_Q80_10m_4R	female_Q92_2m_1R	female_Q92_2m_2R	female_Q92_2m_3R	female_Q92_2m_4R	male_Q92_2m_1R	male_Q92_2m_2R	male_Q92_2m_4R	female_Q92_6m_1R	female_Q92_6m_2R	female_Q92_6m_3R	female_Q92_6m_4R	male_Q92_6m_1R	male_Q92_6m_2R	male_Q92_6m_3R	male_Q92_6m_4R	female_Q92_10m_1R	female_Q92_10m_2R	female_Q92_10m_3R	female_Q92_10m_4R	male_Q92_10m_1R	male_Q92_10m_2R	male_Q92_10m_3R	male_Q92_10m_4R	female_WT_2m_2R	female_WT_2m_3R	female_WT_2m_4R	male_WT_2m_1R	male_WT_2m_2R	male_WT_2m_3R	male_WT_2m_4R	female_WT_6m_1R	female_WT_6m_2R	female_WT_6m_3R	female_WT_6m_4R	male_WT_6m_2R	male_WT_6m_3R	male_WT_6m_4R	female_WT_10m_1R	female_WT_10m_2R	female_WT_10m_3R	female_WT_10m_4R	male_WT_10m_1R	male_WT_10m_2R	male_WT_10m_3R	male_WT_10m_4R
mmu-let-7a-1-3p	611.954822714732	696.517218199436	717.281049221051	792.770763716528	630.360046744392	577.267024422315	779.762643074522	649.318992533245	517.635144868058	408.244125884054	478.063269945411	468.07877537379	487.197252180091	403.180680307479	500.300257973372	479.429379807403	941.532746793673	942.239047288326	868.556127591089	855.515811760248	896.108252551473	832.973260486048	982.803670101622	797.924505013395	741.569000448456	714.747440650063	659.162134832796	634.195794866996	631.992873222574	674.847806911242	698.027436823111	889.334842847179	379.861306353191	452.91046924602	395.450022788071	454.632051596491	461.728664856674	448.111174390467	410.852244317719	430.631116435599	968.067773496865	788.81311740882	871.821818538984	867.656768438627	977.492294333049	956.846977074014	888.406612702159	807.258573400581	739.106469107271	719.621000859585	849.663373819826	833.964922440181	619.009473192864	691.954519161771	678.571407710678	778.433858943377	452.970186478755	487.673365207552	430.407423821957	490.13410851742	537.157573074307	469.941978667934	406.2150806825	946.001484600249	1010.06367340308	865.111416770364	854.314524698393	987.815215262409	831.057281914457	982.77255800403	991.760531327406	784.749482434901	699.02801024513	655.922968963239	583.074062101	585.752719913237	673.554070857069	707.368827932071	898.433018853558	560.181359367549	491.931799426676	478.692680345613	445.772146906263	481.913663704684	546.390702740658	443.104561655982	463.485618326109	947.998080314802	872.648278717531	904.517826764498	1014.98147533675	858.705261800733	849.865456653885	954.045584859509	613.227460980739	691.204756396029	846.221037081511	650.07080198286	806.990701821191	541.834968636487	570.172040916193	850.416275967655	468.229886504345	399.944139853984	444.856468637022	441.064775175633	475.460949244503	422.549270458237	458.244026428574	416.710383699407	932.996692355455	884.128913230004	865.431580251897	861.398585974002	887.401044261724	938.788529764696	885.307293469199	767.731207188649	772.866324581149	830.12761848981	696.907048373364	592.165849440286	836.099420130246	615.924645070626	869.461895875467	447.218605008566	429.568982607717	423.083234828788	403.134521909751	401.011533378273	464.397602616478	427.70827196948	432.877359048801	1009.69277433823	1097.33424788493	1089.07931219955	858.38014359449	1016.08741646506	918.980397038708	1007.95695473109	765.250453078341	610.928351937907	584.889301713706	853.263693844787	736.101933703338	705.119603736699	646.505553513866	882.285703097369	1265.31989832047	1282.01710719365	774.479982796589	1306.4744713667	1436.13359536042	1078.27277208687	1187.66148593529	952.960596606115	994.65623474146	853.364222453168	858.435586111991	1021.69374413985	855.366584150056	886.436757618896	808.213235168593
mmu-let-7a-2-3p	106.155428430107	100.249662193911	117.316000366561	113.979878737165	129.128300484609	104.739584763606	106.331269510162	98.5950747881283	117.446629507879	93.3129430592124	99.9477365377055	97.6652915538187	87.0735514534631	96.6529028134369	108.898163407453	95.7289432675992	126.79667363697	116.954596460213	111.83126106323	118.614091805187	107.473694474742	129.083273479295	115.103132534424	117.970212033412	114.149813387808	117.924325850325	127.004169291032	109.248326707015	103.417015618239	101.480873219736	112.416403683123	116.037847070615	117.38769536609	110.239205124398	109.089661458778	110.58617471266	130.657032261601	97.9066431441357	118.001587990624	112.551314522941	119.039075222038	120.05834868738	117.641228652227	120.189921749414	112.300894656386	115.635975101711	126.567517426061	128.81785745754	109.298168764954	100.161381275959	98.2549114748993	99.756569669878	100.459771305763	116.812955169162	94.8622937498581	103.371701822735	106.808311016297	101.49547194675	125.706295211492	98.7770269716228	78.7561855259322	93.0093499446953	118.479398532396	137.661263065165	129.113350582498	104.500084855782	103.088017100961	101.037703249283	120.076717538971	112.68632713956	122.462479078782	104.148851063891	93.4746757885929	114.919118551511	106.105331924792	100.852741031893	112.926425672826	102.460108781247	124.576111888785	87.6323314654186	95.3117861389185	116.046710386815	112.92894388292	105.702761142773	111.671092530937	114.237894801933	121.003238350872	97.4447365962351	124.91016822709	115.171524525914	127.648325282526	111.889206811678	105.872253943293	109.922643472943	117.306044646711	89.0281618256066	120.472340525956	112.440654180311	101.870395948888	114.859025609578	83.6372236675173	115.746638695031	102.386268515617	107.302086302289	123.826027352573	109.979788095742	64.4172898976423	90.1171429887235	90.7738763569729	105.874299441543	127.226821684835	115.276412435111	123.253063171121	102.279352800835	126.361313746006	123.426380407311	129.050910261056	95.339169520159	107.882942332838	140.043726981633	115.991406950725	100.759042722057	83.2399865173918	122.237352637093	106.866014733956	102.89985601967	100.99584230589	109.904380541731	125.314543467547	121.862162086684	115.464977699725	131.21433712338	91.0092560803409	137.985837409561	112.121190890797	116.473747282767	110.819318319639	117.711702556193	109.577822893393	98.0278502884931	119.209869575018	106.889425075109	117.675194830626	110.953736944144	97.4969448613692	115.636137234255	98.1146639479038	118.660565741366	76.210587321339	113.289158255165	94.587546108307	91.7504327072558	102.245190504384	100.682096188834	105.346953345897	141.078216307496	100.460279708887	98.865367235428	93.7432725938248	103.402616630681	121.702006422965	106.278978844953	118.890208442334
mmu-let-7a-5p	33775.3789970525	43055.9223079954	37830.8670175336	46665.6012454704	37146.9265364511	41871.8477409926	40366.803400281	40063.4043896217	61991.1584731169	66137.8812167932	66938.4913091322	62044.8540599156	50914.186032616	48135.9071126005	53320.644213345	53577.6063545487	40076.7415411717	41102.9383801581	40930.2415491423	39346.2555871569	36698.9312726063	44773.1402080064	42716.0514072196	41048.9892910907	38463.6296728238	36844.6004355253	43634.853931957	42458.7140913875	37772.6545695793	41138.3163858164	38572.7695831478	38400.7337936301	54167.1671156696	59251.5804795724	65178.3454800836	53350.1497033922	56472.6267746285	47390.5809218826	53382.3680211305	59887.0863970325	40605.453960482	33980.4815495596	39101.573340477	42299.9844602652	39190.6396809662	39571.9336203699	40051.3172931891	41832.6790817827	36185.7568408628	37783.9549059465	35315.3923620847	48188.0095184526	36048.0683786217	37379.3344530542	37387.9840334118	37605.7262387472	51244.8260396505	50955.6779158998	62875.0095701307	60367.7675850243	61994.2440398297	60415.6918252602	57826.40929799	43460.6680272072	43818.0916488403	42272.5236116963	40276.7076175522	44747.9311565296	37571.3729352201	39852.1661537987	45056.9148404554	40593.0238964449	40302.2160837026	41613.9808139413	39081.1200653277	35701.063503362	40277.892719944	40700.3078266431	39477.4273509289	55513.4180783149	61170.6944007917	66234.7757870285	63502.7188387245	56224.7762173191	53606.1126681546	58703.2769925124	55568.5764405247	47802.211571116	40889.5589314969	41532.9117225322	40742.8633794128	40200.1935901957	43953.3474620758	46022.3294087663	41617.7576190398	42953.61507636	41679.5436174476	39451.0321753172	44542.1662565038	47169.6054954465	45849.3864195416	44569.6900625052	53389.4445787715	53138.9195574288	49411.1710628379	53392.8958748975	47212.7610116466	55234.7995409662	54653.5291950242	64049.8790736935	42498.9513742321	41096.0410331171	41625.8402698208	38555.5626351697	38248.7081165041	39715.2430410615	37030.3916135797	42410.8768833886	33731.1052072631	38803.1684576214	40944.9666536059	37462.5424415779	37508.8628134758	43218.0109800402	43893.7194277662	56630.5399917484	63535.8110890198	58366.034303622	52947.7590403871	54326.4352586205	51596.350034963	60657.612364238	62040.3097987678	40134.0483861953	43677.4328070149	46578.548389858	39638.5675281101	41716.0856922943	44944.4030050724	43721.5744974948	39763.5415493186	39816.310840478	38382.1618813109	44289.1969787836	40985.7656808224	42596.701289608	37807.4345237824	40111.3072942465	27052.517011213	36640.9506128133	44701.5053431401	21570.3975035143	24797.3967774999	16135.1178666493	26193.767471219	42554.6511305848	40440.7331921183	40701.3106587115	40106.3212421918	40958.8199600578	39380.5251279983	40526.1600650536	38247.8206937363
mmu-let-7b-3p	835.973998887089	863.890567253618	868.453344995411	717.462629550902	718.992489680574	560.476709307539	938.805140205107	860.59415279352	829.738688097328	768.665368450262	858.587182546795	889.70698525247	794.027862063723	812.804887469188	860.926784619792	829.389287162724	971.208564027857	836.602637582327	960.816917968254	940.507011400185	816.058880115113	847.315846428192	792.9326907927	901.961227436561	888.101739620039	978.501848849645	1085.30835575973	933.239943395522	1040.73631590419	973.201574177264	904.559899403732	742.988602884985	865.239642248935	847.380877944166	827.71780631848	830.93222943818	951.138904345044	724.258116591876	841.514974210505	776.440952361156	959.314900318774	1242.25663269917	1002.23031231626	874.524763967165	1079.51212116878	929.973827930659	927.35046421787	864.919900072051	907.533155400806	936.89415101205	889.126412035154	695.10377745971	743.845512536055	975.87489630904	888.951494655928	697.534266212541	831.303239958169	781.020034126816	789.76346339394	852.733321451225	683.563302577643	829.741306085572	812.430161365	846.113129083453	871.01852662193	976.329364224017	751.226507597432	907.377432093077	872.926137372125	1042.81035525052	885.997481213913	860.640893287659	917.677469263665	922.004928070968	941.811136703868	662.400803097476	650.328068413722	903.422305311573	773.856906964773	878.541854691285	756.345141618515	903.825340512696	888.572479499818	837.665967335736	792.665344304422	821.589708070466	810.289542528162	780.949960435541	912.27495277578	872.681795594733	1049.55289676743	923.529960985277	844.090606438796	771.532516451603	823.569334140359	896.464129493956	797.643480417819	818.359463206373	969.097505809421	845.212612366133	815.687762004712	713.770938619355	809.101243879509	809.643014826359	843.851445661981	852.343357742002	802.659882057924	838.089429795129	814.777564890902	732.975919210683	832.600016740211	916.035777386151	909.767214486114	914.884119090035	1006.58273790852	901.386596307936	929.527535446764	917.012275253108	916.120723416556	882.644016107922	848.366902077616	971.251100337205	761.183432264594	1100.13617373384	665.134075704143	919.502559560385	790.46079244743	798.508817918241	926.85473659016	902.630200572296	879.310214790216	827.659664932091	840.085440741608	1018.78166183227	878.28266197791	1002.47062832262	887.493693322531	928.509909763248	953.971634601304	961.826201654156	837.032740134266	947.261456700102	876.026450405775	726.599693262534	759.501200470066	803.366848153773	885.660046886881	788.648794076972	915.647791787264	1027.694507029	881.868850934591	1210.84725981266	1402.05186519229	1178.9548682757	1114.92192291074	941.128230077099	972.773797577148	840.355621501138	879.50149006566	862.320903828343	879.534358475184	887.604658485324	846.642393452983
mmu-let-7b-5p	8321.49281245122	9209.02114275199	8722.3265238977	9654.70633553107	8669.16980649924	9276.24933150651	8552.85108854817	8501.71244887346	11330.3373411351	12781.5403755356	11461.4765827215	11467.3344765874	9325.16272470659	8456.66874425757	9419.69113474469	9773.768174928	8454.91011017585	8310.37862428172	8280.17295455668	8242.27842662029	8078.31583503598	9134.02069346224	8324.80946586579	8385.17404744577	8489.9935673613	8619.27801539591	9969.30247872913	9245.37110590048	8664.04775290584	8409.71996371949	8377.20068686712	8070.69204998608	9529.50673056182	11385.1863412812	10951.2383896931	9820.66668212149	10310.8329188138	8663.48270488237	9564.15790545901	10263.3749417151	8490.28698274827	6738.15079285949	8171.96162753957	8879.17355247814	8629.77015838368	8510.64489991534	7856.1107130548	9375.4863494335	7716.27153747991	8148.51360288112	8084.28525725442	9263.79408582356	8849.32397237531	8606.03223187249	8188.7580024071	8176.25217199648	8883.10567404217	9276.93368586448	9974.5212504771	10219.0460941655	10878.4505494409	11847.6778528236	10208.5718490566	8650.83522652189	8544.32426970178	8757.10711091451	8478.44106603759	8791.26113126287	8504.90750674054	7804.91364204328	8260.650861496	8704.90629589825	9132.88223617939	8852.30810134484	8493.47918883692	8587.81260434778	9406.53098955562	8692.36095939369	8652.67722840782	9626.24522097345	10475.0727540418	11686.126902703	11199.7775398271	10001.9816995312	10553.9153074998	9968.69871913028	9801.26230642065	9644.24478769595	8580.89783248305	8913.15237367625	8456.70154996731	8272.69722744119	8861.50765505359	10546.3517369796	9734.78369126811	9307.15241751863	8940.21352838584	9444.27031105225	9155.04819245006	9934.05724755882	9570.61649752386	8932.58608206858	9569.37026711814	9931.53969241068	8806.55292680662	9847.77352573958	8880.38353588926	10672.8736346312	9701.86815858683	10765.2444727036	9044.35569120084	8512.95720759647	8216.27973628492	8278.99752075013	8420.25845234749	8364.00736926814	8012.88833711827	9974.23337966821	7757.84469742611	8000.91924413486	8811.51250157904	8527.35341069868	7983.63959575695	8944.17342280251	8830.55252949626	10874.4040150018	11133.7816558013	10068.4083837876	9748.52571163578	9920.43019498688	9663.53044133086	9815.84175788364	9637.64686184123	7976.73816977188	8455.80647968094	9006.30762108713	8623.24560009257	8937.6141516866	9213.74534345622	9078.53220554138	8056.27989547299	8998.06237808998	8326.17378534921	8842.91464530052	8978.49365228349	9063.09093631486	7744.05026160241	8194.84396875068	5351.55227146167	6286.39227134272	8630.93578624371	4520.32413535184	4944.20133852807	4067.88146698434	4922.46180812672	8950.73018818007	8949.91680020366	8499.8198620564	8040.85553911527	8499.88481661381	8202.36997898889	8996.34037409533	8189.01344816439
mmu-let-7c-2-3p	611.954822714732	696.517218199436	717.281049221051	791.753086227804	630.360046744392	577.267024422315	779.762643074522	649.318992533245	518.722613659798	409.410537672294	478.063269945411	470.46085565559	487.197252180091	404.101184143798	500.300257973372	479.429379807403	939.734212415843	942.239047288326	868.556127591089	855.515811760248	896.108252551473	832.973260486048	982.803670101622	797.924505013395	741.569000448456	714.747440650063	659.162134832796	634.195794866996	631.992873222574	675.862615643439	698.027436823111	889.334842847179	382.499232091755	452.91046924602	395.450022788071	456.167970689722	462.835927841942	448.111174390467	412.57489523729	430.631116435599	968.067773496865	787.820899651073	871.821818538984	867.656768438627	977.492294333049	956.846977074014	888.406612702159	807.258573400581	739.106469107271	719.621000859585	849.663373819826	833.964922440181	619.009473192864	691.954519161771	678.571407710678	778.433858943377	452.970186478755	490.148864523327	431.773796595995	493.885134858114	538.167267760537	471.165785904049	408.633027591324	946.001484600249	1010.06367340308	865.111416770364	854.314524698393	987.815215262409	831.057281914457	983.696216423206	991.760531327406	784.749482434901	699.02801024513	656.806962182866	583.074062101	584.945897984981	673.554070857069	707.368827932071	897.608011490056	563.509169423198	491.931799426676	478.692680345613	448.743961218972	484.186841363668	546.390702740658	443.104561655982	463.485618326109	947.998080314802	872.648278717531	904.517826764498	1014.98147533675	858.705261800733	849.865456653885	954.045584859509	613.227460980739	691.204756396029	846.221037081511	650.07080198286	806.990701821191	541.834968636487	570.172040916193	850.416275967655	468.229886504345	401.163481743783	446.003005927324	443.356020760961	475.460949244503	423.550572047	458.244026428574	418.06774651276	932.996692355455	884.128913230004	865.431580251897	861.398585974002	887.401044261724	938.788529764696	885.307293469199	767.731207188649	772.866324581149	830.12761848981	696.907048373364	592.99174323309	836.099420130246	615.924645070626	869.461895875467	447.218605008566	429.568982607717	424.055839966325	404.316734583973	401.011533378273	464.397602616478	427.70827196948	434.044144383164	1009.69277433823	1097.33424788493	1089.07931219955	858.38014359449	1015.14572284461	918.980397038708	1007.95695473109	765.250453078341	610.928351937907	584.01763360385	853.263693844787	736.101933703338	705.119603736699	646.505553513866	882.285703097369	1264.19915438927	1282.01710719365	774.479982796589	1305.1822117511	1436.13359536042	1078.27277208687	1187.66148593529	952.960596606115	994.65623474146	853.364222453168	858.435586111991	1021.69374413985	855.366584150056	885.268856752467	808.213235168593
mmu-let-7c-5p	41090.7369032801	53465.3241884954	44169.0804601565	53601.0733311291	44064.0774493929	49969.5768592048	46736.6826139282	49177.81480325	70652.8473993229	73880.5226671314	73130.4342160826	74671.0705935989	53844.6256749844	50653.4851049315	55446.5257511687	57151.7484576956	46388.6979401639	46430.9747947044	45664.4316008191	45739.2749446884	40857.0514519395	50500.2451022886	46087.4910242749	47000.4471532803	46147.2883881691	44265.7312928541	52234.4007005638	52254.0301639318	45397.6075465114	46500.5657267472	45011.0051677285	42985.0947070021	65369.1187644809	68999.1169423188	72983.7107574592	64305.8605954117	65202.2881504799	52776.7015081837	58968.0636278399	75732.3540676969	46952.1623019157	44050.4995729333	46693.5363523358	48688.3649677269	45507.1695797025	46268.2337841823	45061.2815246374	50593.5202256331	43223.8422000224	44621.1248862762	42907.5976938378	53044.9573825396	43921.6029547108	44886.189224828	44709.2110591065	44966.6902928896	55554.477046802	55410.3389346358	68869.2869298353	67897.3277929118	73148.3412386114	72492.2216312372	65922.9045221885	47935.4984747706	50215.1615803931	48021.5211371194	46572.7534279418	48953.2576985653	45676.5513691007	46378.7365437014	46816.8491041861	47838.2315665794	49817.1252557137	48106.9110121017	46335.6931880713	43668.4300448816	48443.8348203705	48892.1905623745	45306.1043740698	63258.3413478282	68682.9029212033	74137.1104308691	72470.6638297076	64796.9291693491	62073.1744339825	64792.5029608942	63656.3464610124	63350.2153288781	46460.5524344251	47407.5958272117	46246.8109605183	46434.9088364241	51159.3980554707	62475.4677233108	52235.1681703738	51899.7088375859	48355.0714541721	48957.8522542579	50565.807060438	54784.0098127597	54811.1599017653	49041.2077782028	60852.4046631354	61999.8770705962	55471.7671793722	61285.0912935597	52771.0528828146	62053.6633604462	61196.9039208527	69165.7795172214	48591.1255091951	47674.0013176957	49297.6784177095	45156.8034329116	43841.6321737847	43858.4422197341	41705.1029083508	51468.0979878037	40336.724709118	43715.7549856876	48275.4318515579	45445.6318428189	44833.9816270063	47356.0770185378	48631.7310570109	66745.0681469127	71229.0010502671	65130.5030351949	62427.9224749744	63162.8590117898	59322.3527735743	66370.482734379	65690.0143246563	44827.2193831193	47986.8315420862	51856.7005957831	46763.8740373567	47702.432037492	50226.2382329422	49095.8072309581	44724.2103155049	48119.5919555798	44327.8100586421	49493.2218089072	48313.6360566029	50037.4085260799	43925.5846399624	43692.9190642767	28988.0417803887	36386.6280126487	46615.3029865796	23507.4946672914	26851.7024441857	20582.9930515076	28068.6924146966	48782.1166530099	47155.6574328579	44782.1087773633	44836.669974988	45262.8352963275	44398.7908396516	46758.0790883137	44701.5174631211
mmu-let-7d-3p	2731.94117283362	3137.37855857293	2821.09549874756	2855.60303336146	2512.27131357038	2493.7615639518	2780.97166411193	2671.92652675828	2488.12859550024	2285.00069316246	2474.60962150584	2149.82745432491	2480.55962652544	2736.65790537474	2490.45365010088	2428.53343781328	2770.64220904614	2787.10348822523	2532.97806308217	2503.97149708431	2557.13273060594	2737.22736326607	2798.87531675587	2650.1497238687	2854.5549078398	3021.92337312627	2790.94286070128	3023.77148326366	3222.3428834699	3321.46898048195	2535.03347530391	3013.52020750553	2570.65863223045	2401.35521523989	2335.88237598609	2366.85132266957	2816.87703452129	2471.51513270261	2197.241247913	2525.0642736451	2650.36999832595	2963.75444239012	2640.99998586705	2514.83102936631	3050.31373725127	2292.36105571349	2709.03167106165	2375.15592416949	2725.28712609008	3034.11938049791	2967.78154741807	2699.01374898822	2544.73464814966	3098.78811629304	2621.7183925868	2270.58190264546	2236.54029573885	2078.18167559259	2436.24265610968	2563.20133280793	2515.14946339868	2452.50970117328	2195.49579321256	2458.59658242602	3008.34106857221	2696.84861845671	2308.51357444174	2625.01838733089	2469.47249359752	2617.64795994682	2562.43460011814	2940.38849282707	2942.42022917136	2775.7387096288	2788.04391219525	2701.23981579823	2614.12661983053	3182.17453234066	2867.72559553257	2706.61884526103	2270.06028277102	2329.86087776606	1955.45381776214	2551.64192220994	2533.53791179564	2726.70853956533	2402.77859011018	2757.68604567345	2710.11992580983	2526.28270870664	2547.64782543041	2756.3817297099	2846.03868100287	2418.29815640476	2823.43514356567	2973.78790542478	2837.90086029287	2583.90112586544	2828.45368925912	2991.3285365277	3030.72520171541	2913.76086992698	2500.97190044854	2594.7595414917	2092.43055480043	2640.66053709048	2282.21255637361	2405.12641621015	2153.41882586602	2045.54575972315	2662.24288096974	2825.30135834268	2926.15185945826	2463.14955139625	2660.04924675541	2548.94176507825	2876.12063637751	2609.28253423593	3112.68817222614	3593.22720544979	3127.93356099352	3006.25340580564	2629.4586852105	2803.87849963689	2746.88404272161	2555.34642448847	2411.78071426465	1922.84035691153	2570.13035375894	2689.46957721541	2592.25219165427	2513.25922644013	2110.71466986329	2607.68444829087	2661.84012448151	2854.10455948456	2811.80541566948	2503.96333677533	2477.93211265648	2696.34251734702	2499.56178141167	3092.42164269022	2776.26292989293	2916.21768782395	2849.83569829782	2707.45061163512	2996.00134555206	2736.45794464783	1846.98599861127	2061.16907315264	2410.91564892602	1957.77331762666	2087.21216477914	2180.90411583233	1921.32776816564	2632.24646168566	2551.29324211185	2557.4909471691	2375.18067077612	2722.61935532161	2857.83931394635	2498.13995328961	2476.27888695043
mmu-let-7d-5p	9386.94986985633	10511.3950150798	9960.83705125743	11265.6898001822	11050.7846740171	10851.3407970355	11260.2087968454	10259.5217822389	13667.3077745835	14976.7273610036	15135.4590426798	14134.073352063	11535.1723877873	10084.1195268686	10967.1498191071	13665.6989831845	10809.1916107545	11247.4480870003	10899.8202449629	10767.7312159213	10430.8779471934	12438.3318393638	11928.4229229051	11552.7206855083	10390.0617377243	9611.28264964826	12007.6669147885	11183.1401550342	10327.7484724151	10187.6648625293	9941.44444354313	9911.71042962883	11071.3743247524	12923.2224802457	14836.1939583939	11758.9965777795	11913.0424584963	10557.5996857093	12055.1111351589	11840.7245235076	10829.0546959342	6891.94454531027	10123.529296654	11224.5940254739	10513.578123676	11952.0366659705	11188.2440083678	11393.632782935	10121.7271369381	10043.8751254877	9261.73345869952	11133.6312277158	9727.60829651172	9703.58728981607	10342.2850742285	10436.9463466415	12443.811656959	11783.376743086	14139.2254657448	13654.9862222417	12788.7928957879	12711.6857615204	12174.3626859309	12218.2764949789	11155.3934903278	11256.8984265003	10929.5231747679	12977.9496503691	11190.8340832702	9972.73995185104	12675.7943307075	10356.7555150976	11394.9693902633	12467.8403696193	10936.9334040193	10126.4220215303	11347.9044351651	10246.9960714784	10137.6904827112	11489.8188521368	12929.6074615978	14922.0447884892	14465.8014694937	11740.9626086542	11971.7393573122	13953.1780196462	11998.767545757	10944.4359874229	11229.8548483334	12100.5009060845	11035.375010015	11476.6357843978	11073.2752874326	9992.59049533286	9957.26067249463	10706.8729617768	10850.2830564022	11327.465108549	11476.8073905547	12560.8332245431	12353.1280031937	10788.5512816993	11854.3321132593	11547.167696394	11633.9138846904	11766.6917034517	10463.2083733742	12167.8169066552	12586.9463011133	15805.1325986837	11793.1474304596	11468.9737836111	10610.4039849326	10711.1817635003	11287.08075796	10779.2372222385	9931.50536659382	12025.2799871085	9788.16630067361	10721.6371768767	11026.852513671	10165.1008018285	10205.2223470322	11460.9362801988	10634.4508582054	12435.0518313001	13427.0605817603	13156.429695469	12579.9250663978	12054.4350333886	11530.0027731583	13709.3748767562	14501.974920802	10942.1942803283	11701.0920604646	12370.109262698	10804.8835361648	12133.7222994923	12596.8455225346	11108.2853409266	11130.0999733321	10879.6848436363	11138.1751077463	11185.7077103335	10462.3971530735	10748.0746502997	10774.2165347792	10403.3834780594	6314.27130835918	7457.43224391907	13124.9110032241	5245.28177970072	5416.6446325828	3775.57860708128	6308.27589678405	11990.7382040964	10521.4736510952	11422.8524959775	10998.5084542103	12082.9277800458	12034.6884791163	11377.6902407421	9702.16155561227
