"","MQ202M.log2FoldChange","MQ202M.padj","MQ802M.log2FoldChange","MQ802M.padj","MQ922M.log2FoldChange","MQ922M.padj","MQ1112M.log2FoldChange","MQ1112M.padj","MQ1402M.log2FoldChange","MQ1402M.padj","MQ1752M.log2FoldChange","MQ1752M.padj","MQ206m.log2FoldChange","MQ206m.padj","MQ806m.log2FoldChange","MQ806m.padj","MQ926m.log2FoldChange","MQ926m.padj","MQ1116m.log2FoldChange","MQ1116m.padj","MQ1406m.log2FoldChange","MQ1406m.padj","MQ1756m.log2FoldChange","MQ1756m.padj","MQ2010m.log2FoldChange","MQ2010m.padj","MQ8010m.log2FoldChange","MQ8010m.padj","MQ9210m.log2FoldChange","MQ9210m.padj","MQ11110m.log2FoldChange","MQ11110m.padj","MQ14010m.log2FoldChange","MQ14010m.padj","MQ17510m.log2FoldChange","MQ17510m.padj","FQ202M.log2FoldChange","FQ202M.padj","FQ802M.log2FoldChange","FQ802M.padj","FQ922M.log2FoldChange","FQ922M.padj","FQ1112M.log2FoldChange","FQ1112M.padj","FQ1402M.log2FoldChange","FQ1402M.padj","FQ1752M.log2FoldChange","FQ1752M.padj","FQ206m.log2FoldChange","FQ206m.padj","FQ806m.log2FoldChange","FQ806m.padj","FQ926m.log2FoldChange","FQ926m.padj","FQ1116m.log2FoldChange","FQ1116m.padj","FQ1406m.log2FoldChange","FQ1406m.padj","FQ1756m.log2FoldChange","FQ1756m.padj","FQ2010m.log2FoldChange","FQ2010m.padj","FQ8010m.log2FoldChange","FQ8010m.padj","FQ9210m.log2FoldChange","FQ9210m.padj","FQ11110m.log2FoldChange","FQ11110m.padj","FQ14010m.log2FoldChange","FQ14010m.padj","FQ17510m.log2FoldChange","FQ17510m.padj"
"mmu-miR-1839-3p",-0.00681961718236025,0.84785837697928,-0.0226851160885302,0.851251666369464,7.88149871801598e-05,0.987020564614848,-0.02446915562771,0.818174148577714,-0.000171755457195787,0.968109333246085,-0.0121029033753912,0.795095451154907,0.312008727484211,0.0235282972616058,0.351234793895185,0.00958485981548005,0.273579060824128,0.0497366806426295,0.448330326143263,0.000755309761462678,0.327065753275467,0.0168089549194959,0.318938792676183,0.0267538057366821,-0.0172113456579897,0.921591585165481,-0.000141342598611059,0.988173575030978,-0.00861393430075462,0.921623286126155,1.9873856900592e-05,0.982811141988123,-0.00411322199645728,0.949394866897774,0.00965051024975834,0.927087238677307,-0.000267769269764104,0.998560089507991,3.70009492546897e-05,0.979642108231077,-0.00590286346738611,0.938356681738888,-8.29756784759251e-05,0.991841773703372,-8.61429141879997e-05,0.988219181429296,-2.02519814395188e-06,0.996379597326702,0.135596335131888,0.274387325273698,0.208064229999389,0.0872901006315488,0.224830073517731,0.0617543853673634,0.0141288229452369,0.908050135032406,0.247221460270352,0.0424467361800953,0.24505214883643,0.0454182958693048,4.78030228762377e-05,0.99801653984132,-3.26703237043936e-05,0.9878475335535,-3.89991123217227e-05,0.993599793741276,-0.00548574496143114,0.998976523335555,-0.000191833187621652,NA,0.00844647989315567,0.954030758322203
"mmu-miR-1843a-3p",-0.00348523010189344,0.929700911150143,0.00952541992908673,0.96843733815807,-0.000110913674529012,0.987020564614848,-0.0527088561494406,0.548653634006996,-0.000129619508428858,0.968109333246085,-0.0178265947714082,0.757472554209522,0.0858380417798833,0.663560015657508,0.0594492342311024,0.7104182950429,0.245599757909066,0.185439306777043,-0.0551802704002985,0.754763896868675,0.13210475054134,0.446069212277918,0.405806627372849,0.0323339147052279,0.0553669169347967,0.6675644788779,-9.93012838401666e-05,0.988173575030978,-0.0118038776490494,0.836017628585822,3.56360140699793e-06,0.994955539595435,-0.0115649089504613,0.639006965471111,0.00972635679280661,0.927087238677307,2.12265402790921e-05,0.998560089507991,0.000151778347476607,0.963672222138512,0.00601580505467107,0.938356681738888,0.000177619307321131,0.991841773703372,9.21461082730587e-05,0.988219181429296,5.79303869890617e-05,0.996379597326702,-0.0460210121531707,0.791043882619744,-0.19707125056121,0.248034087879034,0.0172706715837592,0.910562669026931,-0.290217344801749,0.0816264522192503,0.00552640954465623,0.973724225236383,-0.0364250509225302,0.868797528012514,0.000189270328993266,0.99801653984132,8.52133072468924e-06,0.9878475335535,0.000101302436001923,0.993599793741276,6.34781107534972e-05,0.998976523335555,0.0145072972693903,NA,0.011382730486066,0.938966540689172
"mmu-miR-1843a-5p",-0.00310922712469053,0.938555099586936,-0.0108549244043528,0.96843733815807,9.20566854616862e-05,0.987020564614848,-0.00596698881511793,0.962205825413855,4.81833527594356e-05,0.968109333246085,0.00159259727174964,0.978504529712289,-0.832918673100744,2.68955819683152e-19,-0.753294229271637,6.95359100329417e-16,-0.701120327597166,5.26233540276623e-14,-0.844793963379849,7.53020344954457e-20,-0.719672173449563,1.11304446983313e-14,-0.826390992503671,1.07387008590989e-16,-0.032813548841136,0.840875253346736,-7.0252854811881e-05,0.988173575030978,-0.0154018493685376,0.856308731026778,-4.40475745207204e-05,0.982811141988123,-0.00275958578535956,0.994566178978499,-0.00257151947660109,0.953790597714339,9.63156434292721e-06,0.998560089507991,-0.000147736198382974,0.963672222138512,0.00980089018059423,0.938356681738888,-0.000150320011346122,0.991841773703372,-3.09065959071898e-05,0.988219181429296,-3.85427748222447e-06,0.996379597326702,-0.440409810969986,3.68311260591896e-07,-0.483778620824449,2.62379886545643e-08,-0.379391546858991,1.27359594162393e-05,-0.458202444414488,1.22216575274957e-07,-0.388760788810415,8.62734277483224e-06,-0.5386007975199,5.11080981784951e-10,1.54797346059613e-05,0.99801653984132,5.01820282091277e-05,0.9878475335535,5.46368825798999e-05,0.993599793741276,0.00383183212030909,0.998976523335555,0.0754559350758052,0.315746392923201,-0.00356815764999464,0.966855394889455
"mmu-miR-1843b-5p",-0.0030909032374609,0.938555099586936,-0.0113595270514358,0.96843733815807,8.83038767449109e-05,0.987020564614848,-0.00718643231914453,0.957919679744564,4.63506449031305e-05,0.968109333246085,0.00124883216761667,0.978504529712289,-0.830835306525659,3.27303043563368e-19,-0.752186834811486,7.58820347080727e-16,-0.699969234019655,5.74488351827339e-14,-0.843753279386468,8.22892256851013e-20,-0.718495735551023,1.20535244491898e-14,-0.827998023106711,9.54116256313426e-17,-0.0341287098740783,0.827796296024307,-7.0219214227827e-05,0.988173575030978,-0.0154013597129019,0.856308731026778,-4.14187901337291e-05,0.982811141988123,-0.00281289239165201,0.994566178978499,-0.00223343543492982,0.959305899537907,5.40506777214052e-06,0.998560089507991,-0.000148338000665617,0.963672222138512,0.00958955168646151,0.938356681738888,-0.000152155569841961,0.991841773703372,-3.56783370583603e-05,0.988219181429296,-6.50780697525876e-06,0.996379597326702,-0.436936110302712,4.45836578323393e-07,-0.481489616511495,3.02329924410578e-08,-0.37557995691863,1.55550280434063e-05,-0.455214439996748,1.48081206827089e-07,-0.387671465602672,9.05386007937273e-06,-0.536801075011408,5.82798055691316e-10,1.63653634263806e-05,0.99801653984132,5.2063263445125e-05,0.9878475335535,5.50107350488121e-05,0.993599793741276,0.00383909732556828,0.998976523335555,0.0764827626230312,0.315746392923201,-0.00356697387191723,0.966855394889455
"mmu-miR-184-3p",0.000967774123869844,0.954199363409593,-0.0191040384337851,0.787352552176488,-0.000212052517651534,0.987020564614848,-0.00541192966664756,0.957919679744564,0.000133605600087004,0.968109333246085,-0.008235388704215,0.757472554209522,0.91099341520625,3.52136585359386e-05,1.033091146726,3.6039899683229e-06,0.873217368412636,8.52348966262433e-05,1.02279373821451,3.01088528292821e-06,1.04463289875319,2.42018308946218e-06,1.1045187709186,2.14681444420196e-06,0.00476013520285304,0.985644260088657,-6.91375543872326e-06,0.988173575030978,-0.0041440124969645,0.921623286126155,7.10959760768221e-05,0.982811141988123,-0.00377014574853116,0.949394866897774,-0.0139927975468944,0.926872363378194,-2.38252702570986e-05,0.998560089507991,-6.0343150628968e-05,0.963672222138512,-0.00508413182970919,0.938356681738888,5.68258513567725e-05,0.991841773703372,-2.81562963040209e-05,0.988219181429296,6.4061230345072e-05,0.996379597326702,0.678045689976685,0.000506206858389621,0.673272428508352,0.000517793613388681,0.755542426787386,0.000115944048130256,1.04660472044609,6.49290320332428e-08,0.765593498056086,0.000105853628409074,0.847357377179776,1.27063837280069e-05,-0.000128006035733256,0.99801653984132,-0.000196453032804448,0.405462285518975,-0.000256111672677324,0.104935355383425,-0.00668555917467596,0.994539651227344,-0.0302520556970883,NA,-0.0673483940286462,0.379420876577456
"mmu-miR-185-5p",-0.00490331542658921,0.861358420634081,8.98731048766339e-05,0.997135132213061,-8.37883287416382e-05,0.987020564614848,-0.0322946181532154,0.747612286836976,-9.63788766228678e-05,0.968109333246085,-0.00731361635452651,0.825775148396285,1.17809305254023,4.00988887607467e-13,1.24931329575226,2.20491741721276e-14,1.17724232500391,5.30368866114543e-13,1.18362561466941,2.4759057851438e-13,1.21591780097673,9.59414815973539e-14,1.24846140497419,5.12624522893474e-13,0.00909445942849386,0.985644260088657,-3.1558916523427e-05,0.988173575030978,-0.00595640155252345,0.921623286126155,0.000103558967144941,0.982811141988123,-0.00165556245160368,0.994566178978499,-0.0176763462813408,0.890790649412531,-6.07372102592141e-05,0.998560089507991,-0.000195599086221737,0.963672222138512,-0.0120082335994804,0.917822591301397,-0.000125965540580786,0.991841773703372,-0.000109999545544814,0.988219181429296,-8.57403407674257e-05,0.996379597326702,0.785452758847511,5.08606477050865e-08,0.65089970378985,7.17689924975166e-06,0.793047485156926,4.62599795235963e-08,0.783209838530298,6.49290320332428e-08,0.749148182411157,3.09634519421989e-07,0.710240396366529,9.46920901996353e-07,2.40011446982924e-05,0.99801653984132,2.51288852052325e-05,0.9878475335535,3.00183833163262e-05,0.993599793741276,-0.00126155137494076,0.998976523335555,-0.0274190509499813,NA,0.00805089736152344,0.954030758322203
"mmu-miR-186-5p",-0.0149342555881114,0.84785837697928,-0.00723051548949973,0.96843733815807,0.000137996321584468,0.987020564614848,-0.0366967883504837,0.679800553202547,-7.14218398428429e-05,0.968109333246085,0.000177176417682695,0.998366132678901,0.0403536098019075,0.490499321741108,-0.00879450959124577,0.85991040265509,0.0250130118186614,0.650564157879881,-0.219566873561596,6.63467136848834e-05,-0.102139327012905,0.0608897725013697,-0.0938300784372934,0.0956524942922218,-0.0393266452038958,0.724346318551893,0.000126154499019496,0.988173575030978,-0.00534147904794445,0.97265896085197,0.000341143847973727,0.982811141988123,-0.000303885230278528,0.994566178978499,-0.0208630317466409,0.572274172510017,0.00028151247547825,0.998560089507991,-0.000158926888232525,0.963672222138512,0.089112412183577,0.18899634692037,7.96777448412345e-05,0.991841773703372,0.000596613348066127,0.988219181429296,0.000218351842450942,0.996379597326702,0.114197937410296,0.0283404243000045,0.0283572899776061,0.610992098097184,0.0537776112958326,0.319860732716833,0.0795896299757192,0.132689218562675,0.0189443008521429,0.737286387819016,-0.00424062139549784,0.953395076694678,-0.000464044156381302,0.99801653984132,-0.000267657074254355,0.9878475335535,-0.000263334434566498,0.993599793741276,-0.0211776622818638,0.829536043791668,-0.0123095019651248,0.904900336698854,-0.057422863165747,0.314790410452163
"mmu-miR-187-3p",0.00225510951998706,0.862589769124923,0.00412012772243633,0.96843733815807,8.9172014119546e-05,0.987020564614848,0.0131882553061669,0.823287509969533,-1.12323847467266e-05,0.968109333246085,-0.00249192701831522,0.859058718664594,1.03263326529965,0.000258363813898829,0.996594499319454,0.000612548353181158,1.02168569857364,0.000315551660614603,0.631385892647367,0.0261672993448434,0.919235358258687,0.00135347425198137,0.686015544034471,0.0237848450073471,-0.0114296905094909,0.921591585165481,4.26557713860855e-05,0.988173575030978,-0.011168952778875,0.822580003957548,-3.30516691209839e-05,0.982811141988123,0.00242478070868301,0.949394866897774,-0.0156101814597995,0.911660654685615,3.64793808750762e-05,0.998560089507991,2.15075903372755e-05,0.963672222138512,-0.0107879445966149,0.833205115726609,1.70666496579634e-05,0.991841773703372,-8.19109309544526e-06,0.988219181429296,-1.83110126128556e-05,0.996379597326702,0.609874841199797,0.0157772595685115,0.684508128928338,0.00615149162333305,0.361156984757421,0.151491432890018,0.506486280948142,0.0480504832674855,0.433515449128723,0.0911012908885502,0.218948577408392,0.410990511330116,4.51299325169077e-05,0.99801653984132,7.74159602693746e-05,0.9878475335535,0.00011457446867515,0.993599793741276,-0.00281339220729537,0.998976523335555,0.00817789858263446,NA,0.00950917219804778,0.938966540689172
"mmu-miR-190a-5p",-0.000341971735116522,0.978910706549104,-0.0196452568992299,0.819995907419142,0.000105212011165957,0.987020564614848,-0.0578211699824059,0.445361279644838,-0.00014913202023833,0.968109333246085,0.00590776346936614,0.825775148396285,0.495924385536634,0.0108216780155119,0.525028848987714,0.00724104120534714,0.329187261525338,0.0971678451565868,0.536386691719351,0.00495178892371577,0.500181741171215,0.0101493915994031,0.615266434639539,0.00270051360832729,-0.0152103309790907,0.921591585165481,-3.19812168709812e-05,0.988173575030978,-0.00705656287344803,0.916474777880061,3.50058966297462e-05,0.982811141988123,0.00262732661511902,0.969712432695014,0.0445004860172587,0.668556000529755,-0.000116722899345675,0.998560089507991,0.000107931881813585,0.963672222138512,0.00390667250587547,0.938356681738888,6.9545953747737e-06,0.991841773703372,-0.000160611871290957,0.988219181429296,4.00266923538304e-05,0.996379597326702,0.0473625091188256,0.795689436241952,0.134748510404995,0.445527870962574,0.0751042432699642,0.669589294824254,0.126126565262262,0.476186317799184,0.0347327383995922,0.859021633845901,0.202373064040173,0.251972274691914,1.49962999375317e-05,0.99801653984132,-4.65425609603554e-05,0.9878475335535,2.01247656743553e-05,0.993599793741276,-0.0010943970414163,0.998976523335555,0.024980809848986,NA,0.00035091954141282,0.995151374988766
"mmu-miR-191-5p",0.00130638869528894,0.974037410012488,0.0112451987810559,0.96843733815807,5.77791089110393e-05,0.987020564614848,0.0347565308753229,0.753570218176925,9.60666873787978e-05,0.968109333246085,0.00938385182287632,0.825775148396285,1.67481404080533,8.71099797531287e-51,1.6660899321341,8.34405368382933e-50,1.73452839117856,3.31875351216414e-54,1.62944374754622,1.17251990587265e-47,1.73449487421565,4.78849293651785e-54,1.65689017842265,1.06600318935967e-43,-0.0349654737559475,0.814738553851616,-5.24108954402175e-05,0.988173575030978,-0.00107820574182648,0.989555222765942,-3.29766958533838e-05,0.982811141988123,0.000449746537962969,0.994566178978499,-0.016570894409258,0.859836492508327,-7.25742613776467e-05,0.998560089507991,2.05863654773007e-05,0.992474791861278,0.00632286783489353,0.938356681738888,0.000130878177754403,0.991841773703372,0.000100120850487098,0.988219181429296,3.91506539845177e-05,0.996379597326702,1.21059659250859,1.34675237063631e-31,1.1738916681741,1.0808079263004e-29,1.30330011824857,2.31378641807274e-36,1.17909791286042,4.69273014723268e-30,1.25082372730734,1.23645685838536e-33,1.14745483451565,1.8941103334667e-28,4.390289935964e-06,0.99801653984132,2.4384399222549e-05,0.9878475335535,-3.42504304780688e-05,0.993599793741276,-0.00424248436214776,0.998976523335555,0.0230843325661139,0.825589826749017,-0.00404253856382799,0.966855394889455
"mmu-miR-192-5p",-0.00304277614855472,0.938555099586936,-0.0125493001912792,0.96843733815807,-3.12962472009024e-05,0.987020564614848,-0.0536974710845287,0.595227727375173,0.000267783196969872,0.968109333246085,0.0136702548354911,0.781378363475967,-0.736463511363343,1.0489983192371e-11,-0.748608294472176,6.4711970302825e-12,-0.705206162562724,8.76772152553179e-11,-0.659365966197804,1.12467024321116e-09,-0.782614447554339,6.19336909305975e-13,-0.818903900764307,1.93790768237591e-12,-0.0453324445426397,0.724346318551893,-1.49726765558403e-05,0.988173575030978,-0.00100775483909061,0.989555222765942,-0.000213511456722078,0.982811141988123,-0.00146689639700975,0.994566178978499,-0.011951548943258,0.911660654685615,-0.000315138680095967,0.998560089507991,-0.000118321898119115,0.963672222138512,-0.0350642471357272,0.804715885144066,0.000130051533319384,0.991841773703372,-0.000175292183141902,0.988219181429296,-0.000290989144552875,0.996379597326702,-0.363338317812446,0.000354762928556796,-0.401245842242582,8.76457047867994e-05,-0.350434361754082,0.000593214104670893,-0.380176246475901,0.00018658958780341,-0.449708980173338,1.09210356921754e-05,-0.395683886031959,0.000114837423469762,-0.000105757501700913,0.99801653984132,-0.000143791060249876,0.9878475335535,-9.98601176585509e-05,0.993599793741276,-0.0345045018556105,0.499409916169037,0.029117190691822,0.751763300129643,-0.0246254960180421,0.889185384864402
"mmu-miR-193b-3p",-0.00252428239116263,0.938555099586936,0.0522932236505282,0.467366667619187,1.00215512196198e-05,0.987020564614848,0.0336932555289367,0.763721741559282,-1.95146599414848e-05,0.983526574433446,-0.00748640433445792,0.828685712111202,0.994969452603742,1.10725001102173e-15,1.00296156672074,1.01166795491408e-15,1.01095824082208,6.19642852069531e-16,0.910908920863171,1.59135375674386e-13,1.00825011638424,6.54989500445778e-16,0.97743849203839,1.41759510914756e-13,0.1112873621192,0.305516275206717,0.000284408295522305,0.988173575030978,0.0437576284612367,0.4474645297323,0.000208876878990636,0.982811141988123,0.0123601729705189,0.725106765062826,0.103436870255973,0.299194871592835,0.000291831305984082,0.998560089507991,0.000300037282130897,0.963672222138512,-0.0257527442719049,0.833205115726609,0.000319307431509639,0.991841773703372,0.000197533567136487,0.988219181429296,0.000201547226969317,0.996379597326702,0.282281671466418,0.0103218652527253,0.477257061900755,1.18193128050234e-05,0.332824579484705,0.00248309862799381,0.342017143456231,0.00182899562646855,0.409287219408988,0.000216511444918161,0.380215449056524,0.000585086382060183,-4.7530599566591e-05,0.99801653984132,6.02512040447648e-05,0.9878475335535,-0.000118023687501426,0.993599793741276,-0.00196700546539516,0.998976523335555,-0.0168853186980206,NA,-0.00656308413365939,0.966855394889455
"mmu-miR-194-5p",-0.00176834177321054,0.964867393585516,-0.0370919187035532,0.687983506103912,-8.46597219316524e-05,0.987020564614848,-0.0416876031845628,0.679800553202547,0.000121716477824398,0.968109333246085,0.0135513453727991,0.795095451154907,-1.1572123057979,5.76793225741764e-28,-1.11017708588343,1.01076522771338e-25,-1.12449097060263,3.75713980203975e-26,-1.27538696901444,1.02333089866818e-33,-1.23456278876508,6.47263024247742e-31,-1.38309347942057,2.7259251372256e-33,-0.0554832897398324,0.698239219873681,0.00012164843103463,0.988173575030978,-0.00624240415321434,0.935863231034422,-0.000301884027178515,0.946729213390676,-0.0010060726019047,0.994566178978499,-0.0635965119172825,0.479930146560202,-3.80662278757857e-05,0.998560089507991,-2.21923553366698e-05,0.992474791861278,0.00691639182251723,0.938356681738888,0.000303561717382689,0.991841773703372,4.34745798950729e-05,0.988219181429296,0.000206555358331277,0.996379597326702,-0.846207534059711,9.27053491922693e-18,-0.81510373807755,1.73425548589944e-16,-0.800714158740876,7.23967367224992e-16,-0.821473820994701,1.21846945155731e-16,-0.855663637161902,1.79797348520371e-17,-0.945833209520016,3.56028844800339e-21,-0.00015032061823242,0.99801653984132,-6.8306606742326e-05,0.9878475335535,-0.000118788588927514,0.993599793741276,-0.0547260911700402,0.332933035057846,0.0619268193409642,NA,-0.110047935510869,0.194136353520618
"mmu-miR-195a-5p",0.0120874668365929,0.781144751423298,0.0472996814007262,0.507821282123476,0.000178978067649454,0.987020564614848,0.0326790697701888,0.763721741559282,0.000354647260766421,0.968109333246085,0.0194834186880018,0.757472554209522,0.899679185516251,1.15107513088505e-13,0.699033324369452,1.17781724809085e-08,0.974848481387592,9.81176674635666e-16,0.841180243782689,3.64828006948511e-12,0.721779598034537,3.8009327665653e-09,0.908211413631492,2.36956121239446e-12,0.0783597810628988,0.496503106718811,0.000179578672017797,0.988173575030978,0.0567387102811821,0.331748642572677,-2.83759058477114e-05,0.982811141988123,0.0234574086933141,0.437327482605593,0.368064548919425,0.000337754626663068,-0.000181455415908326,0.998560089507991,0.000274317344591153,0.963672222138512,-0.0418801201278636,0.714752361309357,0.000112980198847303,0.991841773703372,-7.50217751881907e-05,0.988219181429296,-2.17247164389988e-05,0.996379597326702,0.573364162984671,2.37875998721265e-07,0.410252721186182,0.000272851797366435,0.61286628465087,3.8505380005104e-08,0.603632268461812,5.80815780999591e-08,0.686825333217128,6.87519168078709e-10,0.805675874649197,2.55330375037011e-13,0.000103833292182683,0.99801653984132,2.47146627508483e-05,0.9878475335535,2.12521036757256e-05,0.993599793741276,0.0041300216866223,0.998976523335555,-0.0194061902538714,0.852712320184929,0.129460636574853,0.164708964089556
"mmu-miR-1981-3p",-0.00680865711758006,0.861358420634081,-0.0554965816040565,0.467366667619187,-5.65866968043416e-05,0.987020564614848,-0.0505079586145728,0.605582172040391,9.34969639429379e-05,0.968109333246085,-0.0183310814560432,0.757472554209522,-0.839657797301664,1.04314803669449e-13,-0.580790632827255,1.87824743876711e-07,-0.654649361885613,8.75567041015752e-09,-0.42892855691975,6.63467136848834e-05,-0.528202044416368,2.3311765256537e-06,-0.672202466326257,2.78638121196111e-08,-0.0318623297793239,0.840875253346736,0.000265164331608346,0.988173575030978,0.0294773492200378,0.811676977111879,0.000528496827138807,0.620093086367575,0.0045272423428289,0.949394866897774,0.0110557614863826,0.916539443984924,-0.00010544824708463,0.998560089507991,-4.72849002625429e-05,0.979642108231077,-0.00271283431951471,0.979206113988804,-0.000232812318121775,0.991841773703372,5.43792964652569e-05,0.988219181429296,-2.04331169829571e-06,0.996379597326702,-0.594611822001097,2.51332675937997e-09,-0.418949786485538,3.17473165190205e-05,-0.587496070472572,7.89948857724179e-09,-0.571293182519837,1.55147764808811e-08,-0.482428870346999,3.32652548252956e-06,-0.466937422842614,4.93747652281269e-06,0.000133381926321381,0.99801653984132,8.49082737080831e-05,0.9878475335535,9.41278008721572e-05,0.993599793741276,0.00190010557710995,0.998976523335555,0.00823056143220342,NA,-0.0368575552591665,0.672076835192921
"mmu-miR-199a-3p",-0.00115778809137576,0.966670849288665,0.00210886823748988,0.991059448963777,3.03045404044614e-05,0.987020564614848,-0.0119114024920113,0.928115944651717,-2.16611963102746e-05,0.968109333246085,0.0152042347551759,0.757472554209522,-0.530674289196401,0.000815454403918381,-0.607746990639766,0.000147475657957158,-0.414386185762276,0.00987546822421786,-0.505932737589688,0.00118224220619337,-0.482835325619893,0.00248025572139611,-0.475346776786285,0.00531113722928115,0.0957821028961461,0.355365023834648,2.32819159503667e-05,0.988173575030978,0.0224596781958259,0.821755743639161,8.69883985868053e-05,0.982811141988123,0.00401303805417239,0.949394866897774,0.0162378020073293,0.911660654685615,-9.25933062053304e-05,0.998560089507991,-6.68016426225722e-05,0.963672222138512,0.00609107746198149,0.938356681738888,-1.99849491267125e-05,0.991841773703372,-4.29699759683935e-05,0.988219181429296,-0.000118623035405418,0.996379597326702,-0.479540344681814,0.000866745960125623,-0.455527946394648,0.00177711816583454,-0.446847648313571,0.00217516306841881,-0.652810209669546,8.94561478832215e-06,-0.550013369889189,0.000225883106475898,-0.557680022781771,0.000154594751264083,0.000155885688854614,0.99801653984132,0.000222617213571809,0.806495132181342,0.000228368400694502,0.993599793741276,0.254485893755826,0.0337916866061969,0.0577139881362386,NA,0.0203376520592021,0.916222886188365
"mmu-miR-199b-3p",-0.000681063454603573,0.974160522892855,0.00475500173803158,0.96843733815807,4.26158517582168e-05,0.987020564614848,-0.00454145434780046,0.962205825413855,-1.19797912934234e-05,0.983526574433446,0.0157109424294466,0.757472554209522,-0.49153696132135,0.0019543341891438,-0.56530217275948,0.000413029759100809,-0.37769394796323,0.0188542873304878,-0.473991824216384,0.00238583144851924,-0.439794798654385,0.0058387095612537,-0.435210749807505,0.0105007930956867,0.0981760477121826,0.342576534653577,2.6522595776146e-05,0.988173575030978,0.0240459183226482,0.780368139219933,9.61663165836436e-05,0.982811141988123,0.00438865008929186,0.949394866897774,0.019935900598014,0.868869998964965,-7.96540518167642e-05,0.998560089507991,-6.0755167697814e-05,0.963672222138512,0.00464960898486282,0.938356681738888,-1.98440324084435e-05,0.991841773703372,-5.57124880964826e-05,0.988219181429296,-0.000121929973598937,0.996379597326702,-0.450201249023908,0.00173063994928249,-0.438204049354209,0.00264076055287377,-0.417295205376115,0.00414285840364956,-0.626430955023084,1.98164951339103e-05,-0.520540352753974,0.000470540704543289,-0.545416317778537,0.00021520188585138,0.000168962380647567,0.99801653984132,0.000226541437363195,0.806495132181342,0.000236428497342478,0.993599793741276,0.280975449841548,0.0337916866061969,0.0573412921037989,NA,0.0187495393741293,0.916222886188365
"mmu-miR-19b-3p",0.000583122135894954,0.974305181831073,-0.00290722309774001,0.987119374018133,-2.36623614686343e-05,0.987020564614848,0.0162433065401679,0.892579682621046,-0.000107956138878769,0.968109333246085,0.00512570220748029,0.859058718664594,-0.974153296204979,3.52530013525026e-12,-1.09165365557597,1.43048663907678e-14,-1.24264526418363,5.73244837543898e-18,-1.20561272947712,4.63592573127157e-18,-1.02880886110459,3.99781036350087e-13,-0.732112120414685,1.08813206814394e-06,0.0732832892620327,0.498560461389272,-1.42398059207926e-05,0.988173575030978,0.0069768610338105,0.921623286126155,-0.000118785548559276,0.982811141988123,0.00170926579145914,0.994566178978499,0.157459524438714,0.128707478986056,-0.000108298963303461,0.998560089507991,8.06654623182351e-05,0.963672222138512,-0.00264083541023114,0.973051079712676,0.000105348351161118,0.991841773703372,7.61383993356414e-05,0.988219181429296,4.3117557325358e-06,0.996379597326702,-0.804884784746051,6.6146777425497e-10,-0.747677331687305,1.14162399407853e-08,-0.989779052031426,9.34321651957932e-14,-0.814303571744033,6.16835539458334e-10,-0.956979050810351,1.28743363124047e-12,-0.545148258544068,3.37824158404977e-05,-4.1069067293184e-05,0.99801653984132,-4.81936564999034e-05,0.9878475335535,-2.12720389131541e-05,0.993599793741276,-0.00423636302880125,0.998976523335555,-0.0089747338277491,NA,0.0599181439236558,0.394946334877136
"mmu-miR-200a-3p",0.000719674850914613,0.84785837697928,-0.00367077133177835,0.799476868985822,-3.33442773877916,0.00938401751477769,-0.0160133116650367,0.201303400919,-1.88209351046189e-05,0.968109333246085,-0.000890129642321408,0.825775148396285,0.343286333751641,0.417498848722108,-0.741741526077384,0.100488729082915,-0.203724457527183,0.621235520210694,0.217664506529446,0.606716410139793,-0.460514656127278,0.27535232606933,0.132637859573265,0.771276873085809,0.00288637166801614,0.977743700133068,2.86811151994843e-06,0.988173575030978,-0.000231678931478584,0.989555222765942,-5.86837809275737e-06,0.982811141988123,-8.09305850752915e-05,0.994566178978499,-0.00172277192026065,0.9516413863882,5.78960502587931e-05,0.998560089507991,-3.19674401120551e-05,0.963672222138512,-0.000207797174448886,0.980218939521548,5.21446936432264e-06,0.991841773703372,1.22016344065077e-06,0.988219181429296,-6.22035929514419e-05,0.286908416715853,-0.12919091288006,0.698135279408427,-0.0811903236460709,0.8056390753737,-0.0677096609348044,0.821320036138112,0.102198842658145,0.762751536763128,-0.720443740157845,0.0267135610165245,0.00579229719806218,0.982718327940552,2.4134213404569e-06,0.99801653984132,1.91321160529479e-06,0.9878475335535,4.77966186207487e-07,0.993599793741276,-2.89985055134417e-05,0.998976523335555,0.000455826260698719,0.981442319678557,-0.00294552316998955,0.954030758322203
