"","U2.M2.log2FoldChange","U2.M2.padj","U6.M6.log2FoldChange","U6.M6.padj","U10.M10.log2FoldChange","U10.M10.padj"
"mmu-miR-26b-5p",-3.7325692457573e-05,0.999509113902887,-0.243826970269326,2.61553888083044e-07,0.00200433527693081,0.972737340179717
"mmu-miR-27a-3p",-4.18207329742304e-05,0.999509113902887,-0.365767763457195,1.90376458057044e-08,-0.00271807226550711,0.962223135374091
"mmu-miR-27b-3p",9.9728007374999e-05,0.999509113902887,-0.160245944614409,5.56412573832103e-07,-0.00187202240056259,0.977880622246795
"mmu-miR-300-3p",2.61015140334982e-05,0.999509113902887,-0.411125647629895,5.86186886044167e-10,0.0037395034834427,0.947710742516897
"mmu-miR-301a-3p",4.09429809994081e-05,0.999509113902887,-0.311343553466115,1.02645976403116e-09,0.00282579351162086,0.962223135374091
"mmu-miR-30a-5p",6.3499045078611e-05,0.999509113902887,-0.769561217696149,1.34966855144637e-23,0.000172197950605032,0.999373018314728
"mmu-miR-30e-3p",3.63315720424774e-05,0.999509113902887,-0.350366825646122,4.0476198949578e-07,0.0043955418978485,0.930454317519082
"mmu-miR-30e-5p",4.46372595632669e-05,0.999509113902887,-0.337802739072887,1.01082257111263e-14,-0.00035358180339504,0.999373018314728
"mmu-miR-31-5p",4.98400335016208e-05,0.999509113902887,0.388474386171534,1.36545581455779e-08,-0.00965273804602334,0.807258182288465
"mmu-miR-320-3p",4.81020607043005e-09,0.999955965815954,0.30723846636275,1.85472541861046e-08,-0.0103960363317567,0.807258182288465
"mmu-miR-329-5p",4.52789743809338e-05,0.999509113902887,0.384342018019284,5.66882936116887e-08,-0.000237529606371938,0.999373018314728
"mmu-miR-330-3p",8.34808164942924e-05,0.999509113902887,0.284795334684167,9.86945833275982e-08,0.0097170007190221,0.807258182288465
"mmu-miR-330-5p",-6.18746475508494e-05,0.999509113902887,-0.299923188745329,1.76770018018175e-10,0.00550268371210691,0.884589918687871
"mmu-miR-340-5p",9.86670372302937e-07,0.999955965815954,-0.447096338379615,4.74034155103183e-14,-0.000962912893211294,0.999373018314728
"mmu-miR-344b-3p",5.83003823507653e-08,0.999955965815954,-0.46753415755425,1.14345553460221e-12,0.000197294697052406,0.999373018314728
"mmu-miR-344d-3-5p",-8.11593416203368e-06,0.999509113902887,0.567688499025058,5.44685712772027e-09,-0.00127345789133533,0.983876424194295
"mmu-miR-3535",2.93744866303982e-05,0.999509113902887,0.43013278201206,1.43161509001801e-08,-0.0178419458268479,0.769068156506042
"mmu-miR-369-3p",8.41958641721856e-05,0.999509113902887,-0.34744570227794,6.31172334946736e-11,-0.0104391697374573,0.807258182288465
"mmu-miR-370-3p",-3.46179678724339e-05,0.999509113902887,0.586869389319536,2.73646332233915e-09,-0.000456529346277617,0.999373018314728
"mmu-miR-375-3p",-0.944451309934317,3.77850560928035e-09,-0.282754133917518,0.0227110712820907,-0.00282186507431888,0.962223135374091
"mmu-miR-378a-3p",5.33623133490124e-05,0.999509113902887,-0.237767736993704,4.88798047244685e-07,0.00106701284793053,0.999373018314728
"mmu-miR-379-3p",8.28628466237083e-05,0.999509113902887,-0.469128730444077,3.95796113641875e-14,-0.00287830400071092,0.962223135374091
"mmu-miR-381-3p",2.66966140516279e-05,0.999509113902887,-0.324479917157764,6.48791888688004e-08,-0.00245044576926917,0.971653343154634
"mmu-miR-382-3p",-0.000130897645228857,0.999509113902887,-0.37097129783205,8.14122332456393e-12,-0.00917881156856495,0.807258182288465
"mmu-miR-382-5p",9.51343033642212e-06,0.999509113902887,0.494071887888876,3.72428350645122e-08,-0.0144702918770355,0.807258182288465
"mmu-miR-383-5p",-3.80780203232072e-08,0.999955965815954,0.533174159973318,1.15916289075839e-08,0.00183142484693329,0.972737340179717
"mmu-miR-3966",5.09274483843786e-06,0.999955965815954,0.890585543834312,9.17066108785669e-10,0.00313412432124824,0.947710742516897
"mmu-miR-411-3p",6.99486255398541e-05,0.999509113902887,-0.638728599330821,8.63987305714078e-15,-0.00633295956329332,0.832036431137308
"mmu-miR-411-5p",6.78792980996426e-05,0.999509113902887,-0.320784714866469,4.77759043083088e-11,0.00420353658225178,0.93945885822602
"mmu-miR-421-3p",-5.50040290336218e-05,0.999509113902887,-0.364378535928866,3.71849908858266e-09,0.00338986457895336,0.953743426674203
"mmu-miR-423-3p",-6.64453936497436e-05,0.999509113902887,0.433381822704104,5.8027374348487e-07,0.00485913259781566,0.910909601380396
"mmu-miR-423-5p",-8.01171261669732e-05,0.999509113902887,0.453294453051003,1.14646700676557e-08,0.00225163383830741,0.971653343154634
"mmu-miR-433-3p",-3.19869174337123e-07,0.999955965815954,0.414756045606534,1.423059580936e-11,0.000581485774849708,0.999373018314728
"mmu-miR-433-5p",-2.98661085270535e-05,0.999509113902887,-0.0740851263018291,0.20449052617079,0.126724885480537,0.0268908991664764
"mmu-miR-434-3p",-3.39414179315837e-05,0.999509113902887,-0.405562781184521,6.64396173792411e-11,0.0112082588628213,0.807258182288465
"mmu-miR-485-5p",-1.00228268205749e-05,0.999509113902887,0.50045320222707,2.73646332233915e-09,-0.000483933296605388,0.999373018314728
"mmu-miR-488-3p",1.17734040835824e-05,0.999509113902887,-1.0003655408942,1.92701112402768e-29,0.00262538448692949,0.963762264694243
"mmu-miR-488-5p",-1.87920477511686e-05,0.999509113902887,-0.569495143410288,1.22806889913634e-12,0.0118034294342419,0.807258182288465
"mmu-miR-495-3p",-2.72164734391344e-05,0.999509113902887,0.363506641844157,1.14646700676557e-08,-0.00941972278429228,0.807258182288465
"mmu-miR-497a-5p",-2.33078928734749e-05,0.999509113902887,0.0829879600265399,0.145968594479002,0.107068180019149,0.0423514370553734
"mmu-miR-501-3p",2.6344231133012e-05,0.999509113902887,-0.570535799428237,3.82529034635351e-07,-0.00313382322471113,0.953743426674203
"mmu-miR-540-3p",-5.56632858567356e-05,0.999509113902887,0.366570426783336,7.69283369426755e-07,0.00443281861189085,0.930060602657805
"mmu-miR-543-3p",2.05374587412356e-05,0.999509113902887,0.406872062620608,6.82050335213015e-09,-0.0125603513238057,0.807258182288465
"mmu-miR-592-5p",-9.38555061666552e-05,0.999509113902887,-0.254771195092388,4.52289530836773e-09,0.00772328216788116,0.832036431137308
"mmu-miR-671-3p",0.000106231610256834,0.999509113902887,0.384755069659541,3.284547697639e-13,0.0308644116020815,0.535141931973174
"mmu-miR-674-3p",9.88645451242009e-05,0.999509113902887,0.250783690495393,7.75845375717977e-07,-0.0214482601296467,0.663915473123272
"mmu-miR-676-3p",-6.60924766989957e-05,0.999509113902887,0.490852024100783,2.79155971086913e-10,-0.000397939335269068,0.999373018314728
"mmu-miR-708-3p",6.16770665745127e-05,0.999509113902887,-0.697368691784205,4.60701985263861e-21,-0.00230384144223537,0.971653343154634
"mmu-miR-744-5p",-2.78168853421122e-05,0.999509113902887,0.500490858027016,3.08004453322681e-12,-5.5226434855379e-05,0.999373018314728
"mmu-miR-758-3p",-0.000152154240501871,0.999509113902887,-0.350172512828941,8.1584231178963e-08,0.00292733764283477,0.962223135374091
"mmu-miR-872-5p",-9.62182392409586e-06,0.999509113902887,-0.523546011345421,6.56815975070721e-20,0.00697479658775601,0.832036431137308
"mmu-miR-873a-5p",7.74171890110022e-05,0.999509113902887,-0.323661063941738,7.85153939833276e-11,-0.00745050074867572,0.832036431137308
"mmu-miR-877-5p",-5.63748012108178e-05,0.999509113902887,0.56448175432931,6.65447426730203e-09,-0.0024622857892445,0.971653343154634
"mmu-miR-92a-3p",-7.19240856886426e-05,0.999509113902887,0.532679354222585,7.50863806895364e-12,0.0132151241337671,0.807258182288465
"mmu-miR-92b-3p",-0.000308901884823412,0.999509113902887,0.224436761963259,8.87877694510433e-08,0.0291676944176121,0.535141931973174
"mmu-miR-935",2.05933872538884e-05,0.999509113902887,0.430294316940684,3.72428350645122e-08,-0.00909537283473158,0.807258182288465
"mmu-miR-9-5p",7.64017055320515e-05,0.999509113902887,-0.401740467298476,4.92489525497921e-14,-0.00393033699177122,0.947710742516897
"mmu-miR-98-3p",-9.33227999728232e-05,0.999509113902887,-1.1256854620367,1.28940187947281e-21,0.00679076918197353,0.832036431137308
"mmu-miR-99b-5p",8.84436209824331e-06,0.999509113902887,-0.711797523502822,8.63987305714078e-15,-0.00505432794468706,0.895521466974941
"mmu-miR-9b-5p",1.96916465497283e-05,0.999509113902887,-1.92698032574215,7.05730849262206e-18,-0.00255106998497746,0.947710742516897
