"","U2.M2.log2FoldChange","U2.M2.padj","U6.M6.log2FoldChange","U6.M6.padj","U10.M10.log2FoldChange","U10.M10.padj"
"Tbl3",-0.00209819866958704,0.965532439008084,0.137870591135673,6.01351898131601e-07,0.00317168119293274,0.923513014966151
"Teddm2",0.00386842779768304,0.759610236813297,0.144492309038243,0.000549037376886726,0.156030704454087,0.0100158186266463
"Tent4b",0.00194832119354171,0.973885619322941,-0.120529663153529,9.14053296596445e-07,-0.0043475801240022,0.850192064487753
"Th",-0.0320847678296571,0.0464608337193164,-0.0450992715734613,0.126679285135808,-0.000375142116824971,0.997993037617109
"Tlcd1",-0.00434727246567172,0.870558400993168,-0.0615557834681163,0.0322267755117484,-0.1191166627977,0.00230600920634954
"Tmcc3",0.00188023136549251,0.960051944677581,-0.00232217043734912,0.960236219241674,0.0989978779490153,0.0274136854978684
"Tmem132e",-0.000915318794025401,0.973885619322941,0.0473210158872192,0.231134775010741,-0.105328486711516,0.0420000699667977
"Tnfrsf22",0.000765492343710955,0.974897881947015,-0.483999076534976,4.20506386322146e-12,0.000941036596165314,0.993197383843227
"Traip",0.00198846474608996,0.892143370163489,-0.049161032013601,0.213306323708482,-0.183189165827557,0.0127447549382263
"Trappc13",0.000671440847160113,0.991209167305601,0.136549600311127,5.94506928364096e-07,0.00144620695856569,0.9929639004171
"Trmt2b",-0.000749351624413581,0.990542262954265,0.0328499751326285,0.268835170169991,0.0911936705309547,0.0108888778537195
"Tspan2",0.00130033334454111,0.973885619322941,-0.237968344622813,4.33344459932327e-08,-0.0289177532954616,0.209659323018506
"Tsr1",-0.000704797323453276,0.990542262954265,0.154970978444061,7.79387807296168e-08,-0.000755924849052556,0.997993037617109
"Ube2l6",0.000845954612440587,0.973885619322941,0.357611117150251,6.41448881770368e-09,-0.000599380693193988,0.997993037617109
"Ubxn8",-0.00120654952599844,0.969482097288621,0.291984701170538,4.03489094460983e-08,-0.00191386811131714,0.966359460436101
"Uimc1",-0.000960939315729409,0.98963456105476,0.140614717726265,6.75773381962903e-07,-0.00354586142984572,0.897716931369869
"Vim",0.00159404373600145,0.952350155222627,0.062366523089062,0.100780055201547,0.0998931951321699,0.0433056430626955
"Vmn1r197",-0.000534366376866699,0.989194360589409,0.339999191310529,5.00568850624187e-08,0.000495817186998264,0.997993037617109
"Vmn1r227",0.000851085653316355,0.973885619322941,-0.471771637821727,3.09116839292379e-12,2.93446220823169e-05,0.998896051182073
"Wdr54",-0.000666378445685741,0.983353658729146,0.398287041362438,1.56510382629695e-10,0.000322158450683363,0.998333059150449
"Wnt10b",-0.00269964243632809,0.808394714295767,-0.227173661276688,0.000312017249377375,-0.305276087848502,0.000792562860123978
